,bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_well,bc2_well,bc3_well,bc1_wind,bc2_wind,bc3_wind,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,total_counts_ribo,log1p_total_counts_ribo,pct_counts_ribo,doublet_scores,predicted_doublets,doublet_info,n_counts,leiden_1.0,leiden_0.05,leiden_0.1,leiden_0.3,leiden_0.8,leiden_1.2,leiden_10.0,region_annotation
5,01_01_06__s1,Control_st11.25,xenopus,1984,4422,9269,A1,A1,A6,1,1,6,1984,1984,7.59337419312129,4422.0,8.394573,3.0,1.3862944,0.0678426,33.0,3.5263605,0.74626863,0.035924232527759635,False,False,4422.0,0,0,0,3,7,9,12,Inner Epidermis
86,01_01_87__s1,Control_st11.25,xenopus,2657,8964,19133,A1,A1,H3,1,1,87,2657,2657,7.885329239273191,8964.0,9.101084,1.0,0.6931472,0.011155734,37.0,3.637586,0.41276217,0.06297229219143576,False,False,8964.0,3,0,0,0,5,0,41,Neural Plate Border
88,01_01_89__s1,Control_st11.25,xenopus,1966,7211,15109,A1,A1,H5,1,1,89,1966,1966,7.584264818389059,7211.0,8.883502,3.0,1.3862944,0.041603107,23.0,3.1780539,0.31895715,0.09072164948453607,False,False,7211.0,17,2,2,6,17,18,20,Ventral Outer Mesoderm
99,01_02_04__s1,Control_st11.25,xenopus,2198,5170,10881,A1,A2,A4,1,2,4,2198,2198,7.695757990554761,5170.0,8.550821,0.0,0.0,0.0,72.0,4.2904596,1.3926499,0.02087912087912088,False,False,5170.0,7,0,0,3,7,9,13,Inner Epidermis
106,01_02_11__s1,Control_st11.25,xenopus,2383,7492,16027,A1,A2,A11,1,2,11,2383,2383,7.776535028185241,7492.0,8.921724,1.0,0.6931472,0.013347571,44.0,3.8066626,0.58729315,0.03386581469648563,False,False,7492.0,4,1,1,1,0,7,8,Ventral Inner Mesoderm
112,01_02_17__s1,Control_st11.25,xenopus,2167,6127,12773,A1,A2,B5,1,2,17,2167,2167,7.681560362559537,6127.0,8.720624,0.0,0.0,0.0,36.0,3.6109178,0.5875633,0.053364269141531334,False,False,6127.0,8,2,2,2,14,17,27,Outer Neuroectoderm
151,01_02_56__s1,Control_st11.25,xenopus,2540,8242,17370,A1,A2,E8,1,2,56,2540,2540,7.840312983320164,8242.0,9.017119,0.0,0.0,0.0,54.0,4.0073333,0.65518075,0.03189493433395872,False,False,8242.0,3,0,0,0,5,4,11,Inner Neuroectoderm
155,01_02_60__s1,Control_st11.25,xenopus,1875,5485,11708,A1,A2,E12,1,2,60,1875,1875,7.53689712956617,5485.0,8.609955,0.0,0.0,0.0,35.0,3.583519,0.6381039,0.053364269141531334,False,False,5485.0,15,1,1,1,4,5,32,Dorsal Inner Mesoderm
164,01_02_69__s1,Control_st11.25,xenopus,2382,6782,14596,A1,A2,F9,1,2,69,2382,2382,7.776115477098742,6782.0,8.822175,0.0,0.0,0.0,35.0,3.583519,0.516072,0.05190839694656489,False,False,6782.0,2,0,0,0,2,0,22,Inner Epidermis
177,01_02_82__s1,Control_st11.25,xenopus,2250,6559,14053,A1,A2,G10,1,2,82,2250,2250,7.719129840906732,6559.0,8.788746,0.0,0.0,0.0,40.0,3.713572,0.6098491,0.04516129032258065,False,False,6559.0,6,0,0,0,8,11,2,Neural Plate Border
200,01_03_09__s1,Control_st11.25,xenopus,1723,3876,8299,A1,A3,A9,1,3,9,1723,1723,7.452402451223638,3876.0,8.262817,0.0,0.0,0.0,22.0,3.1354942,0.5675955,0.020141535111594992,False,False,3876.0,6,0,0,4,6,6,31,Inner Neuroectoderm
229,01_03_38__s1,Control_st11.25,xenopus,2460,6946,14733,A1,A3,D2,1,3,38,2460,2460,7.8083230503910555,6946.0,8.8460655,0.0,0.0,0.0,27.0,3.3322046,0.3887129,0.13934426229508196,False,False,6946.0,14,1,4,7,16,14,38,Unidentified Cluster
232,01_03_41__s1,Control_st11.25,xenopus,1509,3107,6366,A1,A3,D5,1,3,41,1509,1509,7.31986492980897,3107.0,8.041735,0.0,0.0,0.0,27.0,3.3322046,0.86900544,0.07867298578199053,False,False,3107.0,0,0,0,3,3,2,6,Neural Plate Border
247,01_03_56__s1,Control_st11.25,xenopus,1269,2449,5075,A1,A3,E8,1,3,56,1269,1269,7.146772179452637,2449.0,7.8038435,1.0,0.6931472,0.040832993,22.0,3.1354942,0.8983258,0.09615384615384613,False,False,2449.0,9,1,1,1,9,10,28,Dorsal Inner Mesoderm
313,01_04_26__s1,Control_st11.25,xenopus,1744,3657,7750,A1,A4,C2,1,4,26,1744,1744,7.4645098346365275,3657.0,8.204672,0.0,0.0,0.0,34.0,3.5553482,0.9297238,0.023176936122102886,False,False,3657.0,7,0,0,3,7,9,37,Inner Epidermis
314,01_04_27__s1,Control_st11.25,xenopus,2552,7844,16364,A1,A4,C3,1,4,27,2552,2552,7.845024417241484,7844.0,8.967631,0.0,0.0,0.0,42.0,3.7612002,0.5354411,0.0832517140058766,False,False,7844.0,6,0,0,0,8,11,2,Neural Plate Border
319,01_04_32__s1,Control_st11.25,xenopus,1983,5463,11742,A1,A4,C8,1,4,32,1983,1983,7.592870287844818,5463.0,8.605936,1.0,0.6931472,0.01830496,20.0,3.0445225,0.3660992,0.04516129032258065,False,False,5463.0,5,1,1,1,4,3,59,Dorsal Inner Mesoderm
320,01_04_33__s1,Control_st11.25,xenopus,1623,3699,7786,A1,A4,C9,1,4,33,1623,1623,7.392647520721623,3699.0,8.216088,1.0,0.6931472,0.027034333,27.0,3.3322046,0.729927,0.054858934169279006,False,False,3699.0,5,1,1,1,4,3,59,Dorsal Inner Mesoderm
332,01_04_45__s1,Control_st11.25,xenopus,2020,6157,12853,A1,A4,D9,1,4,45,2020,2020,7.611347717403621,6157.0,8.725508,2.0,1.0986123,0.032483354,31.0,3.465736,0.503492,0.03918918918918919,False,False,6157.0,5,1,1,1,4,3,45,Ventral Inner Mesoderm
338,01_04_51__s1,Control_st11.25,xenopus,3121,12959,27249,A1,A4,E3,1,4,51,3121,3121,8.046229101075378,12959.0,9.469623,2.0,1.0986123,0.01543329,61.0,4.1271343,0.47071534,0.06842105263157894,False,False,12959.0,5,1,1,1,4,3,40,Dorsal Inner Mesoderm
361,01_04_74__s1,Control_st11.25,xenopus,2315,7029,14936,A1,A4,G2,1,4,74,2315,2315,7.7475968386928855,7029.0,8.857942,0.0,0.0,0.0,37.0,3.637586,0.5263907,0.07233273056057865,False,False,7029.0,6,0,0,0,8,11,23,Neural Plate Border
371,01_04_84__s1,Control_st11.25,xenopus,2756,9663,21054,A1,A4,G12,1,4,84,2756,2756,7.921898411023797,9663.0,9.176163,4.0,1.609438,0.041395012,51.0,3.9512436,0.52778643,0.06473594548551959,False,False,9663.0,6,0,0,4,6,6,35,Inner Neuroectoderm
377,01_04_90__s1,Control_st11.25,xenopus,1301,2128,4449,A1,A4,H6,1,4,90,1301,1301,7.171656822768514,2128.0,7.663408,0.0,0.0,0.0,28.0,3.3672957,1.3157895,0.02731591448931116,False,False,2128.0,9,1,1,1,9,10,17,Dorsal Inner Mesoderm
381,01_04_94__s1,Control_st11.25,xenopus,1978,5217,11196,A1,A4,H10,1,4,94,1978,1978,7.590346945602565,5217.0,8.55987,0.0,0.0,0.0,23.0,3.1780539,0.4408664,0.05797101449275363,False,False,5217.0,16,2,2,2,15,16,24,Outer Epidermis
384,01_05_01__s1,Control_st11.25,xenopus,2141,6095,13060,A1,A5,A1,1,5,1,2141,2141,7.669495251007694,6095.0,8.715388,1.0,0.6931472,0.016406892,23.0,3.1780539,0.3773585,0.05797101449275363,False,False,6095.0,10,0,0,3,10,12,64,Inner Neuroectoderm
387,01_05_04__s1,Control_st11.25,xenopus,2642,8696,18347,A1,A5,A4,1,5,4,2642,2642,7.879669914604289,8696.0,9.070733,0.0,0.0,0.0,34.0,3.5553482,0.39098436,0.023176936122102886,False,False,8696.0,1,2,2,2,1,1,7,Outer Epidermis
392,01_05_09__s1,Control_st11.25,xenopus,1630,3393,7168,A1,A5,A9,1,5,9,1630,1630,7.396948602621014,3393.0,8.129765,0.0,0.0,0.0,15.0,2.7725887,0.44208664,0.0403280929596719,False,False,3393.0,10,0,0,3,10,12,79,Inner Neuroectoderm
418,01_05_35__s1,Control_st11.25,xenopus,2020,5434,11069,A1,A5,C11,1,5,35,2020,2020,7.611347717403621,5434.0,8.600615,0.0,0.0,0.0,26.0,3.295837,0.4784689,0.054858934169279006,False,False,5434.0,1,2,2,2,1,1,0,Outer Epidermis
438,01_05_55__s1,Control_st11.25,xenopus,2605,9207,19297,A1,A5,E7,1,5,55,2605,2605,7.8655717576847906,9207.0,9.127828,0.0,0.0,0.0,46.0,3.8501475,0.49961987,0.06297229219143576,False,False,9207.0,15,1,1,1,0,5,19,Dorsal Inner Mesoderm
443,01_05_60__s1,Control_st11.25,xenopus,1979,5663,11817,A1,A5,E12,1,5,60,1979,1979,7.590852123688581,5663.0,8.641886,1.0,0.6931472,0.017658485,33.0,3.5263605,0.58273,0.03918918918918919,False,False,5663.0,5,1,1,1,4,3,45,Ventral Inner Mesoderm
454,01_05_71__s1,Control_st11.25,xenopus,2446,7337,15127,A1,A5,F11,1,5,71,2446,2446,7.802618063442671,7337.0,8.900822,1.0,0.6931472,0.013629549,34.0,3.5553482,0.46340466,0.0403280929596719,False,False,7337.0,16,2,2,2,15,16,24,Outer Neuroectoderm
466,01_05_83__s1,Control_st11.25,xenopus,2037,5684,12123,A1,A5,G11,1,5,83,2037,2037,7.61972421378267,5684.0,8.645586,0.0,0.0,0.0,29.0,3.4011974,0.5102041,0.034883720930232565,False,False,5684.0,10,0,0,3,10,12,34,Inner Neuroectoderm
469,01_05_86__s1,Control_st11.25,xenopus,2134,6714,14271,A1,A5,H2,1,5,86,2134,2134,7.666221925662725,6714.0,8.812099,0.0,0.0,0.0,30.0,3.4339871,0.44682753,0.04149377593360996,False,False,6714.0,1,2,2,2,1,1,54,Outer Epidermis
485,01_06_06__s1,Control_st11.25,xenopus,1723,4021,8894,A1,A6,A6,1,6,6,1723,1723,7.452402451223638,4021.0,8.299535,0.0,0.0,0.0,27.0,3.3322046,0.67147475,0.038076152304609215,False,False,4021.0,0,0,0,3,3,2,6,Neural Plate Border
498,01_06_19__s1,Control_st11.25,xenopus,3324,15251,32473,A1,A6,B7,1,6,19,3324,3324,8.109224953089955,15251.0,9.632466,0.0,0.0,0.0,56.0,4.0430512,0.36718905,0.04910714285714286,False,False,15251.0,1,2,2,2,1,1,1,Outer Epidermis
503,01_06_24__s1,Control_st11.25,xenopus,1983,5308,11134,A1,A6,B12,1,6,24,1983,1983,7.592870287844818,5308.0,8.577159,0.0,0.0,0.0,23.0,3.1780539,0.4333082,0.13054830287206268,False,False,5308.0,0,0,0,3,3,2,6,Neural Plate Border
515,01_06_36__s1,Control_st11.25,xenopus,1096,1646,3292,A1,A6,C12,1,6,36,1096,1096,7.00033446027523,1646.0,7.4067106,0.0,0.0,0.0,13.0,2.6390574,0.7897934,0.08565737051792828,False,False,1646.0,13,0,3,5,12,13,9,Unidentified Cluster
519,01_06_40__s1,Control_st11.25,xenopus,3026,11908,25972,A1,A6,D4,1,6,40,3026,3026,8.01532730902172,11908.0,9.38505,1.0,0.6931472,0.008397716,65.0,4.189655,0.5458515,0.14899713467048706,False,False,11908.0,8,2,2,2,14,17,27,Cement Gland Primordium
546,01_06_67__s1,Control_st11.25,xenopus,1671,2890,5838,A1,A6,F7,1,6,67,1671,1671,7.421775793644647,2890.0,7.969358,1.0,0.6931472,0.034602076,13.0,2.6390574,0.449827,0.10508474576271182,False,False,2890.0,13,0,3,5,12,13,9,Unidentified Cluster
548,01_06_69__s1,Control_st11.25,xenopus,1834,3892,8327,A1,A6,F9,1,6,69,1834,1834,7.51479976048867,3892.0,8.266935,2.0,1.0986123,0.051387463,30.0,3.4339871,0.7708119,0.03918918918918919,False,False,3892.0,9,1,1,1,9,10,17,Dorsal Inner Mesoderm
550,01_06_71__s1,Control_st11.25,xenopus,2735,10400,22237,A1,A6,F11,1,6,71,2735,2735,7.914252278742441,10400.0,9.249658,5.0,1.7917595,0.048076924,47.0,3.871201,0.45192307,0.04516129032258065,False,False,10400.0,4,1,1,1,0,7,8,Ventral Inner Mesoderm
554,01_06_75__s1,Control_st11.25,xenopus,2838,9837,21381,A1,A6,G3,1,6,75,2838,2838,7.951207156472972,9837.0,9.194008,0.0,0.0,0.0,40.0,3.713572,0.40662804,0.07867298578199053,False,False,9837.0,3,0,0,0,5,4,62,Neural Plate Border
585,01_07_10__s1,Control_st11.25,xenopus,2091,6260,13123,A1,A7,A10,1,7,10,2091,2091,7.645875825184813,6260.0,8.742095,0.0,0.0,0.0,23.0,3.1780539,0.36741212,0.0403280929596719,False,False,6260.0,1,2,2,2,1,1,58,Outer Epidermis
607,01_07_32__s1,Control_st11.25,xenopus,1369,2822,5958,A1,A7,C8,1,7,32,1369,1369,7.222566018822171,2822.0,7.945555,2.0,1.0986123,0.07087172,9.0,2.3025851,0.31892276,0.054858934169279006,False,False,2822.0,0,0,0,0,3,2,3,Inner Epidermis
613,01_07_38__s1,Control_st11.25,xenopus,2786,9609,20884,A1,A7,D2,1,7,38,2786,2786,7.932721027481948,9609.0,9.17056,0.0,0.0,0.0,63.0,4.158883,0.65563536,0.07034728406055207,False,False,9609.0,3,0,0,0,5,0,15,Inner Epidermis
620,01_07_45__s1,Control_st11.25,xenopus,2203,6906,14603,A1,A7,D9,1,7,45,2203,2203,7.698029170272805,6906.0,8.840291,0.0,0.0,0.0,29.0,3.4011974,0.41992468,0.0665514261019879,False,False,6906.0,5,1,1,1,4,3,60,Dorsal Inner Mesoderm
624,01_07_49__s1,Control_st11.25,xenopus,1664,4083,8622,A1,A7,E1,1,7,49,1664,1664,7.417580402414544,4083.0,8.314832,0.0,0.0,0.0,30.0,3.4339871,0.73475385,0.01224889759921607,False,False,4083.0,11,2,2,2,11,8,51,Outer Epidermis
646,01_07_71__s1,Control_st11.25,xenopus,1350,2440,5008,A1,A7,F11,1,7,71,1350,1350,7.208600337960199,2440.0,7.8001633,0.0,0.0,0.0,34.0,3.5553482,1.3934426,0.01224889759921607,False,False,2440.0,7,0,0,3,7,9,13,Inner Epidermis
647,01_07_72__s1,Control_st11.25,xenopus,2527,7907,17724,A1,A7,F12,1,7,72,2527,2527,7.8351837552667485,7907.0,8.97563,2.0,1.0986123,0.025294043,50.0,3.9318256,0.6323511,0.0990206746463547,False,False,7907.0,3,0,0,0,5,4,14,Inner Neuroectoderm
657,01_07_82__s1,Control_st11.25,xenopus,2245,7150,15471,A1,A7,G10,1,7,82,2245,2245,7.716906135298388,7150.0,8.875008,0.0,0.0,0.0,44.0,3.8066626,0.61538464,0.0403280929596719,False,False,7150.0,4,1,1,1,0,7,49,Dorsal Inner Mesoderm
679,01_08_08__s1,Control_st11.25,xenopus,1945,5011,10716,A1,A8,A8,1,8,8,1945,1945,7.57353126274595,5011.0,8.51959,1.0,0.6931472,0.019956097,29.0,3.4011974,0.57872677,0.06842105263157894,False,False,5011.0,15,1,1,1,0,5,73,Dorsal Inner Mesoderm
688,01_08_17__s1,Control_st11.25,xenopus,1764,4353,9189,A1,A8,B5,1,8,17,1764,1764,7.475905969367397,4353.0,8.37885,0.0,0.0,0.0,20.0,3.0445225,0.45945323,0.053364269141531334,False,False,4353.0,5,1,1,1,4,3,45,Dorsal Inner Mesoderm
695,01_08_24__s1,Control_st11.25,xenopus,2124,6350,13332,A1,A8,B12,1,8,24,2124,2124,7.661527081358517,6350.0,8.756368,0.0,0.0,0.0,30.0,3.4339871,0.47244096,0.11163337250293773,False,False,6350.0,17,1,1,6,17,18,55,Dorsal Inner Endoderm
716,01_08_45__s1,Control_st11.25,xenopus,1376,3118,6567,A1,A8,D9,1,8,45,1376,1376,7.227662498728654,3118.0,8.045268,0.0,0.0,0.0,14.0,2.7080503,0.44900578,0.050489826676714394,False,False,3118.0,5,1,1,1,4,3,40,Dorsal Inner Mesoderm
718,01_08_47__s1,Control_st11.25,xenopus,1106,1726,3497,A1,A8,D11,1,8,47,1106,1106,7.009408932708637,1726.0,7.454141,0.0,0.0,0.0,25.0,3.2580965,1.4484357,0.09338929695697794,False,False,1726.0,17,2,2,6,17,18,66,Outer Neuroectoderm
747,01_08_76__s1,Control_st11.25,xenopus,2336,6571,13597,A1,A8,G4,1,8,76,2336,2336,7.756623334538858,6571.0,8.790573,1.0,0.6931472,0.015218385,35.0,3.583519,0.53264344,0.06473594548551959,False,False,6571.0,2,0,0,0,2,0,36,Ciliated Epidermal Progenitor
792,01_09_25__s1,Control_st11.25,xenopus,1443,3091,6479,A1,A9,C1,1,9,25,1443,1443,7.275172319452771,3091.0,8.036573,0.0,0.0,0.0,14.0,2.7080503,0.4529279,0.04516129032258065,False,False,3091.0,1,2,2,2,1,1,58,Outer Epidermis
805,01_09_38__s1,Control_st11.25,xenopus,3098,11069,24411,A1,A9,D2,1,9,38,3098,3098,8.038834757787749,11069.0,9.311994,1.0,0.6931472,0.00903424,50.0,3.9318256,0.45171198,0.08814589665653495,False,False,11069.0,16,2,2,2,15,16,24,Outer Neuroectoderm
813,01_09_46__s1,Control_st11.25,xenopus,1907,5090,10913,A1,A9,D10,1,9,46,1907,1907,7.553810852008231,5090.0,8.53523,1.0,0.6931472,0.019646365,26.0,3.295837,0.51080555,0.08565737051792828,False,False,5090.0,15,1,1,1,0,5,19,Dorsal Inner Mesoderm
818,01_09_51__s1,Control_st11.25,xenopus,2097,5474,11796,A1,A9,E3,1,9,51,2097,2097,7.6487397889562425,5474.0,8.607947,0.0,0.0,0.0,24.0,3.218876,0.43843627,0.021630615640598996,False,False,5474.0,6,0,0,4,6,6,31,Inner Neuroectoderm
840,01_09_73__s1,Control_st11.25,xenopus,2207,5585,11732,A1,A9,G1,1,9,73,2207,2207,7.699842407396986,5585.0,8.628018,0.0,0.0,0.0,34.0,3.5553482,0.60877347,0.03386581469648563,False,False,5585.0,4,1,1,1,0,7,10,Ventral Inner Mesoderm
893,01_10_30__s1,Control_st11.25,xenopus,2126,7147,15271,A1,A10,C6,1,10,30,2126,2126,7.6624678152002375,7147.0,8.874588,1.0,0.6931472,0.013991885,13.0,2.6390574,0.18189451,0.11872705018359854,False,False,7147.0,17,2,2,6,17,18,20,Dorsal Outer Endoderm
952,01_10_89__s1,Control_st11.25,xenopus,1049,1596,3300,A1,A10,H5,1,10,89,1049,1049,6.956545443151569,1596.0,7.375882,1.0,0.6931472,0.06265664,28.0,3.3672957,1.754386,0.007808911345888838,False,False,1596.0,7,0,0,3,13,15,70,Inner Neuroectoderm
967,01_11_08__s1,Control_st11.25,xenopus,2083,5400,11281,A1,A11,A8,1,11,8,2083,2083,7.642044402873258,5400.0,8.594339,0.0,0.0,0.0,38.0,3.6635616,0.7037037,0.09338929695697794,False,False,5400.0,10,0,0,3,10,12,53,Neural Plate Border
995,01_11_36__s1,Control_st11.25,xenopus,1881,4675,9813,A1,A11,C12,1,11,36,1881,1881,7.540090320145325,4675.0,8.450198,1.0,0.6931472,0.021390375,28.0,3.3672957,0.5989305,0.04644412191582002,False,False,4675.0,2,0,0,0,2,0,42,Inner Epidermis
1010,01_11_51__s1,Control_st11.25,xenopus,2038,6965,14305,A1,A11,E3,1,11,51,2038,2038,7.620214770574455,6965.0,8.848797,1.0,0.6931472,0.014357502,38.0,3.6635616,0.54558504,0.10829493087557603,False,False,6965.0,17,1,1,6,17,18,55,Ventral Inner Endoderm
1062,01_12_07__s1,Control_st11.25,xenopus,1559,3590,7716,A1,A12,A7,1,12,7,1559,1559,7.352441100243583,3590.0,8.186186,0.0,0.0,0.0,25.0,3.2580965,0.6963788,0.04775900073475385,False,False,3590.0,11,2,2,2,11,8,69,Outer Epidermis
1089,01_12_34__s1,Control_st11.25,xenopus,2108,6670,14285,A1,A12,C10,1,12,34,2108,2108,7.653969180478774,6670.0,8.805525,0.0,0.0,0.0,28.0,3.3672957,0.41979012,0.07438016528925621,False,False,6670.0,4,1,1,1,0,5,49,Dorsal Inner Mesoderm
1095,01_12_40__s1,Control_st11.25,xenopus,1741,3089,6320,A1,A12,D4,1,12,40,1741,1741,7.462789157412448,3089.0,8.035927,0.0,0.0,0.0,15.0,2.7725887,0.48559406,0.1348464619492657,False,False,3089.0,13,0,3,5,12,13,9,Unidentified Cluster
1127,01_12_72__s1,Control_st11.25,xenopus,1987,5626,12397,A1,A12,F12,1,12,72,1987,1987,7.59488438721652,5626.0,8.635332,0.0,0.0,0.0,48.0,3.8918202,0.8531816,0.054858934169279006,False,False,5626.0,15,1,1,1,0,5,32,Dorsal Inner Mesoderm
1144,01_12_89__s1,Control_st11.25,xenopus,2375,8075,16976,A1,A12,H5,1,12,89,2375,2375,7.773173680482536,8075.0,8.996652,0.0,0.0,0.0,60.0,4.1108737,0.74303406,0.04644412191582002,False,False,8075.0,15,1,1,1,0,5,19,Dorsal Inner Mesoderm
1155,01_13_04__s1,Control_st11.25,xenopus,2120,6513,13881,A1,B1,A4,1,13,4,2120,2120,7.659642954564682,6513.0,8.781709,0.0,0.0,0.0,29.0,3.4011974,0.44526333,0.03189493433395872,False,False,6513.0,16,2,2,2,15,16,24,Outer Epidermis
1189,01_13_38__s1,Control_st11.25,xenopus,2192,5772,12220,A1,B1,D2,1,13,38,2192,2192,7.693025748417888,5772.0,8.660947,0.0,0.0,0.0,33.0,3.5263605,0.57172555,0.07438016528925621,False,False,5772.0,6,0,0,0,8,11,23,Inner Epidermis
1196,01_13_45__s1,Control_st11.25,xenopus,2287,7341,15599,A1,B1,D9,1,13,45,2287,2287,7.7354333524996886,7341.0,8.901366,1.0,0.6931472,0.013622122,29.0,3.4011974,0.39504156,0.05190839694656489,False,False,7341.0,6,0,0,0,8,11,23,Dorsal Inner Mesoderm
1198,01_13_47__s1,Control_st11.25,xenopus,2069,6108,12863,A1,B1,D11,1,13,47,2069,2069,7.635303886259415,6108.0,8.717519,0.0,0.0,0.0,20.0,3.0445225,0.32743943,0.030940594059405944,False,False,6108.0,1,2,2,2,1,1,0,Outer Epidermis
1202,01_13_51__s1,Control_st11.25,xenopus,2310,7276,15225,A1,B1,E3,1,13,51,2310,2310,7.745435610274381,7276.0,8.892474,1.0,0.6931472,0.013743815,46.0,3.8501475,0.6322155,0.07034728406055207,False,False,7276.0,5,1,1,1,4,3,40,Dorsal Inner Endoderm
1221,01_13_70__s1,Control_st11.25,xenopus,2116,5747,11973,A1,B1,F10,1,13,70,2116,2116,7.6577552711348655,5747.0,8.656608,0.0,0.0,0.0,38.0,3.6635616,0.66121453,0.053364269141531334,False,False,5747.0,0,0,0,3,3,2,6,Inner Epidermis
1260,01_14_13__s1,Control_st11.25,xenopus,2129,5822,12291,A1,B2,B1,1,14,13,2129,2129,7.6638772587034705,5822.0,8.669571,1.0,0.6931472,0.017176228,30.0,3.4339871,0.51528686,0.04910714285714286,False,False,5822.0,12,0,0,3,13,15,43,Inner Neuroectoderm
1338,01_14_91__s1,Control_st11.25,xenopus,2859,10938,23967,A1,B2,H7,1,14,91,2859,2859,7.958576903813898,10938.0,9.30009,3.0,1.3862944,0.02742732,56.0,4.0430512,0.5119766,0.042687193841847444,False,False,10938.0,3,0,0,0,5,4,11,Ventral Inner Mesoderm
1346,01_15_03__s1,Control_st11.25,xenopus,2276,7042,15081,A1,B3,A3,1,15,3,2276,2276,7.7306140660637395,7042.0,8.85979,0.0,0.0,0.0,38.0,3.6635616,0.53961945,0.04910714285714286,False,False,7042.0,6,0,0,4,6,6,31,Inner Neuroectoderm
1369,01_15_26__s1,Control_st11.25,xenopus,1837,4043,8566,A1,B3,C2,1,15,26,1837,1837,7.516433302915632,4043.0,8.30499,2.0,1.0986123,0.049468216,36.0,3.6109178,0.89042795,0.035924232527759635,False,False,4043.0,0,0,0,3,3,2,12,Inner Epidermis
1388,01_15_45__s1,Control_st11.25,xenopus,1440,2723,5780,A1,B3,D9,1,15,45,1440,1440,7.273092595999522,2723.0,7.909857,0.0,0.0,0.0,42.0,3.7612002,1.5424165,0.018008474576271187,False,False,2723.0,7,0,0,3,7,9,63,Inner Neuroectoderm
1393,01_15_50__s1,Control_st11.25,xenopus,1501,2858,6153,A1,B3,E2,1,15,50,1501,1501,7.31455283232408,2858.0,7.958227,0.0,0.0,0.0,32.0,3.4965076,1.1196641,0.015337423312883434,False,False,2858.0,7,0,0,3,13,15,70,Inner Neuroectoderm
1400,01_15_57__s1,Control_st11.25,xenopus,2621,8451,18153,A1,B3,E9,1,15,57,2621,2621,7.871692664323645,8451.0,9.042158,3.0,1.3862944,0.035498757,76.0,4.3438053,0.8993018,0.11163337250293773,False,False,8451.0,4,1,1,1,0,7,10,Ventral Inner Mesoderm
1437,01_15_94__s1,Control_st11.25,xenopus,1242,2209,4672,A1,B3,H10,1,15,94,1242,1242,7.1252830915107115,2209.0,7.700748,0.0,0.0,0.0,41.0,3.7376697,1.8560433,0.007808911345888838,False,False,2209.0,7,0,0,3,7,9,13,Inner Epidermis
1450,01_16_11__s1,Control_st11.25,xenopus,1799,4433,9421,A1,B4,A11,1,16,11,1799,1799,7.495541943884256,4433.0,8.397058,0.0,0.0,0.0,21.0,3.0910425,0.47371984,0.04149377593360996,False,False,4433.0,12,0,0,3,13,15,43,Neural Plate Border
1460,01_16_21__s1,Control_st11.25,xenopus,1188,2085,4465,A1,B4,B9,1,16,21,1188,1188,7.080867896690782,2085.0,7.6430035,0.0,0.0,0.0,33.0,3.5263605,1.5827338,0.0403280929596719,False,False,2085.0,9,1,1,1,9,10,28,Dorsal Inner Mesoderm
1511,01_16_72__s1,Control_st11.25,xenopus,2148,6060,13837,A1,B4,F12,1,16,72,2148,2148,7.67275789664251,6060.0,8.70963,2.0,1.0986123,0.0330033,35.0,3.583519,0.57755774,0.06297229219143576,False,False,6060.0,15,1,1,1,0,5,32,Dorsal Inner Mesoderm
1530,01_16_91__s1,Control_st11.25,xenopus,1680,3351,7243,A1,B4,H7,1,16,91,1680,1680,7.427144133408616,3351.0,8.117312,2.0,1.0986123,0.05968368,29.0,3.4011974,0.86541337,0.08092485549132948,False,False,3351.0,8,2,2,2,14,17,75,Outer Neuroectoderm
1539,01_17_04__s1,Control_st11.25,xenopus,1855,4284,9257,A1,B5,A4,1,17,4,1855,1855,7.526178913346146,4284.0,8.362876,0.0,0.0,0.0,24.0,3.218876,0.5602241,0.04516129032258065,False,False,4284.0,10,0,0,3,10,12,53,Neural Plate Border
1578,01_17_43__s1,Control_st11.25,xenopus,2101,4150,8714,A1,B5,D7,1,17,43,2101,2101,7.650644551436897,4150.0,8.331104,0.0,0.0,0.0,30.0,3.4339871,0.72289157,0.1348464619492657,False,False,4150.0,13,0,3,5,12,13,9,Unidentified Cluster
1585,01_17_50__s1,Control_st11.25,xenopus,2134,5911,13184,A1,B5,E2,1,17,50,2134,2134,7.666221925662725,5911.0,8.684739,0.0,0.0,0.0,34.0,3.5553482,0.57519877,0.13934426229508196,False,False,5911.0,3,0,0,0,5,4,57,Neural Plate Border
1596,01_17_61__s1,Control_st11.25,xenopus,2102,5833,12648,A1,B5,F1,1,17,61,2102,2102,7.6511201757027,5833.0,8.671458,0.0,0.0,0.0,18.0,2.944439,0.30858904,0.05190839694656489,False,False,5833.0,6,0,0,4,6,6,31,Inner Neuroectoderm
1611,01_17_76__s1,Control_st11.25,xenopus,2567,8171,17486,A1,B5,G4,1,17,76,2567,2567,7.850882664809852,8171.0,9.008469,2.0,1.0986123,0.024476808,46.0,3.8501475,0.5629666,0.0403280929596719,False,False,8171.0,6,0,0,4,6,6,31,Inner Neuroectoderm
