leiden_0.1,Anterior Paraxial Mesoderm,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsolateral Mesoderm,Eye Primordium,Foregut Primordium,Goblet Cells,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Mesoderm,Lateral Mesoderm,Midgut Primordium,Notochord,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pharyngeal Mesoderm,Posterior Paraxial Mesoderm,Pre-chordal Plate Mesoderm,Pre-placodal Region,Pronephric Primordium,Ventral Blood Island,Ventral Mesoderm
0,0,0,0,0,483,0,0,228,0,926,720,876,59,0,0,0,0,0,0,0,0,0,0,287,0,0,0
1,566,0,0,268,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,314,509,58,0,219,91,697
2,0,446,14,0,0,0,140,0,0,0,0,0,0,14,0,0,0,1295,600,255,0,0,0,0,0,0,0
3,0,0,0,0,0,368,0,0,431,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0
6,0,4,159,0,0,0,0,0,0,0,0,0,0,76,0,0,0,6,12,0,0,0,0,0,0,0,0
