leiden_0.8,Anterior Paraxial Mesoderm,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsolateral Mesoderm,Eye Primordium,Foregut Primordium,Goblet Cells,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Mesoderm,Lateral Mesoderm,Midgut Primordium,Notochord,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pharyngeal Mesoderm,Posterior Paraxial Mesoderm,Pre-chordal Plate Mesoderm,Pre-placodal Region,Pronephric Primordium,Ventral Blood Island,Ventral Mesoderm
0,0.0,9.729334308705194,0.2926115581565472,0.0,0.0,0.0,7.973664959765911,0.0,0.0,0.0,0.0,0.0,0.0,0.0731528895391368,0.0,0.0,0.0,77.39575713240673,3.8039502560351135,0.7315288953913679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.09225092250922509,0.09225092250922509,0.0,0.0,0.18450184501845018,0.0,74.35424354243543,0.8302583025830259,2.214022140221402,4.520295202952029,0.0,0.6457564575645757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.391143911439114,0.0,0.09225092250922509,2.5830258302583027
10,11.87648456057007,0.0,0.0,1.9002375296912115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.140142517814727,0.0,0.0,0.0,0.0,0.0,1.9002375296912115,1.66270783847981,0.23752969121140144,0.0,13.30166270783848,2.8503562945368173,45.13064133016627
11,0.0,55.85365853658537,0.7317073170731708,0.0,0.0,0.0,0.24390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.24390243902439024,0.0,0.0,0.0,9.268292682926829,3.414634146341464,30.24390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,17.525773195876287,0.0,0.0,0.0,0.0,6.185567010309279,0.0,0.0,0.0,0.0,0.0,0.0,2.0618556701030926,0.0,0.0,0.0,42.78350515463917,12.628865979381443,18.814432989690722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,9.090909090909092,0.0,9.090909090909092,0.0,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.3389830508474576,0.6779661016949152,0.0,0.0,1.694915254237288,0.6779661016949152,0.0,45.76271186440678,0.0,0.0,0.0,0.3389830508474576,0.6779661016949152,0.3389830508474576,28.8135593220339,0.0,11.186440677966102,3.050847457627119,6.440677966101695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.35842293906810035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2831541218638,0.0,0.0,0.0,0.0,0.35842293906810035,0.0,0.0,0.0,0.0,0.0
16,0.0,1.5444015444015444,61.38996138996139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7722007722007722,29.343629343629345,0.0,0.0,0.0,2.3166023166023164,4.633204633204633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,1.5857284440039643,0.0,0.0,16.253716551040633,0.0,3.3696729435084243,44.89593657086224,28.047571853320118,0.39643211100099107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.450941526263628,0.0,0.0,0.0
3,1.7119838872104733,0.0,0.0,0.2014098690835851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7119838872104733,0.0,0.0,0.0,0.0,0.0,28.80161127895267,0.2014098690835851,4.934541792547835,0.0,15.307150050352467,6.747230614300101,40.38267875125881
4,8.790072388831438,0.0,0.0,26.5770423991727,0.4136504653567736,0.0,0.0,0.1034126163391934,0.0,0.3102378490175801,1.5511892450879008,0.1034126163391934,0.0,0.0,14.270941054808686,0.0,0.0,0.0,0.0,0.0,1.861427094105481,35.47052740434333,0.4136504653567736,0.9307135470527405,0.8273009307135472,1.0341261633919339,7.34229576008273
5,0.0,0.0,0.0,0.0,48.432432432432435,0.0,0.0,6.27027027027027,0.0,6.702702702702703,25.189189189189186,8.864864864864865,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8918918918918917,0.0,0.10810810810810811,0.3243243243243243
6,0.0,0.0,0.0,0.0,0.0,51.198871650211565,0.0,0.0,41.74894217207334,0.0,0.0,0.0,0.0,0.0,0.0,6.770098730606488,0.0,0.0,0.0,0.0,0.14104372355430184,0.0,0.0,0.0,0.0,0.0,0.14104372355430184
7,70.71917808219177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0273972602739725,0.0,0.0,0.0,0.0,0.0,0.17123287671232876,26.541095890410958,0.684931506849315,0.0,0.5136986301369862,0.0,0.3424657534246575
8,0.0,2.7124773960216997,0.9041591320072333,0.0,0.9041591320072333,0.0,0.7233273056057866,0.0,0.0,1.0849909584086799,0.7233273056057866,0.0,0.0,0.3616636528028933,0.0,0.0,0.0,0.0,86.07594936708861,5.244122965641953,0.0,0.18083182640144665,0.0,0.9041591320072333,0.0,0.0,0.18083182640144665
9,0.0,0.0,0.0,0.0,1.3084112149532712,0.0,0.0,0.3738317757009346,0.0,2.6168224299065423,1.1214953271028036,89.53271028037383,0.1869158878504673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.859813084112149,0.0,0.0,0.0
