leiden_0.3,Anterior Neural Ridge,Anterior Paraxial Mesoderm,Anterior Pre-placodal Region,Cement Gland Primordium,Ciliated Epidermal Progenitor,Early Neuron,Eye Primordium,Foregut Primordium,Goblet Cell,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Mesoderm,Lateral Mesoderm,Midgut Primordium,Neural Crest,Notochord,Notoplate,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pharyngeal Mesoderm,Posterior Paraxial Mesoderm,Posterior Pre-placodal Region,Pre-placodal Region,Pronephric Primordium,Unknown,Ventral Blood Island,Ventral Mesoderm
0,4.063205417607223,0.0,0.16930022573363432,0.0,0.0,9.142212189616252,30.64334085778781,0.0,0.0,11.286681715575622,0.0,0.0564334085778781,34.19864559819413,1.072234762979684,0.0,0.0,0.0,0.0,0.33860045146726864,0.0,7.7313769751693,0.0,0.0,0.0,0.0,0.0,0.0,1.2979683972911964,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,3.0463576158940397,0.26490066225165565,0.0,0.0,0.06622516556291391,29.271523178807946,0.0,0.1986754966887417,0.0,0.0,0.0,0.0,0.3973509933774834,0.0,2.119205298013245,0.0,0.0,0.0,53.70860927152318,1.390728476821192,9.536423841059603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2,0.0,22.705314009661837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06901311249137336,1.518288474810214,0.0,0.0,0.0,14.14768806073154,0.0,0.0,2.691511387163561,0.0,0.0,0.0,0.0,4.140786749482402,46.790890269151134,0.06901311249137336,0.8281573498964804,0.0,0.0,1.4492753623188406,5.590062111801243
3,0.0,3.598200899550225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.695652173913043,0.0,0.0,1.4992503748125936,0.0,0.0,0.0,0.0,12.668665667166417,0.14992503748125938,0.0,0.0,7.496251874062969,0.0,8.020989505247377,57.87106446776612
4,10.102739726027398,0.0,14.04109589041096,0.0,0.0,7.962328767123288,0.8561643835616438,0.0,0.0,0.08561643835616438,0.0,0.08561643835616438,8.21917808219178,14.04109589041096,0.17123287671232876,0.0,0.0,0.0,30.90753424657534,0.0,0.08561643835616438,0.0,0.0,0.0,0.0,0.0,10.95890410958904,2.482876712328767,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,20.043336944745395,0.43336944745395445,0.0,0.0,0.3250270855904659,0.8667388949079089,0.0,0.10834236186348861,0.10834236186348861,0.0,0.0,0.0,12.676056338028168,0.0,1.7334777898158178,0.0,0.0,0.0,10.725893824485373,32.936078006500544,20.043336944745395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3.1372549019607843,0.0,2.3529411764705883,0.0,0.0,0.0,0.130718954248366,0.0,0.0,0.0,0.0,61.1764705882353,1.1764705882352942,3.6601307189542487,10.196078431372548,0.0,0.0,0.0,0.522875816993464,0.0,0.39215686274509803,0.0,0.0,0.0,0.0,0.0,9.411764705882353,7.8431372549019605,0.0,0.0,0.0,0.0
7,0.0,0.7299270072992701,0.0,0.0,0.0,3.3576642335766427,0.145985401459854,0.0,0.0,0.0,0.0,0.0,36.05839416058394,1.167883211678832,0.0,0.0,2.0437956204379564,0.0,0.0,43.64963503649635,6.715328467153285,0.0,0.0,0.0,0.291970802919708,4.233576642335766,0.145985401459854,0.8759124087591241,0.145985401459854,0.0,0.291970802919708,0.145985401459854
8,0.0,0.0,0.0,0.0,0.2358490566037736,0.0,0.0,19.10377358490566,0.0,0.0,32.31132075471698,0.0,0.0,0.0,0.0,14.150943396226415,0.0,28.066037735849058,0.0,0.0,0.0,2.358490566037736,0.4716981132075472,3.30188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,73.7864077669903,0.0,0.0,0.48543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3980582524271843,0.0,2.4271844660194173,0.0,0.0,0.0,15.53398058252427,3.8834951456310676,0.48543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
