leiden_1.0,Anterior Neural Ridge,Anterior Paraxial Mesoderm,Anterior Pre-placodal Region,Cement Gland Primordium,Ciliated Epidermal Progenitor,Early Neuron,Eye Primordium,Foregut Primordium,Goblet Cell,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Mesoderm,Lateral Mesoderm,Midgut Primordium,Neural Crest,Notochord,Notoplate,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pharyngeal Mesoderm,Posterior Paraxial Mesoderm,Posterior Pre-placodal Region,Pre-placodal Region,Pronephric Primordium,Unknown,Ventral Blood Island,Ventral Mesoderm
0,0.0,0.0,0.0,0.0,0.40444893832153694,0.0,0.0,0.0,31.445904954499493,0.0,0.20222446916076847,0.0,0.0,0.0,0.0,0.3033367037411527,0.0,1.7189079878665317,0.0,0.0,0.0,57.93731041456016,1.314459049544995,6.673407482305358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15.579710144927535,0.0,0.24154589371980675,0.0,0.0,1.0869565217391304,65.70048309178745,0.0,0.0,0.36231884057971014,0.0,0.12077294685990338,13.043478260869565,0.7246376811594203,0.0,0.0,0.0,0.0,0.7246376811594203,0.0,1.8115942028985508,0.0,0.0,0.0,0.0,0.0,0.0,0.6038647342995169,0.0,0.0,0.0,0.0
10,1.2048192771084338,1.4056224899598393,0.0,0.0,0.0,0.2008032128514056,0.2008032128514056,0.0,0.0,0.0,0.0,0.2008032128514056,55.42168674698795,1.6064257028112447,0.0,0.0,18.473895582329316,0.0,0.0,3.0120481927710845,3.614457831325301,0.0,0.0,0.0,0.0,7.83132530120482,0.4016064257028112,4.216867469879518,0.0,0.0,0.8032128514056224,1.4056224899598393
11,12.416851441241686,0.0,35.69844789356985,0.0,0.0,13.52549889135255,0.22172949002217296,0.0,0.0,0.0,0.0,0.22172949002217296,0.22172949002217296,3.1042128603104215,0.22172949002217296,0.0,0.0,0.0,4.212860310421286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.494456762749447,2.6607538802660753,0.0,0.0,0.0,0.0
12,0.0,0.0,0.45454545454545453,0.0,0.0,2.0454545454545454,1.1363636363636365,0.0,0.0,44.54545454545455,0.0,0.0,26.36363636363636,2.272727272727273,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,21.136363636363637,0.0,0.0,0.0,0.0,0.0,0.0,1.1363636363636365,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.2358490566037736,0.0,0.0,19.10377358490566,0.0,0.0,32.31132075471698,0.0,0.0,0.0,0.0,14.150943396226415,0.0,28.066037735849058,0.0,0.0,0.0,2.358490566037736,0.4716981132075472,3.30188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,8.212560386473431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.014492753623188,0.0,0.0,0.7246376811594203,0.0,0.0,0.0,0.0,1.2077294685990339,0.4830917874396135,0.0,0.0,18.59903381642512,0.0,3.864734299516908,45.893719806763286
15,0.0,3.591160220994475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.458563535911603,0.0,0.0,1.9337016574585635,0.0,0.0,0.0,0.0,45.58011049723757,0.2762430939226519,0.0,0.0,3.0386740331491713,0.0,6.906077348066299,31.215469613259668
16,0.0,0.6389776357827476,0.0,0.0,0.0,0.3194888178913738,0.0,0.0,0.0,0.0,0.0,0.0,0.3194888178913738,0.0,0.0,0.0,3.5143769968051117,0.0,0.0,84.02555910543131,7.0287539936102235,0.0,0.0,0.0,0.3194888178913738,3.1948881789137378,0.0,0.0,0.3194888178913738,0.0,0.3194888178913738,0.0
17,0.0,0.0,0.0,0.3412969283276451,0.0,0.0,0.0,0.3412969283276451,34.8122866894198,0.0,0.3412969283276451,0.0,0.0,0.0,0.0,0.6825938566552902,0.0,3.4129692832764507,0.0,0.0,0.0,38.907849829351534,2.3890784982935154,18.771331058020476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,73.7864077669903,0.0,0.0,0.48543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3980582524271843,0.0,2.4271844660194173,0.0,0.0,0.0,15.53398058252427,3.8834951456310676,0.48543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,52.77777777777778,1.6666666666666667,0.0,0.0,20.0,0.0,6.666666666666667,2.2222222222222223,1.6666666666666667,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
2,2.5165562913907285,0.0,1.9867549668874174,0.0,0.0,0.0,0.13245033112582782,0.0,0.0,0.0,0.0,61.98675496688742,1.0596026490066226,3.708609271523179,10.331125827814569,0.0,0.0,0.0,0.5298013245033113,0.0,0.3973509933774834,0.0,0.0,0.0,0.0,0.0,9.403973509933774,7.9470198675496695,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
