leiden_0.05,Anterior Neural Ridge,Anterior Paraxial Mesoderm,Anterior Pre-placodal Region,Cement Gland Primordium,Ciliated Epidermal Progenitor,Early Neuron,Eye Primordium,Foregut Primordium,Goblet Cell,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Mesoderm,Lateral Mesoderm,Midgut Primordium,Neural Crest,Notochord,Notoplate,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pharyngeal Mesoderm,Posterior Paraxial Mesoderm,Posterior Pre-placodal Region,Pre-placodal Region,Pronephric Primordium,Unknown,Ventral Blood Island,Ventral Mesoderm
0,214,0,185,0,0,278,555,0,0,201,0,472,980,219,80,0,0,0,371,0,187,0,0,0,0,0,202,130,0,0,0,0
1,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,358,0,0,0,0,231,709,0,0,101,0,130,854
2,0,0,0,231,8,0,0,4,450,0,4,0,0,0,0,123,0,48,0,0,0,910,325,329,0,0,0,0,0,0,0,0
3,0,0,0,0,1,0,0,81,0,0,137,0,0,0,0,60,0,119,0,0,0,10,2,14,0,0,0,0,0,0,0,0
4,0,0,0,0,152,0,0,1,0,0,0,0,0,0,0,7,0,5,0,0,0,32,8,1,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
