leiden_0.8,Anterior Neural Crest,Anterior Neural Ridge,Anterior Paraxial Mesoderm,Anterior Pharyngeal Primordium,Anterior Pre-placodal Region,Basal Cells,Cement Gland Primordium,Ciliated Epidermal Progenitor,Early Neuron,Eye Primordium,Foregut Primordium,Goblet Cell,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Primordium,Lateral Mesoderm,Liver Primordium,Midgut Primordium,Neural Crest,Notochord,Notoplate,Other,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pancreatic Primordium,Pharyngeal Mesoderm,Pharyngeal Primordium,Posterior Neural Crest,Posterior Paraxial Mesoderm,Posterior Pre-placodal Region,Pre-chordal Plate Mesoderm,Pre-placodal Region,Pronephric Primordium,Unknown,Ventral Blood Island,Ventral Mesoderm
0,0.0,0.0,0.0,0.10706638115631692,0.0,0.0,0.6423982869379015,0.4282655246252677,0.0,0.0,0.4282655246252677,67.88008565310493,0.0,0.0,0.0,0.0,0.0,0.7494646680942184,0.0,0.0,0.21413276231263384,1.6059957173447537,0.0,0.0,0.0,0.0,24.411134903640257,0.0,2.7837259100642395,0.0,0.0,0.7494646680942184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,20.54973821989529,0.0,0.0,1.4397905759162304,0.2617801047120419,0.0,0.0,0.9162303664921465,52.22513089005235,0.0,0.0,0.3926701570680628,0.0,0.0,13.743455497382199,0.0,0.0,0.0,0.0,0.0,0.0,0.2617801047120419,0.0,9.424083769633508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3926701570680628,0.0,0.3926701570680628,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,4.157043879907621,0.0,0.0,0.23094688221709006,0.0,0.0,0.0,9.930715935334874,3.233256351039261,0.0,13.394919168591224,0.0,0.0,0.0,0.6928406466512702,7.852193995381063,0.0,5.542725173210162,22.863741339491916,0.0,0.0,0.0,0.9237875288683602,4.849884526558892,0.6928406466512702,2.3094688221709005,10.623556581986143,0.0,12.471131639722865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23094688221709006,0.0
11,0.0,0.0,15.75178997613365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.241050119331742,0.0,0.0,0.0,1.1933174224343674,0.0,0.0,0.0,0.0,0.0,0.0,1.9093078758949882,0.0,0.0,1.9093078758949882,0.0,0.23866348448687352,0.0,33.89021479713604,0.0,0.7159904534606205,23.15035799522673
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.507537688442211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5025125628140703,0.0,4.773869346733668,0.0,22.613065326633166,70.60301507537689
13,0.0,0.0,0.0,0.0,0.0,0.0,0.27472527472527475,0.0,0.0,0.0,0.5494505494505495,77.74725274725274,0.0,0.0,0.0,0.0,0.0,0.27472527472527475,0.27472527472527475,0.0,0.27472527472527475,1.9230769230769231,0.0,0.0,0.0,0.0,10.43956043956044,0.0,7.6923076923076925,0.27472527472527475,0.0,0.27472527472527475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,67.03601108033241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554016620498615,0.0,0.0,0.0,0.0,0.0,0.0,10.249307479224377,0.0,0.0,14.958448753462603,0.0,0.0,0.0,0.0,0.0,3.32409972299169,3.8781163434903045
15,0.0,0.4444444444444444,0.0,0.8888888888888888,0.0,0.0,45.33333333333333,0.0,0.0,0.0,0.0,5.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,0.0,0.0,0.0,0.0,8.0,0.8888888888888888,24.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,1.507537688442211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0100502512562812,0.0,0.0,0.0,5.025125628140704,0.0,0.0,0.0,80.40201005025126,6.532663316582915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.507537688442211,0.0,1.507537688442211,0.0,0.5025125628140703,0.0,0.0,1.0050251256281406
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.80446927374301,0.0,0.0,0.0,1.1173184357541899,0.0,0.0,0.0,0.0,0.0,0.5586592178770949,1.675977653631285,0.0,0.0,1.1173184357541899,0.0,0.0,0.0,0.5586592178770949,22.905027932960895,2.793296089385475,3.35195530726257,0.0,0.0,1.1173184357541899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
