leiden_1.0,Anterior Neural Crest,Anterior Neural Ridge,Anterior Paraxial Mesoderm,Anterior Pharyngeal Primordium,Anterior Pre-placodal Region,Basal Cells,Cement Gland Primordium,Ciliated Epidermal Progenitor,Early Neuron,Eye Primordium,Foregut Primordium,Goblet Cell,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Primordium,Lateral Mesoderm,Liver Primordium,Midgut Primordium,Neural Crest,Notochord,Notoplate,Other,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pancreatic Primordium,Pharyngeal Mesoderm,Pharyngeal Primordium,Posterior Neural Crest,Posterior Paraxial Mesoderm,Posterior Pre-placodal Region,Pre-chordal Plate Mesoderm,Pre-placodal Region,Pronephric Primordium,Unknown,Ventral Blood Island,Ventral Mesoderm
0,0.0,0.0,0.0,0.10706638115631692,0.0,0.0,0.6423982869379015,0.4282655246252677,0.0,0.0,0.4282655246252677,67.88008565310493,0.0,0.0,0.0,0.0,0.0,0.7494646680942184,0.0,0.0,0.21413276231263384,1.6059957173447537,0.0,0.0,0.0,0.0,24.411134903640257,0.0,2.7837259100642395,0.0,0.0,0.7494646680942184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,25.74750830564784,0.0,0.0,0.6644518272425249,0.16611295681063123,0.0,0.0,0.0,64.61794019933555,0.0,0.0,0.16611295681063123,0.0,0.0,7.308970099667775,0.16611295681063123,0.0,0.0,0.0,0.0,0.0,0.33222591362126247,0.0,0.16611295681063123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4983388704318937,0.0,0.16611295681063123,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.27472527472527475,0.0,0.0,0.0,0.5494505494505495,77.74725274725274,0.0,0.0,0.0,0.0,0.0,0.27472527472527475,0.27472527472527475,0.0,0.27472527472527475,1.9230769230769231,0.0,0.0,0.0,0.0,10.43956043956044,0.0,7.6923076923076925,0.27472527472527475,0.0,0.27472527472527475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,67.03601108033241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554016620498615,0.0,0.0,0.0,0.0,0.0,0.0,10.249307479224377,0.0,0.0,14.958448753462603,0.0,0.0,0.0,0.0,0.0,3.32409972299169,3.8781163434903045
12,0.0,0.0,18.994413407821227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.977653631284912,0.0,0.0,0.0,1.3966480446927374,0.0,0.0,0.0,0.0,0.0,0.0,2.2346368715083798,0.0,0.0,2.793296089385475,0.0,0.27932960893854747,0.0,27.09497206703911,0.0,0.8379888268156425,20.391061452513966
13,0.2949852507374631,1.4749262536873156,0.0,0.0,0.0,7.374631268436578,0.0,0.0,3.2448377581120944,0.0,0.0,0.0,5.3097345132743365,0.0,0.2949852507374631,49.26253687315634,8.849557522123893,0.0,0.0,0.0,0.0,0.0,4.129793510324483,0.0,16.519174041297934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4749262536873156,0.0,0.5899705014749262,0.0,1.1799410029498525,0.0,0.0,0.0,0.0
14,0.0,0.0,11.801242236024844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3105590062111801,0.0,0.0,0.0,1.2422360248447204,0.0,0.0,0.0,0.0,0.0,0.0,1.2422360248447204,0.0,0.0,80.12422360248446,0.0,0.0,0.0,0.0,0.0,1.2422360248447204,4.037267080745342
15,0.0,0.0,0.0,5.787781350482315,0.0,0.0,0.0,0.0,0.0,0.0,13.826366559485532,1.2861736334405145,0.0,16.720257234726688,0.0,0.0,0.0,0.964630225080386,1.2861736334405145,0.0,7.395498392282958,18.971061093247588,0.0,0.0,0.0,0.0,0.6430868167202572,0.0,0.964630225080386,14.790996784565916,0.0,17.041800643086816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215434083601286,0.0
16,0.0,5.704697986577181,0.0,0.0,0.6711409395973155,0.6711409395973155,0.0,0.0,4.026845637583892,0.6711409395973155,0.0,0.0,0.6711409395973155,0.0,1.342281879194631,77.18120805369128,3.3557046979865772,0.0,0.0,0.0,0.0,0.0,0.33557046979865773,0.0,4.697986577181208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33557046979865773,0.0,0.0,0.33557046979865773,0.0
17,0.0,0.4444444444444444,0.0,0.8888888888888888,0.0,0.0,45.33333333333333,0.0,0.0,0.0,0.0,5.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,0.0,0.0,0.0,0.0,8.0,0.8888888888888888,24.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,1.507537688442211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0100502512562812,0.0,0.0,0.0,5.025125628140704,0.0,0.0,0.0,80.40201005025126,6.532663316582915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.507537688442211,0.0,1.507537688442211,0.0,0.5025125628140703,0.0,0.0,1.0050251256281406
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.80446927374301,0.0,0.0,0.0,1.1173184357541899,0.0,0.0,0.0,0.0,0.0,0.5586592178770949,1.675977653631285,0.0,0.0,1.1173184357541899,0.0,0.0,0.0,0.5586592178770949,22.905027932960895,2.793296089385475,3.35195530726257,0.0,0.0,1.1173184357541899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3629764065335753,0.0,0.0,0.0,0.3629764065335753,0.0,0.0,0.0,0.0,0.0,0.0,22.686025408348456,0.0,0.0,0.0,0.0,9.800362976406534,0.0,9.800362976406534,0.0,2.1778584392014517,54.80943738656987
20,0.7246376811594203,23.91304347826087,0.0,0.0,1.4492753623188406,0.0,0.0,0.0,0.0,37.68115942028986,0.0,0.0,12.318840579710146,0.0,0.0,16.666666666666664,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7246376811594203,0.0,0.0,0.0,0.0
