leiden_0.2,Anterior Neural Crest,Anterior Neural Ridge,Anterior Paraxial Mesoderm,Anterior Pharyngeal Primordium,Anterior Pre-placodal Region,Basal Cells,Cement Gland Primordium,Ciliated Epidermal Progenitor,Early Neuron,Eye Primordium,Foregut Primordium,Goblet Cell,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Primordium,Lateral Mesoderm,Liver Primordium,Midgut Primordium,Neural Crest,Notochord,Notoplate,Other,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pancreatic Primordium,Pharyngeal Mesoderm,Pharyngeal Primordium,Posterior Neural Crest,Posterior Paraxial Mesoderm,Posterior Pre-placodal Region,Pre-chordal Plate Mesoderm,Pre-placodal Region,Pronephric Primordium,Unknown,Ventral Blood Island,Ventral Mesoderm
0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,14,0,0,0,0,0,0,133,0,0,10,0,57,0,173,0,106,661
1,0,0,0,1,0,0,7,4,0,0,6,918,0,0,0,0,0,8,1,0,3,22,0,0,0,0,267,0,55,1,0,8,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,116,0,0,0,2,0,0,0,0,0,1,3,0,0,2,0,0,0,1,41,5,6,0,0,2,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,192,0,0,15,3,0,0,43,456,0,0,172,0,0,202,10,0,0,0,0,0,2,0,85,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0
3,0,9,0,0,2,27,0,0,243,3,0,0,32,0,1,687,16,0,0,0,0,0,9,0,87,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0
4,1,226,0,0,109,95,0,0,45,0,0,0,0,0,291,6,27,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,217,0,99,0,0,0,0
5,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,13,0,0,0,0,0,0,45,0,0,550,0,4,0,0,0,25,45
6,115,8,0,0,2,0,0,0,21,0,0,0,1,0,0,24,35,0,0,0,0,0,239,0,2,0,0,0,0,0,0,0,100,0,2,0,4,0,0,0,0
7,0,0,0,18,0,0,1,0,0,0,43,14,0,58,0,0,0,3,34,0,24,99,0,0,0,4,21,3,10,46,0,54,0,0,0,0,0,0,0,0,0
8,0,0,0,2,0,0,102,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,17,2,53,0,0,25,0,0,0,0,0,0,0,0,0
9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,159,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,2
