leiden_0.3,Anterior Neural Crest,Anterior Neural Ridge,Anterior Paraxial Mesoderm,Anterior Pharyngeal Primordium,Anterior Pre-placodal Region,Basal Cells,Cement Gland Primordium,Ciliated Epidermal Progenitor,Early Neuron,Eye Primordium,Foregut Primordium,Goblet Cell,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Primordium,Lateral Mesoderm,Liver Primordium,Midgut Primordium,Neural Crest,Notochord,Notoplate,Other,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pancreatic Primordium,Pharyngeal Mesoderm,Pharyngeal Primordium,Posterior Neural Crest,Posterior Paraxial Mesoderm,Posterior Pre-placodal Region,Pre-chordal Plate Mesoderm,Pre-placodal Region,Pronephric Primordium,Unknown,Ventral Blood Island,Ventral Mesoderm
0,0.0,0.0,5.198776758409786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8807339449541285,0.0,0.0,0.0,1.0703363914373087,0.0,0.0,0.0,0.0,0.0,0.0,10.168195718654435,0.0,0.0,0.6116207951070336,0.0,4.3577981651376145,0.0,13.226299694189603,0.0,7.951070336391437,50.53516819571865
1,0.0,0.0,0.0,0.07686395080707148,0.0,0.0,0.5380476556495004,0.3074558032282859,0.0,0.0,0.4611837048424289,70.56110684089163,0.0,0.0,0.0,0.0,0.0,0.6149116064565718,0.07686395080707148,0.0,0.23059185242121444,1.6910069177555727,0.0,0.0,0.0,0.0,20.522674865488085,0.0,4.227517294388932,0.07686395080707148,0.0,0.6149116064565718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.80446927374301,0.0,0.0,0.0,1.1173184357541899,0.0,0.0,0.0,0.0,0.0,0.5586592178770949,1.675977653631285,0.0,0.0,1.1173184357541899,0.0,0.0,0.0,0.5586592178770949,22.905027932960895,2.793296089385475,3.35195530726257,0.0,0.0,1.1173184357541899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.36170212765957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2,0.08695652173913043,16.695652173913047,0.0,0.0,1.3043478260869565,0.26086956521739135,0.0,0.0,1.2173913043478262,39.65217391304348,0.0,0.0,13.826086956521738,0.0,0.0,17.130434782608695,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,7.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.9565217391304347,0.0,0.0,0.0,0.0
3,0.08873114463176575,19.964507542147295,0.0,0.0,9.671694764862467,8.429458740017747,0.0,0.0,3.9929015084294592,0.0,0.0,0.0,0.0,0.0,25.820763087843833,0.5323868677905945,2.3957409050576755,0.0,0.0,0.0,0.0,0.0,0.5323868677905945,0.0,0.5323868677905945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25465838509317,0.0,8.78438331854481,0.0,0.0,0.0,0.0
4,0.0,0.0,26.563916591115138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.423390752493201,0.0,0.0,0.0,1.087941976427924,0.0,0.0,0.0,0.0,0.0,0.0,4.0797824116047146,0.0,0.0,50.045330915684495,0.0,0.3626473254759746,0.0,0.0,0.0,2.357207615593835,4.0797824116047146
5,0.0,0.6952491309385863,0.0,0.0,0.2317497103128621,0.2317497103128621,0.0,0.0,30.938586326767094,0.34762456546929316,0.0,0.0,3.2444959443800694,0.0,0.0,59.67555040556199,0.9269988412514484,0.0,0.0,0.0,0.0,0.0,0.11587485515643105,0.0,2.085747392815759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5063731170336037,0.0,0.0,0.0,0.0
6,21.119133574007222,1.444043321299639,0.0,0.0,0.36101083032490977,0.0,0.0,0.0,3.068592057761733,0.0,0.0,0.0,0.18050541516245489,0.0,0.0,4.512635379061372,6.4981949458483745,0.0,0.0,0.0,0.0,0.0,43.32129963898917,0.0,0.36101083032490977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.050541516245488,0.0,0.36101083032490977,0.0,0.7220216606498195,0.0,0.0,0.0,0.0
7,0.0,0.5976095617529881,0.5976095617529881,0.0,0.0,4.9800796812749,0.0,0.0,1.7928286852589643,0.0,0.0,0.0,3.386454183266932,0.0,0.199203187250996,35.0597609561753,1.394422310756972,0.0,0.0,1.9920318725099602,0.0,0.0,1.394422310756972,31.872509960159363,13.745019920318724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5976095617529881,0.398406374501992,0.5976095617529881,0.796812749003984,0.199203187250996,0.0,0.0,0.398406374501992
8,0.0,0.0,0.0,4.157043879907621,0.0,0.0,0.23094688221709006,0.0,0.0,0.0,9.930715935334874,3.233256351039261,0.0,13.394919168591224,0.0,0.0,0.0,0.6928406466512702,7.852193995381063,0.0,5.542725173210162,22.863741339491916,0.0,0.0,0.0,0.9237875288683602,4.849884526558892,0.6928406466512702,2.3094688221709005,10.623556581986143,0.0,12.471131639722865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23094688221709006,0.0
9,0.0,0.45045045045045046,0.0,0.9009009009009009,0.0,0.0,45.94594594594595,0.0,0.0,0.0,0.0,5.405405405405405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6036036036036037,0.0,0.0,0.0,0.0,7.657657657657657,0.9009009009009009,23.873873873873876,0.0,0.0,11.26126126126126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
