,bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_well,bc2_well,bc3_well,bc1_wind,bc2_wind,bc3_wind,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,total_counts_ribo,log1p_total_counts_ribo,pct_counts_ribo,doublet_scores,predicted_doublets,doublet_info,n_counts,leiden_1.0,leiden_0.05,leiden_0.15,leiden_0.2,leiden_0.8,leiden_1.2,leiden_10.0,region_annotation
18,07_01_19__s1,MO_st11.25,xenopus,3530,15564,33424,A7,A1,B7,7,1,19,3530,3530,8.169336395928386,15564.0,9.652781,2.0,1.0986123,0.012850167,88.0,4.4886365,0.56540734,0.19298245614035084,False,False,15564.0,1,0,1,1,2,6,59,Dorsal Inner Mesoderm
26,07_01_27__s1,MO_st11.25,xenopus,1401,2758,5813,A7,A1,C3,7,1,27,1401,1401,7.2456550675945355,2758.0,7.9226236,0.0,0.0,0.0,33.0,3.5263605,1.1965191,0.03364352183249821,False,False,2758.0,7,1,1,1,1,17,4,Ventral Inner Endoderm
34,07_01_35__s1,MO_st11.25,xenopus,2518,9136,19001,A7,A1,C11,7,1,35,2518,2518,7.831617276352611,9136.0,9.120088,1.0,0.6931472,0.010945709,50.0,3.9318256,0.5472855,0.07889125799573561,False,False,9136.0,12,1,3,3,10,13,14,Outer Epidermis
60,07_01_61__s1,MO_st11.25,xenopus,2618,8176,17165,A7,A1,F1,7,1,61,2618,2618,7.870547844507712,8176.0,9.009081,2.0,1.0986123,0.02446184,51.0,3.9512436,0.6237769,0.12133891213389121,False,False,8176.0,0,0,0,0,0,1,24,Neural Plate Border
87,07_01_88__s1,MO_st11.25,xenopus,2753,9066,19578,A7,A1,H4,7,1,88,2753,2753,7.9208096792886,9066.0,9.112397,5.0,1.7917595,0.055151112,45.0,3.8286414,0.49636,0.11318242343541943,False,False,9066.0,0,0,0,0,0,1,74,Neural Plate Border
96,07_02_01__s1,MO_st11.25,xenopus,2253,7089,15305,A7,A2,A1,7,2,1,2253,2253,7.720461694599722,7089.0,8.866441,1.0,0.6931472,0.014106362,42.0,3.7612002,0.5924672,0.02935153583617747,False,False,7089.0,6,1,1,1,1,10,19,Ventral Inner Endoderm
102,07_02_07__s1,MO_st11.25,xenopus,2125,5841,12620,A7,A2,A7,7,2,7,2125,2125,7.661997558901893,5841.0,8.672829,6.0,1.9459101,0.10272213,13.0,2.6390574,0.22256462,0.021861336664584632,False,False,5841.0,2,0,0,0,4,2,11,Neural Plate Border
132,07_02_37__s1,MO_st11.25,xenopus,2339,7518,16061,A7,A2,D1,7,2,37,2339,2339,7.757906208351747,7518.0,8.925188,0.0,0.0,0.0,48.0,3.8918202,0.63846767,0.04225352112676056,False,False,7518.0,7,1,1,1,1,9,40,Dorsal Inner Endoderm
137,07_02_42__s1,MO_st11.25,xenopus,2710,8961,19115,A7,A2,D6,7,2,42,2710,2710,7.905072849498666,8961.0,9.100749,0.0,0.0,0.0,51.0,3.9512436,0.5691329,0.034782608695652174,False,False,8961.0,0,0,0,0,8,5,20,Neural Plate Border
199,07_03_08__s1,MO_st11.25,xenopus,1377,2918,6092,A7,A3,A8,7,3,8,1377,1377,7.228388451573604,2918.0,7.9789963,0.0,0.0,0.0,16.0,2.8332133,0.5483208,0.01779359430604982,False,False,2918.0,11,2,2,2,5,7,66,Outer Neuroectoderm
203,07_03_12__s1,MO_st11.25,xenopus,1644,2978,6423,A7,A3,A12,7,3,12,1644,1644,7.405495663199472,2978.0,7.999343,1.0,0.6931472,0.033579584,36.0,3.6109178,1.208865,0.015544041450777204,False,False,2978.0,8,0,0,0,4,2,10,Inner Neuroectoderm
209,07_03_18__s1,MO_st11.25,xenopus,1560,2729,5792,A7,A3,B6,7,3,18,1560,1560,7.353081920515432,2729.0,7.912057,16.0,2.8332133,0.58629537,20.0,3.0445225,0.7328692,0.04793388429752066,False,False,2729.0,8,0,0,0,4,2,10,Inner Epidermis
237,07_03_46__s1,MO_st11.25,xenopus,1742,3962,8510,A7,A3,D10,7,3,46,1742,1742,7.463363045520021,3962.0,8.284757,1.0,0.6931472,0.025239779,16.0,2.8332133,0.40383646,0.035950110051357294,False,False,3962.0,9,0,0,0,8,5,16,Neural Plate Border
279,07_03_88__s1,MO_st11.25,xenopus,1406,2849,6241,A7,A3,H4,7,3,88,1406,1406,7.249215057114389,2849.0,7.9550743,1.0,0.6931472,0.035100035,11.0,2.4849067,0.38610038,0.06744868035190614,False,False,2849.0,10,1,4,4,9,12,70,Unidentified Cluster
283,07_03_92__s1,MO_st11.25,xenopus,1015,1698,3581,A7,A3,H8,7,3,92,1015,1015,6.923628628138427,1698.0,7.437795,0.0,0.0,0.0,10.0,2.3978953,0.58892816,0.07889125799573561,False,False,1698.0,1,0,1,1,2,4,72,Dorsal Inner Mesoderm
284,07_03_93__s1,MO_st11.25,xenopus,1727,3909,8337,A7,A3,H9,7,3,93,1727,1727,7.454719949364001,3909.0,8.271293,1.0,0.6931472,0.025581991,8.0,2.1972246,0.20465593,0.04225352112676056,False,False,3909.0,4,2,2,2,3,0,5,Cement Gland Primordium
286,07_03_95__s1,MO_st11.25,xenopus,2059,5022,10798,A7,A3,H11,7,3,95,2059,2059,7.630461261783627,5022.0,8.521783,1.0,0.6931472,0.019912384,32.0,3.4965076,0.6371963,0.04225352112676056,False,False,5022.0,6,1,1,1,1,10,27,Ventral Inner Mesoderm
299,07_04_12__s1,MO_st11.25,xenopus,2124,5984,12662,A7,A4,A12,7,4,12,2124,2124,7.661527081358517,5984.0,8.697012,1.0,0.6931472,0.01671123,30.0,3.4339871,0.50133693,0.12571428571428572,False,False,5984.0,10,1,4,4,9,12,2,Unidentified Cluster
309,07_04_22__s1,MO_st11.25,xenopus,2133,5726,12132,A7,A4,B10,7,4,22,2133,2133,7.665753431861699,5726.0,8.652947,2.0,1.0986123,0.034928396,40.0,3.713572,0.6985679,0.06958250497017893,False,False,5726.0,5,2,2,2,3,11,8,Outer Neuroectoderm
369,07_04_82__s1,MO_st11.25,xenopus,2327,7357,16025,A7,A4,G10,7,4,82,2327,2327,7.752764808851328,7357.0,8.903543,2.0,1.0986123,0.027184995,38.0,3.6635616,0.5165149,0.054290718038528904,False,False,7357.0,7,1,1,1,1,9,46,Dorsal Inner Endoderm
372,07_04_85__s1,MO_st11.25,xenopus,2510,7379,16023,A7,A4,H1,7,4,85,2510,2510,7.828436359157585,7379.0,8.906528,2.0,1.0986123,0.027103944,37.0,3.637586,0.50142294,0.06145251396648045,False,False,7379.0,0,0,0,0,0,1,34,Inner Epidermis
379,07_04_92__s1,MO_st11.25,xenopus,2412,8194,17535,A7,A4,H8,7,4,92,2412,2412,7.7886260656250315,8194.0,9.011279,0.0,0.0,0.0,39.0,3.6888795,0.47595805,0.034782608695652174,False,False,8194.0,3,1,1,1,6,10,21,Ventral Inner Mesoderm
385,07_05_02__s1,MO_st11.25,xenopus,2008,4994,10468,A7,A5,A2,7,5,2,2008,2008,7.605392364814935,4994.0,8.516192,1.0,0.6931472,0.02002403,20.0,3.0445225,0.40048057,0.026385224274406333,False,False,4994.0,2,0,0,0,2,8,68,Neural Plate Border
397,07_05_14__s1,MO_st11.25,xenopus,2572,7984,16999,A7,A5,B2,7,5,14,2572,2572,7.8528278122817445,7984.0,8.98532,1.0,0.6931472,0.01252505,45.0,3.8286414,0.56362724,0.03144654088050315,False,False,7984.0,9,0,0,0,8,5,16,Inner Neuroectoderm
433,07_05_50__s1,MO_st11.25,xenopus,2344,6580,14271,A7,A5,E2,7,5,50,2344,2344,7.76004068088038,6580.0,8.791942,4.0,1.609438,0.06079027,26.0,3.295837,0.3951368,0.06338694418164618,False,False,6580.0,0,0,0,0,0,3,56,Neural Plate Border
443,07_05_60__s1,MO_st11.25,xenopus,2284,8235,17299,A7,A5,E12,7,5,60,2284,2284,7.734121303328305,8235.0,9.01627,0.0,0.0,0.0,39.0,3.6888795,0.47358835,0.10224438902743141,False,False,8235.0,10,1,4,4,9,12,44,Unidentified Cluster
446,07_05_63__s1,MO_st11.25,xenopus,2420,7266,15345,A7,A5,F3,7,5,63,2420,2420,7.791935956938058,7266.0,8.891099,2.0,1.0986123,0.02752546,41.0,3.7376697,0.5642719,0.040926640926640924,False,False,7266.0,0,0,0,0,0,3,35,Neural Plate Border
450,07_05_67__s1,MO_st11.25,xenopus,2606,8858,18540,A7,A5,F7,7,5,67,2606,2606,7.865955413933502,8858.0,9.08919,6.0,1.9459101,0.06773538,56.0,4.0430512,0.6321969,0.045016077170418,False,False,8858.0,7,1,1,1,1,9,40,Dorsal Inner Endoderm
467,07_05_84__s1,MO_st11.25,xenopus,2549,8745,18892,A7,A5,G12,7,5,84,2549,2549,7.843848638152472,8745.0,9.076352,0.0,0.0,0.0,24.0,3.218876,0.27444252,0.034782608695652174,False,False,8745.0,5,2,2,2,5,11,7,Outer Neuroectoderm
491,07_06_12__s1,MO_st11.25,xenopus,2347,6772,14767,A7,A6,A12,7,6,12,2347,2347,7.761319180947987,6772.0,8.8207,3.0,1.3862944,0.044300057,33.0,3.5263605,0.48730066,0.05957836846929423,False,False,6772.0,9,0,0,0,8,5,38,Neural Plate Border
535,07_06_56__s1,MO_st11.25,xenopus,2478,8438,18333,A7,A6,E8,7,6,56,2478,2478,7.8156105320351905,8438.0,9.040619,4.0,1.609438,0.0474046,32.0,3.4965076,0.3792368,0.039634146341463415,False,False,8438.0,0,0,0,0,0,3,22,Neural Plate Border
542,07_06_63__s1,MO_st11.25,xenopus,2400,7772,16905,A7,A6,F3,7,6,63,2400,2400,7.783640596221253,7772.0,8.958411,0.0,0.0,0.0,41.0,3.7376697,0.5275347,0.03144654088050315,False,False,7772.0,4,2,2,2,3,0,5,Outer Neuroectoderm
543,07_06_64__s1,MO_st11.25,xenopus,2403,7899,16962,A7,A6,F4,7,6,64,2403,2403,7.784889295655098,7899.0,8.974618,1.0,0.6931472,0.01265983,31.0,3.465736,0.3924547,0.03038674033149172,False,False,7899.0,3,1,1,1,6,4,61,Dorsal Inner Mesoderm
553,07_06_74__s1,MO_st11.25,xenopus,2068,5279,11518,A7,A6,G2,7,6,74,2068,2068,7.634820677745543,5279.0,8.571681,1.0,0.6931472,0.018942982,35.0,3.583519,0.66300434,0.022727272727272728,False,False,5279.0,2,0,0,0,4,2,76,Neural Plate Border
562,07_06_83__s1,MO_st11.25,xenopus,2295,6594,14213,A7,A6,G11,7,6,83,2295,2295,7.738923757439457,6594.0,8.794067,0.0,0.0,0.0,36.0,3.6109178,0.5459509,0.08407079646017698,False,False,6594.0,3,0,1,1,6,4,51,Dorsal Inner Mesoderm
611,07_07_36__s1,MO_st11.25,xenopus,2128,6007,13007,A7,A7,C12,7,7,36,2128,2128,7.663407664893479,6007.0,8.700848,0.0,0.0,0.0,42.0,3.7612002,0.6991843,0.04361617763679619,False,False,6007.0,2,0,0,0,2,8,48,Neural Plate Border
619,07_07_44__s1,MO_st11.25,xenopus,2602,8522,18267,A7,A7,D8,7,7,44,2602,2602,7.864419904994565,8522.0,9.050524,1.0,0.6931472,0.011734335,60.0,4.1108737,0.7040601,0.10224438902743141,False,False,8522.0,1,0,0,0,2,6,12,Neural Plate Border
620,07_07_45__s1,MO_st11.25,xenopus,2071,5928,12904,A7,A7,D9,7,7,45,2071,2071,7.6362696033793735,5928.0,8.687611,0.0,0.0,0.0,39.0,3.6888795,0.65789473,0.039634146341463415,False,False,5928.0,3,1,1,1,6,4,61,Dorsal Inner Mesoderm
629,07_07_54__s1,MO_st11.25,xenopus,2233,6335,13576,A7,A7,E6,7,7,54,2233,2233,7.711548979629146,6335.0,8.754003,0.0,0.0,0.0,38.0,3.6635616,0.59984213,0.07178968655207278,False,False,6335.0,0,0,0,0,0,3,35,Inner Neuroectoderm
639,07_07_64__s1,MO_st11.25,xenopus,2463,7339,15607,A7,A7,F4,7,7,64,2463,2463,7.80954132465341,7339.0,8.901094,3.0,1.3862944,0.040877502,39.0,3.6888795,0.53140754,0.08143322475570033,False,False,7339.0,14,1,3,3,7,15,15,Ventral Outer Mesoderm
649,07_07_74__s1,MO_st11.25,xenopus,2342,7008,14958,A7,A7,G2,7,7,74,2342,2342,7.759187438507795,7008.0,8.85495,1.0,0.6931472,0.014269406,41.0,3.7376697,0.5850457,0.022727272727272728,False,False,7008.0,0,0,0,0,0,1,22,Inner Epidermis
659,07_07_84__s1,MO_st11.25,xenopus,2961,10661,23350,A7,A7,G12,7,7,84,2961,2961,7.993619994827744,10661.0,9.274442,3.0,1.3862944,0.028139949,66.0,4.204693,0.6190789,0.04793388429752066,False,False,10661.0,0,0,0,0,0,3,26,Neural Plate Border
692,07_08_21__s1,MO_st11.25,xenopus,2179,6323,13404,A7,A8,B9,7,8,21,2179,2179,7.687080155783135,6323.0,8.752108,1.0,0.6931472,0.015815277,42.0,3.7612002,0.6642417,0.020183486238532115,False,False,6323.0,3,1,1,1,6,10,21,Ventral Inner Mesoderm
710,07_08_39__s1,MO_st11.25,xenopus,1597,3086,6514,A7,A8,D3,7,8,39,1597,1597,7.37650812632622,3086.0,8.034955,1.0,0.6931472,0.032404404,29.0,3.4011974,0.9397278,0.025440313111545994,False,False,3086.0,8,0,0,0,4,2,37,Inner Neuroectoderm
713,07_08_42__s1,MO_st11.25,xenopus,2305,6564,13904,A7,A8,D6,7,8,42,2305,2305,7.743269700829004,6564.0,8.789508,1.0,0.6931472,0.015234613,20.0,3.0445225,0.30469227,0.045016077170418,False,False,6564.0,4,2,2,2,3,0,6,Outer Epidermis
716,07_08_45__s1,MO_st11.25,xenopus,2379,7032,15091,A7,A8,D9,7,8,45,2379,2379,7.77485576666552,7032.0,8.858369,0.0,0.0,0.0,27.0,3.3322046,0.38395903,0.038374717832957116,False,False,7032.0,0,0,0,0,0,1,31,Inner Neuroectoderm
745,07_08_74__s1,MO_st11.25,xenopus,1880,4283,9346,A7,A8,G2,7,8,74,1880,1880,7.53955882930103,4283.0,8.362642,3.0,1.3862944,0.07004436,12.0,2.5649493,0.28017744,0.03364352183249821,False,False,4283.0,4,2,2,2,3,0,5,Outer Epidermis
748,07_08_77__s1,MO_st11.25,xenopus,2060,5227,11055,A7,A8,G5,7,8,77,2060,2060,7.630946580890459,5227.0,8.561784,0.0,0.0,0.0,20.0,3.0445225,0.38262868,0.10224438902743141,False,False,5227.0,0,0,0,0,0,3,35,Neural Plate Border
809,07_09_42__s1,MO_st11.25,xenopus,1421,2240,4716,A7,A9,D6,7,9,42,1421,1421,7.259819610363186,2240.0,7.7146773,21.0,3.0910425,0.93750006,29.0,3.4011974,1.2946429,0.023611997447351627,False,False,2240.0,8,0,0,0,4,2,10,Inner Epidermis
837,07_09_70__s1,MO_st11.25,xenopus,1989,5088,11223,A7,A9,F10,7,9,70,1989,1989,7.595889917718538,5088.0,8.534837,2.0,1.0986123,0.039308175,19.0,2.9957323,0.37342766,0.038374717832957116,False,False,5088.0,2,0,0,0,2,8,55,Neural Plate Border
870,07_10_07__s1,MO_st11.25,xenopus,1662,3560,7671,A7,A10,A7,7,10,7,1662,1662,7.416378479192928,3560.0,8.177796,2.0,1.0986123,0.056179777,24.0,3.218876,0.6741573,0.04793388429752066,False,False,3560.0,1,0,1,0,2,6,36,Ventral Inner Mesoderm
913,07_10_50__s1,MO_st11.25,xenopus,2107,6566,14427,A7,A10,E2,7,10,50,2107,2107,7.653494909661253,6566.0,8.789812,0.0,0.0,0.0,22.0,3.1354942,0.3350594,0.04361617763679619,False,False,6566.0,7,1,1,1,1,16,52,Dorsal Inner Mesoderm
937,07_10_74__s1,MO_st11.25,xenopus,2056,5309,11218,A7,A10,G2,7,10,74,2056,2056,7.6290038896529575,5309.0,8.577347,1.0,0.6931472,0.01883594,27.0,3.3322046,0.5085704,0.07889125799573561,False,False,5309.0,0,0,0,0,0,3,75,Inner Neuroectoderm
970,07_11_11__s1,MO_st11.25,xenopus,1744,3999,8492,A7,A11,A11,7,11,11,1744,1744,7.4645098346365275,3999.0,8.294049,2.0,1.0986123,0.050012507,17.0,2.8903718,0.4251063,0.035950110051357294,False,False,3999.0,5,2,2,2,5,11,45,Outer Neuroectoderm
972,07_11_13__s1,MO_st11.25,xenopus,1935,5297,11063,A7,A11,B1,7,11,13,1935,1935,7.568379267836522,5297.0,8.575085,0.0,0.0,0.0,33.0,3.5263605,0.6229941,0.01937046004842615,False,False,5297.0,6,1,1,1,6,10,27,Ventral Inner Mesoderm
989,07_11_30__s1,MO_st11.25,xenopus,1981,5012,10640,A7,A11,C6,7,11,30,1981,1981,7.591861714889934,5012.0,8.51979,1.0,0.6931472,0.019952115,19.0,2.9957323,0.37909016,0.03253182461103253,False,False,5012.0,2,0,0,0,0,3,76,Neural Plate Border
1013,07_11_54__s1,MO_st11.25,xenopus,1981,4817,10078,A7,A11,E6,7,11,54,1981,1981,7.591861714889934,4817.0,8.480114,0.0,0.0,0.0,21.0,3.0910425,0.435956,0.09261430246189921,False,False,4817.0,12,1,3,3,10,13,25,Ventral Outer Mesoderm
1037,07_11_78__s1,MO_st11.25,xenopus,2200,6064,12629,A7,A11,G6,7,11,78,2200,2200,7.696667081526462,6064.0,8.71029,1.0,0.6931472,0.016490765,35.0,3.583519,0.5771768,0.056,False,False,6064.0,0,0,0,0,0,1,22,Inner Epidermis
1042,07_11_83__s1,MO_st11.25,xenopus,1521,2532,5269,A7,A11,G11,7,11,83,1521,1521,7.3277805384216315,2532.0,7.8371596,12.0,2.5649493,0.47393367,37.0,3.637586,1.4612954,0.014823261117445837,False,False,2532.0,8,0,0,0,4,2,10,Inner Neuroectoderm
1067,07_12_12__s1,MO_st11.25,xenopus,1754,4269,8990,A7,A12,A12,7,12,12,1754,1754,7.470224135899966,4269.0,8.359369,0.0,0.0,0.0,15.0,2.7725887,0.35137033,0.06958250497017893,False,False,4269.0,10,1,4,4,9,12,44,Unidentified Cluster
1093,07_12_38__s1,MO_st11.25,xenopus,1610,3558,7555,A7,A12,D2,7,12,38,1610,1610,7.384610383176974,3558.0,8.177235,4.0,1.609438,0.112422705,21.0,3.0910425,0.5902192,0.022727272727272728,False,False,3558.0,11,2,2,2,5,7,0,Outer Neuroectoderm
1095,07_12_40__s1,MO_st11.25,xenopus,2576,7523,15910,A7,A12,D4,7,12,40,2576,2576,7.854381210652365,7523.0,8.925853,6.0,1.9459101,0.07975542,31.0,3.465736,0.41206962,0.06744868035190614,False,False,7523.0,9,0,0,0,8,5,38,Inner Neuroectoderm
1131,07_12_76__s1,MO_st11.25,xenopus,2258,6314,13199,A7,A12,G4,7,12,76,2258,2258,7.7226775164680035,6314.0,8.750683,2.0,1.0986123,0.031675644,34.0,3.5553482,0.53848594,0.04793388429752066,False,False,6314.0,3,1,1,1,6,4,51,Dorsal Inner Mesoderm
1162,07_13_11__s1,MO_st11.25,xenopus,1639,3223,6790,A7,B1,A11,7,13,11,1639,1639,7.402451520818244,3223.0,8.078378,1.0,0.6931472,0.031026995,43.0,3.7841897,1.3341608,0.024516129032258062,False,False,3223.0,8,0,1,1,4,4,63,Dorsal Inner Mesoderm
1168,07_13_17__s1,MO_st11.25,xenopus,2992,11068,23011,A7,B1,B5,7,13,17,2992,2992,8.0040315078527,11068.0,9.311904,2.0,1.0986123,0.018070111,62.0,4.1431346,0.5601735,0.010775862068965516,False,False,11068.0,0,0,0,0,0,1,33,Inner Epidermis
1199,07_13_48__s1,MO_st11.25,xenopus,2456,7659,16373,A7,B1,D12,7,13,48,2456,2456,7.806696372521179,7659.0,8.943768,0.0,0.0,0.0,47.0,3.871201,0.6136572,0.022727272727272728,False,False,7659.0,9,0,0,0,8,5,30,Inner Neuroectoderm
1231,07_13_80__s1,MO_st11.25,xenopus,2028,5105,10741,A7,B1,G8,7,13,80,2028,2028,7.615298339825815,5105.0,8.538172,0.0,0.0,0.0,37.0,3.637586,0.7247796,0.020183486238532115,False,False,5105.0,11,2,2,2,5,7,17,Outer Neuroectoderm
1236,07_13_85__s1,MO_st11.25,xenopus,2367,7416,15708,A7,B1,H1,7,13,85,2367,2367,7.769800996003896,7416.0,8.91153,0.0,0.0,0.0,42.0,3.7612002,0.566343,0.035950110051357294,False,False,7416.0,5,2,2,2,5,11,7,Outer Neuroectoderm
1274,07_14_27__s1,MO_st11.25,xenopus,2732,9718,20508,A7,B2,C3,7,14,27,2732,2732,7.913155185928068,9718.0,9.181838,1.0,0.6931472,0.010290183,34.0,3.5553482,0.3498662,0.017028772753963594,False,False,9718.0,0,0,0,0,8,5,20,Neural Plate Border
1286,07_14_39__s1,MO_st11.25,xenopus,2861,11694,24933,A7,B2,D3,7,14,39,2861,2861,7.959275960116396,11694.0,9.366917,0.0,0.0,0.0,65.0,4.189655,0.5558406,0.03253182461103253,False,False,11694.0,3,1,1,1,6,10,21,Ventral Inner Mesoderm
1318,07_14_71__s1,MO_st11.25,xenopus,1919,4278,8844,A7,B2,F11,7,14,71,1919,1919,7.560080465021827,4278.0,8.361475,1.0,0.6931472,0.023375409,28.0,3.3672957,0.65451145,0.0510204081632653,False,False,4278.0,8,0,0,0,4,2,63,Neural Plate Border
1348,07_15_05__s1,MO_st11.25,xenopus,2521,8076,17072,A7,B3,A5,7,15,5,2521,2521,7.8328075165248645,8076.0,8.996776,5.0,1.7917595,0.06191184,44.0,3.8066626,0.5448242,0.01411631846414455,False,False,8076.0,4,2,2,2,3,0,1,Outer Epidermis
1406,07_15_63__s1,MO_st11.25,xenopus,1892,4811,10154,A7,B3,F3,7,15,63,1892,1892,7.545918151209323,4811.0,8.4788685,0.0,0.0,0.0,36.0,3.6109178,0.7482852,0.12571428571428572,False,False,4811.0,0,0,0,0,0,3,50,Neural Plate Border
1409,07_15_66__s1,MO_st11.25,xenopus,2693,8793,18827,A7,B3,F6,7,15,66,2693,2693,7.898782356970309,8793.0,9.081825,1.0,0.6931472,0.011372683,50.0,3.9318256,0.56863415,0.03364352183249821,False,False,8793.0,5,2,2,2,3,0,6,Outer Neuroectoderm
1417,07_15_74__s1,MO_st11.25,xenopus,2522,8931,19564,A7,B3,G2,7,15,74,2522,2522,7.833203948641057,8931.0,9.097396,1.0,0.6931472,0.011196954,43.0,3.7841897,0.48146904,0.03038674033149172,False,False,8931.0,6,1,1,1,6,10,27,Ventral Inner Mesoderm
1418,07_15_75__s1,MO_st11.25,xenopus,2427,7525,15983,A7,B3,G3,7,15,75,2427,2427,7.794823152179389,7525.0,8.926119,0.0,0.0,0.0,39.0,3.6888795,0.51827246,0.07643979057591624,False,False,7525.0,1,0,1,0,2,6,29,Dorsal Inner Mesoderm
1434,07_15_91__s1,MO_st11.25,xenopus,2333,6818,14996,A7,B3,H7,7,15,91,2333,2333,7.755338812846501,6818.0,8.827468,0.0,0.0,0.0,24.0,3.218876,0.3520094,0.03038674033149172,False,False,6818.0,4,2,2,2,3,0,5,Cement Gland Primordium
1443,07_16_04__s1,MO_st11.25,xenopus,2196,6786,14571,A7,B4,A4,7,16,4,2196,2196,7.69484807238461,6786.0,8.822764,1.0,0.6931472,0.014736221,30.0,3.4339871,0.44208664,0.046454767726161375,False,False,6786.0,7,1,1,1,6,16,57,Dorsal Inner Mesoderm
1447,07_16_08__s1,MO_st11.25,xenopus,1967,4847,10460,A7,B4,A8,7,16,8,1967,1967,7.584773077612199,4847.0,8.486321,2.0,1.0986123,0.041262638,35.0,3.583519,0.72209615,0.054290718038528904,False,False,4847.0,2,0,0,0,0,3,13,Neural Plate Border
1448,07_16_09__s1,MO_st11.25,xenopus,3070,10470,22848,A7,B4,A9,7,16,9,3070,3070,8.029758520440822,10470.0,9.256365,3.0,1.3862944,0.028653294,62.0,4.1431346,0.5921681,0.11318242343541943,False,False,10470.0,1,0,1,0,2,6,29,Dorsal Inner Mesoderm
1461,07_16_22__s1,MO_st11.25,xenopus,1831,4838,10269,A7,B4,B10,7,16,22,1831,1831,7.513163545234075,4838.0,8.484464,3.0,1.3862944,0.062009092,22.0,3.1354942,0.45473337,0.07643979057591624,False,False,4838.0,13,1,3,3,7,14,18,Ventral Outer Endoderm
1472,07_16_33__s1,MO_st11.25,xenopus,1014,1513,3372,A7,B4,C9,7,16,33,1014,1014,6.922643891475888,1513.0,7.3225102,1.0,0.6931472,0.066093855,36.0,3.6109178,2.3793788,0.045016077170418,False,False,1513.0,7,1,1,1,1,17,4,Dorsal Inner Mesoderm
1504,07_16_65__s1,MO_st11.25,xenopus,1495,2695,5979,A7,B4,F5,7,16,65,1495,1495,7.310550158534422,2695.0,7.8995247,0.0,0.0,0.0,17.0,2.8903718,0.63079774,0.19298245614035084,False,False,2695.0,14,1,3,3,7,15,15,Ventral Outer Endoderm
1552,07_17_17__s1,MO_st11.25,xenopus,1760,3821,8216,A7,B5,B5,7,17,17,1760,1760,7.473637108496206,3821.0,8.248529,1.0,0.6931472,0.026171159,14.0,2.7080503,0.36639622,0.03038674033149172,False,False,3821.0,2,0,0,0,4,8,68,Neural Plate Border
1588,07_17_53__s1,MO_st11.25,xenopus,1295,2233,4832,A7,B5,E5,7,17,53,1295,1295,7.16703787691222,2233.0,7.711549,22.0,3.1354942,0.9852217,1.0,0.6931472,0.044782802,0.04945515507124895,False,False,2233.0,15,3,5,5,11,18,81,Unidentified Cluster
1616,07_17_81__s1,MO_st11.25,xenopus,2531,7964,17282,A7,B5,G9,7,17,81,2531,2531,7.836764783264067,7964.0,8.982812,3.0,1.3862944,0.037669513,43.0,3.7841897,0.5399297,0.034782608695652174,False,False,7964.0,10,1,4,4,9,12,2,Unidentified Cluster
1618,07_17_83__s1,MO_st11.25,xenopus,2044,5986,12840,A7,B5,G11,7,17,83,2044,2044,7.623153068476902,5986.0,8.697346,4.0,1.609438,0.06682259,29.0,3.4011974,0.48446375,0.20161290322580644,False,False,5986.0,10,1,4,4,9,12,44,Unidentified Cluster
1650,07_18_19__s1,MO_st11.25,xenopus,2931,10505,22261,A7,B6,B7,7,18,19,2931,2931,7.983440063006542,10505.0,9.259702,17.0,2.8903718,0.1618277,53.0,3.988984,0.50452167,0.08407079646017698,False,False,10505.0,0,0,0,0,0,1,42,Inner Neuroectoderm
1656,07_18_25__s1,MO_st11.25,xenopus,2628,9100,19377,A7,B6,C1,7,18,25,2628,2628,7.874358824729881,9100.0,9.116139,0.0,0.0,0.0,43.0,3.7841897,0.47252747,0.035950110051357294,False,False,9100.0,9,0,0,0,8,5,38,Neural Plate Border
1668,07_18_37__s1,MO_st11.25,xenopus,2346,6875,14686,A7,B6,D1,7,18,37,2346,2346,7.760893195851024,6875.0,8.835793,3.0,1.3862944,0.043636363,43.0,3.7841897,0.62545455,0.035950110051357294,False,False,6875.0,2,0,0,0,4,2,11,Neural Plate Border
1715,07_18_84__s1,MO_st11.25,xenopus,2457,8839,19066,A7,B6,G12,7,18,84,2457,2457,7.80710329012598,8839.0,9.087042,1.0,0.6931472,0.011313497,37.0,3.637586,0.41859937,0.03714710252600297,False,False,8839.0,4,2,2,2,3,0,32,Outer Epidermis
1720,07_18_89__s1,MO_st11.25,xenopus,3082,12766,27188,A7,B6,H5,7,18,89,3082,3082,8.03365842788615,12766.0,9.454619,0.0,0.0,0.0,71.0,4.276666,0.5561648,0.09261430246189921,False,False,12766.0,0,0,0,0,0,1,24,Neural Plate Border
1728,07_19_01__s1,MO_st11.25,xenopus,2093,5260,11218,A7,B7,A1,7,19,1,2093,2093,7.646831391430482,5260.0,8.568076,1.0,0.6931472,0.019011406,33.0,3.5263605,0.62737644,0.035950110051357294,False,False,5260.0,2,0,0,0,4,8,41,Neural Plate Border
