leiden_0.3,Dorsal Inner Endoderm,Dorsal Inner Mesoderm,Dorsal Outer Endoderm,Dorsal Outer Mesoderm,Inner Epidermis,Inner Neuroectoderm,Neural Plate Border,Outer Epidermis,Outer Neuroectoderm,Unidentified Cluster,Ventral Inner Endoderm,Ventral Inner Mesoderm,Ventral Outer Endoderm,Ventral Outer Mesoderm
0,0,125,0,0,2020,1839,994,0,0,0,0,23,0,0
1,0,0,34,19,0,0,0,2156,830,0,0,0,15,31
2,513,722,0,0,0,0,0,0,0,0,477,990,0,0
3,9,500,0,0,286,712,209,0,0,0,1,263,0,0
4,0,0,0,0,0,0,0,0,0,580,1,0,0,0
5,0,0,208,145,0,0,0,14,30,18,0,0,55,37
6,0,0,0,0,0,0,0,0,0,221,0,0,0,0
7,0,0,0,0,0,0,0,0,0,22,0,0,0,0
8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
