leiden_0.1,Dorsal Inner Endoderm,Dorsal Inner Mesoderm,Dorsal Outer Endoderm,Dorsal Outer Mesoderm,Inner Epidermis,Inner Neuroectoderm,Neural Plate Border,Outer Epidermis,Outer Neuroectoderm,Unidentified Cluster,Ventral Inner Endoderm,Ventral Inner Mesoderm,Ventral Outer Endoderm,Ventral Outer Mesoderm
0,0,619,0,0,2306,2551,1203,0,0,0,0,230,0,0
1,0,0,242,164,0,0,0,2170,860,0,0,0,70,68
2,522,728,0,0,0,0,0,0,0,0,479,1046,0,0
3,0,0,0,0,0,0,0,0,0,819,0,0,0,0
4,0,0,0,0,0,0,0,0,0,22,0,0,0,0
5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
