leiden_0.8,Dorsal Inner Endoderm,Dorsal Inner Mesoderm,Dorsal Outer Endoderm,Dorsal Outer Mesoderm,Inner Epidermis,Inner Neuroectoderm,Neural Plate Border,Outer Epidermis,Outer Neuroectoderm,Unidentified Cluster,Ventral Inner Endoderm,Ventral Inner Mesoderm,Ventral Outer Endoderm,Ventral Outer Mesoderm
0,0.0,0.0,1.0703363914373087,0.8154943934760449,0.0,0.0,0.0,74.71967380224261,22.426095820591232,0.0,0.0,0.0,0.20387359836901123,0.764525993883792
1,0.0,2.774694783573807,0.0,0.0,12.541620421753608,66.14872364039955,18.1465038845727,0.0,0.0,0.0,0.0,0.388457269700333,0.0,0.0
10,0.1620745542949757,0.1620745542949757,34.6839546191248,23.9870340356564,0.0,0.0,0.0,3.889789303079417,16.045380875202593,2.9173419773095626,0.0,0.1620745542949757,10.372771474878444,7.6175040518638575
11,0.1718213058419244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.65635738831615,0.1718213058419244,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,0.0,1.0652463382157125,0.0,0.0,67.24367509986683,10.053262316910786,21.438082556591212,0.0,0.0,0.0,0.0,0.1997336884154461,0.0,0.0
3,0.0,1.990391214824983,0.0,0.0,50.17158544955388,26.21825669183253,21.002059025394644,0.0,0.0,0.0,0.0,0.6177076183939602,0.0,0.0
4,1.9927536231884055,42.30072463768116,0.0,0.0,1.6304347826086956,21.3768115942029,2.1739130434782608,0.0,0.0,0.0,0.09057971014492754,30.434782608695656,0.0,0.0
5,43.938012762078394,41.38559708295351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.485870556061988,3.1905195989061075,0.0,0.0
6,0.0,0.0,0.6889763779527559,0.0,0.0,0.0,0.0,66.92913385826772,31.594488188976378,0.0,0.0,0.0,0.19685039370078738,0.5905511811023622
7,0.0,19.38061938061938,0.0,0.0,9.39060939060939,34.065934065934066,10.789210789210788,0.0,0.0,0.0,0.0999000999000999,26.273726273726272,0.0,0.0
8,1.7837235228539576,1.2263099219620959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.01895206243032,57.971014492753625,0.0,0.0
9,0.0,15.262515262515263,0.0,0.0,27.716727716727718,30.4029304029304,14.163614163614163,0.0,0.0,0.0,0.0,12.454212454212454,0.0,0.0
