leiden_10.0,Dorsal Inner Endoderm,Dorsal Inner Mesoderm,Dorsal Outer Endoderm,Dorsal Outer Mesoderm,Inner Epidermis,Inner Neuroectoderm,Neural Plate Border,Outer Epidermis,Outer Neuroectoderm,Unidentified Cluster,Ventral Inner Endoderm,Ventral Inner Mesoderm,Ventral Outer Endoderm,Ventral Outer Mesoderm
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.44128113879003,3.202846975088968,0.0,0.0,0.0,0.0,0.3558718861209964
1,0.0,0.0,0.0,0.0,99.625468164794,0.37453183520599254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,3.6363636363636362,0.0,0.0,17.727272727272727,58.18181818181818,20.454545454545457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,13.615023474178404,0.0,0.0,21.12676056338028,27.230046948356808,25.352112676056336,0.0,0.0,0.0,0.0,12.676056338028168,0.0,0.0
12,0.0,0.9433962264150944,0.0,0.0,13.679245283018867,70.28301886792453,15.09433962264151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,2.4271844660194173,0.0,0.0,44.66019417475729,18.446601941747574,33.00970873786408,0.0,0.0,0.0,0.0,1.4563106796116505,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
15,0.0,3.9800995024875623,0.0,0.0,49.25373134328358,23.88059701492537,21.890547263681594,0.0,0.0,0.0,0.0,0.9950248756218906,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
17,4.477611940298507,62.189054726368155,0.0,0.0,1.9900497512437811,24.875621890547265,0.4975124378109453,0.0,0.0,0.0,0.4975124378109453,5.472636815920398,0.0,0.0
18,0.0,9.644670050761421,0.0,0.0,1.5228426395939088,87.30964467005076,1.015228426395939,0.0,0.0,0.0,0.0,0.5076142131979695,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,3.664921465968586,3.1413612565445024,0.0,0.0,0.0,15.706806282722512,76.43979057591623,0.0,0.0,0.0,0.0,1.0471204188481675
21,5.7894736842105265,15.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94736842105263,0.0,0.0
22,0.0,1.5789473684210527,0.0,0.0,82.10526315789474,4.736842105263158,11.578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,3.1746031746031744,0.0,0.0,26.984126984126984,46.56084656084656,23.28042328042328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,1.6129032258064515,0.0,0.0,0.0,0.0,33.87096774193548,64.51612903225806,0.0,0.0,0.0,0.0,0.0
25,0.0,17.83783783783784,0.0,0.0,6.486486486486487,63.78378378378379,4.864864864864865,0.0,0.0,0.0,0.0,7.027027027027027,0.0,0.0
26,0.0,2.7472527472527473,0.0,0.0,30.76923076923077,57.14285714285714,9.340659340659341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,2.8089887640449436,0.0,0.0,0.0,0.0,70.78651685393258,26.40449438202247,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,93.25842696629213,2.8089887640449436,3.932584269662921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,14.204545454545455,2.840909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.68181818181817,2.272727272727273,0.0,0.0
3,0.0,21.285140562248998,0.0,0.0,17.269076305220885,26.506024096385545,11.244979919678714,0.0,0.0,0.0,0.0,23.694779116465863,0.0,0.0
30,0.0,3.428571428571429,0.0,0.0,35.42857142857142,36.57142857142857,24.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0
31,0.0,13.294797687861271,0.0,0.0,24.85549132947977,26.589595375722542,26.011560693641616,0.0,0.0,0.0,0.0,9.248554913294797,0.0,0.0
32,0.0,2.8901734104046244,0.0,0.0,16.76300578034682,65.89595375722543,13.872832369942195,0.0,0.0,0.0,0.0,0.5780346820809248,0.0,0.0
33,0.0,0.5882352941176471,0.0,0.0,89.41176470588236,4.117647058823529,5.294117647058823,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.0
34,0.0,10.588235294117647,0.0,0.0,1.7647058823529411,9.411764705882353,1.7647058823529411,0.0,0.0,0.0,2.3529411764705883,74.11764705882354,0.0,0.0
35,0.0,0.0,4.117647058823529,0.0,0.0,0.0,0.0,71.17647058823529,24.705882352941178,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.059171597633137,89.94082840236686,0.0,0.0
37,31.547619047619047,32.73809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.595238095238095,10.119047619047619,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.5988023952095809,0.0,0.0,0.0,0.0,98.80239520958084,0.5988023952095809,0.0,0.0,0.0,0.0,0.0
4,0.0,3.225806451612903,0.0,0.0,17.741935483870968,41.53225806451613,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.6024096385542169,0.0,0.0,49.39759036144578,21.084337349397593,27.710843373493976,0.0,0.0,0.0,0.0,1.2048192771084338,0.0,0.0
41,0.0,28.484848484848484,0.0,0.0,7.878787878787878,51.515151515151516,7.878787878787878,0.0,0.0,0.0,0.0,4.242424242424243,0.0,0.0
42,99.39393939393939,0.6060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,3.048780487804878,0.0,0.0,29.878048780487802,14.634146341463413,50.609756097560975,0.0,0.0,0.0,0.0,1.8292682926829267,0.0,0.0
44,0.0,0.0,9.202453987730062,76.07361963190185,0.0,0.0,0.0,0.0,12.269938650306749,0.0,0.0,0.0,0.6134969325153374,1.8404907975460123
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.15950920245399,1.8404907975460123,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,94.40993788819875,4.3478260869565215,0.0,0.0,0.0,0.0,0.6211180124223602,0.0,0.0,0.0,0.6211180124223602,0.0
47,0.0,96.27329192546584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1055900621118013,0.6211180124223602,0.0,0.0
48,0.0,0.0,0.0,0.0,83.125,2.5,14.374999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,94.33962264150944,3.7735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.0
5,0.0,10.548523206751055,0.0,0.0,41.35021097046413,27.848101265822784,13.502109704641349,0.0,0.0,0.0,0.0,6.751054852320674,0.0,0.0
50,0.0,7.051282051282051,0.0,0.0,11.538461538461538,65.38461538461539,16.025641025641026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1.2903225806451613,0.6451612903225806,25.806451612903224,5.806451612903226,0.0,0.0,0.0,7.096774193548387,3.870967741935484,0.0,1.2903225806451613,1.2903225806451613,33.5483870967742,19.35483870967742
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
53,1.3157894736842104,0.6578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.92105263157895,17.105263157894736,0.0,0.0
54,0.0,10.06711409395973,0.0,0.0,16.778523489932887,48.99328859060403,12.080536912751679,0.0,0.0,0.0,0.0,12.080536912751679,0.0,0.0
55,0.0,2.013422818791946,0.0,0.0,53.02013422818792,10.06711409395973,34.899328859060404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,11.805555555555555,0.0,0.0,8.333333333333332,64.58333333333334,12.5,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,0.0
57,0.0,1.3888888888888888,0.0,0.0,0.0,0.0,0.6944444444444444,0.0,0.0,0.0,0.0,97.91666666666666,0.0,0.0
58,0.0,7.857142857142857,0.0,0.0,10.714285714285714,62.857142857142854,17.142857142857142,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0
59,0.0,0.7246376811594203,0.0,0.0,28.985507246376812,11.594202898550725,58.69565217391305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.425531914893617,87.2340425531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.340425531914894,0.0,0.0
60,0.0,32.57575757575758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.787878787878788,63.63636363636363,0.0,0.0
61,0.0,0.0,4.615384615384616,6.153846153846154,0.0,0.0,0.0,10.0,60.76923076923077,0.0,0.0,0.0,7.6923076923076925,10.76923076923077
62,0.0,0.0,0.7751937984496124,7.751937984496124,0.0,0.0,0.0,1.550387596899225,89.92248062015504,0.0,0.0,0.0,0.0,0.0
63,0.0,40.625,0.0,0.0,0.78125,42.1875,5.46875,0.0,0.0,0.0,0.0,10.9375,0.0,0.0
64,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.33333333333333,0.8333333333333334,0.0,0.0,0.0
65,0.0,0.8333333333333334,0.0,0.0,74.16666666666667,5.833333333333333,19.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,64.16666666666667,19.166666666666668,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,10.16949152542373,0.0,0.0,16.94915254237288,44.06779661016949,26.27118644067797,0.0,0.0,0.0,0.0,2.5423728813559325,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,1.7094017094017095,0.0,0.0,98.29059829059828,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,2.564102564102564,0.0,0.0,0.0,0.0,32.47863247863248,58.97435897435898,0.0,0.0,0.0,2.564102564102564,3.418803418803419
7,0.0,0.4273504273504274,0.0,0.0,1.282051282051282,94.44444444444444,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,1.7241379310344827,0.0,0.0,0.0,0.0,95.6896551724138,2.586206896551724,0.0,0.0,0.0,0.0,0.0
71,0.8849557522123894,0.8849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.86725663716814,43.36283185840708,0.0,0.0
72,9.00900900900901,54.054054054054056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.53153153153153,5.405405405405405,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
74,0.0,3.7037037037037033,0.0,0.0,42.592592592592595,14.814814814814813,38.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,76.41509433962264,10.377358490566039,13.20754716981132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,22.54901960784314,0.0,0.0,4.901960784313726,35.294117647058826,9.803921568627452,0.0,0.0,0.0,0.0,27.450980392156865,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0
78,0.0,16.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
79,2.0202020202020203,40.4040404040404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0303030303030303,54.54545454545454,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.55555555555556,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.91919191919192,7.07070707070707,0.0,0.0,0.0,0.0,1.0101010101010102
81,0.0,3.0927835051546393,0.0,0.0,5.154639175257731,80.41237113402062,11.34020618556701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,2.083333333333333,0.0,0.0,16.666666666666664,48.95833333333333,32.29166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,46.666666666666664,32.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.1111111111111112,0.0,0.0
84,41.77215189873418,56.9620253164557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2658227848101267,0.0,0.0,0.0
85,21.333333333333336,54.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.333333333333336,6.666666666666667,0.0,0.0
86,0.0,35.59322033898305,0.0,0.0,5.084745762711865,3.389830508474576,0.0,0.0,0.0,0.0,0.0,55.932203389830505,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.63636363636363,34.54545454545455,0.0,0.0,0.0,1.3636363636363635,5.454545454545454
