,orig.ident,nCount_RNA,nFeature_RNA,bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_well,bc2_well,bc3_well,bc1_wind,bc2_wind,bc3_wind,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,total_counts_ribo,log1p_total_counts_ribo,pct_counts_ribo,doublet_scores,predicted_doublets,doublet_info,n_counts,leiden_1.0,leiden_0.1,leiden_0.3,leiden_0.8,leiden_1.2,leiden_10.0,region_annotation
04_96_60__s1,3,2342.0,1284,04_96_60__s1,all-well,xenopus,1284,2342,6254,A4,H12,E12,4,96,60,1284,1284,7.158513997329321,2342.0,7.759187438507795,1.0,0.6931471805599453,0.04269854824935952,9.0,2.302585092994046,0.3842869342442357,0.04352226720647773,False,False,2342.0,0,0,0,2,0,22,Inner Epidermis
04_96_66__s1,3,2181.0,1208,04_96_66__s1,all-well,xenopus,1208,2181,6049,A4,H12,F6,4,96,66,1208,1208,7.097548850614793,2181.0,7.687997166393016,0.0,0.0,0.0,13.0,2.6390573296152584,0.5960568546538285,0.032520325203252036,False,False,2181.0,0,0,0,2,0,22,Inner Epidermis
04_96_70__s1,3,2287.0,1152,04_96_70__s1,all-well,xenopus,1152,2287,6408,A4,H12,F10,4,96,70,1152,1152,7.050122520269059,2287.0,7.7354333524996886,1.0,0.6931471805599453,0.043725404459991256,9.0,2.302585092994046,0.3935286401399213,0.02661596958174905,False,False,2287.0,4,2,2,8,8,36,Ventral Inner Mesoderm
04_96_81__s1,3,3112.0,1477,04_96_81__s1,all-well,xenopus,1477,3112,8711,A4,H12,G9,4,96,81,1477,1477,7.298445101508147,3112.0,8.043342170441608,0.0,0.0,0.0,10.0,2.3978952727983707,0.3213367609254499,0.0775455158462576,False,False,3112.0,9,0,3,9,10,3,Inner Neuroectoderm
05_01_25__s1,4,1844.0,1071,05_01_25__s1,all-well,xenopus,1071,1844,5092,A5,A1,C1,5,1,25,1071,1071,6.977281341630747,1844.0,7.520234556474628,0.0,0.0,0.0,8.0,2.1972245773362196,0.43383947939262474,0.03394495412844037,False,False,1844.0,6,1,1,6,5,69,Outer Neuroectoderm
05_01_42__s1,4,3483.0,1589,05_01_42__s1,all-well,xenopus,1589,3483,9456,A5,A1,D6,5,1,42,1589,1589,7.371489295214277,3483.0,8.155936337972394,0.0,0.0,0.0,17.0,2.8903717578961645,0.48808498420901525,0.02197363164202957,False,False,3483.0,3,1,1,6,2,19,Outer Epidermis
05_02_12__s1,4,3050.0,1344,05_02_12__s1,all-well,xenopus,1344,3050,8533,A5,A2,A12,5,2,12,1344,1344,7.20414929203594,3050.0,8.02322468471667,1.0,0.6931471805599453,0.03278688524590164,10.0,2.3978952727983707,0.32786885245901637,0.03394495412844037,False,False,3050.0,10,1,1,0,15,9,Outer Epidermis
05_02_13__s1,4,3768.0,1694,05_02_13__s1,all-well,xenopus,1694,3768,10335,A5,A2,B1,5,2,13,1694,1694,7.43543801981455,3768.0,8.234564993267135,0.0,0.0,0.0,12.0,2.5649493574615367,0.3184713375796179,0.0701530612244898,False,False,3768.0,11,1,1,0,12,35,Outer Epidermis
05_02_16__s1,4,2513.0,1221,05_02_16__s1,all-well,xenopus,1221,2513,6863,A5,A2,B4,5,2,16,1221,1221,7.108244139731541,2513.0,7.829630389150193,0.0,0.0,0.0,14.0,2.70805020110221,0.5571030640668524,0.052111903455842025,False,False,2513.0,2,2,2,5,3,49,Dorsal Inner Endoderm
05_02_38__s1,4,2955.0,1327,05_02_38__s1,all-well,xenopus,1327,2955,8232,A5,A2,D2,5,2,38,1327,1327,7.191429330036379,2955.0,7.991592282068092,0.0,0.0,0.0,19.0,2.995732273553991,0.6429780033840948,0.0110573600552868,False,False,2955.0,12,3,4,11,13,52,Unidentified Cluster
05_02_51__s1,4,2546.0,1346,05_02_51__s1,all-well,xenopus,1346,2546,6956,A5,A2,E3,5,2,51,1346,1346,7.205635176410364,2546.0,7.842671474979457,1.0,0.6931471805599453,0.03927729772191674,11.0,2.4849066497880004,0.432050274941084,0.13867187499999997,False,False,2546.0,1,0,0,3,9,13,Inner Neuroectoderm
05_02_59__s1,4,3266.0,1501,05_02_59__s1,all-well,xenopus,1501,3266,8661,A5,A2,E11,5,2,59,1501,1501,7.31455283232408,3266.0,8.09162741160107,0.0,0.0,0.0,18.0,2.9444389791664403,0.5511328842620943,0.02365415986949429,False,False,3266.0,6,1,1,6,5,0,Outer Epidermis
05_02_95__s1,4,3082.0,1289,05_02_95__s1,all-well,xenopus,1289,3082,8684,A5,A2,H11,5,2,95,1289,1289,7.162397497355718,3082.0,8.03365842788615,0.0,0.0,0.0,11.0,2.4849066497880004,0.3569110966904607,0.02979842243645925,False,False,3082.0,2,2,2,5,3,85,Ventral Inner Endoderm
05_03_74__s1,4,3164.0,1493,05_03_74__s1,all-well,xenopus,1493,3164,8573,A5,A3,G2,5,3,74,1493,1493,7.309212365692763,3164.0,8.059908334578276,0.0,0.0,0.0,10.0,2.3978952727983707,0.31605562579013907,0.10586319218241043,False,False,3164.0,13,0,3,4,4,25,Inner Neuroectoderm
05_04_02__s1,4,2079.0,1165,05_04_02__s1,all-well,xenopus,1165,2079,5293,A5,A4,A2,5,4,2,1165,1165,7.061334366910438,2079.0,7.640123172695364,0.0,0.0,0.0,9.0,2.302585092994046,0.4329004329004329,0.12078152753108344,False,False,2079.0,0,0,0,2,0,59,Inner Neuroectoderm
05_04_28__s1,4,5504.0,2053,05_04_28__s1,all-well,xenopus,2053,5504,14756,A5,A4,C4,5,4,28,2053,2053,7.627544390488503,5504.0,8.61341204915678,0.0,0.0,0.0,19.0,2.995732273553991,0.345203488372093,0.05868680999418941,False,False,5504.0,10,1,5,10,14,61,Outer Neuroectoderm
05_04_44__s1,4,3797.0,1590,05_04_44__s1,all-well,xenopus,1590,3797,10318,A5,A4,D8,5,4,44,1590,1590,7.372118028337787,3797.0,8.242229891372231,0.0,0.0,0.0,19.0,2.995732273553991,0.5003950487226758,0.03616721465476749,False,False,3797.0,4,2,2,4,4,21,Dorsal Inner Endoderm
05_04_48__s1,4,2609.0,1397,05_04_48__s1,all-well,xenopus,1397,2609,7090,A5,A4,D12,5,4,48,1397,1397,7.242797922793756,2609.0,7.867105500316739,0.0,0.0,0.0,12.0,2.5649493574615367,0.45994633959371406,0.08761766835626356,False,False,2609.0,11,1,1,0,12,35,Outer Epidermis
05_04_52__s1,4,3784.0,1617,05_04_52__s1,all-well,xenopus,1617,3784,9992,A5,A4,E4,5,4,52,1617,1617,7.388946097618437,3784.0,8.23880116587155,0.0,0.0,0.0,20.0,3.044522437723423,0.5285412262156448,0.03394495412844037,False,False,3784.0,13,0,3,4,4,17,Dorsal Inner Mesoderm
05_04_69__s1,4,4028.0,1629,05_04_69__s1,all-well,xenopus,1629,4028,10863,A5,A4,F9,5,4,69,1629,1629,7.396335293800808,4028.0,8.301273485191347,1.0,0.6931471805599453,0.024826216484607744,21.0,3.091042453358316,0.5213505461767627,0.08944281524926687,False,False,4028.0,2,2,2,5,3,49,Dorsal Inner Endoderm
05_04_85__s1,4,3314.0,1515,05_04_85__s1,all-well,xenopus,1515,3314,8993,A5,A4,H1,5,4,85,1515,1515,7.323830566202317,3314.0,8.106212902619962,0.0,0.0,0.0,17.0,2.8903717578961645,0.5129752564876282,0.020360219263899765,False,False,3314.0,9,0,3,9,10,5,Inner Neuroectoderm
05_04_88__s1,4,3219.0,1516,05_04_88__s1,all-well,xenopus,1516,3219,8893,A5,A4,H4,5,4,88,1516,1516,7.324489979348532,3219.0,8.077136638538454,1.0,0.6931471805599453,0.031065548306927617,24.0,3.2188758248682006,0.7455731593662628,0.06609017912291537,False,False,3219.0,7,0,0,1,6,58,Inner Neuroectoderm
05_05_03__s1,4,3396.0,1558,05_05_03__s1,all-well,xenopus,1558,3396,9268,A5,A5,A3,5,5,3,1558,1558,7.351799869057777,3396.0,8.130647968160584,0.0,0.0,0.0,15.0,2.772588722239781,0.441696113074205,0.051086956521739134,False,False,3396.0,0,0,0,2,0,22,Inner Epidermis
05_05_12__s1,4,2956.0,1379,05_05_12__s1,all-well,xenopus,1379,2956,8068,A5,A5,A12,5,5,12,1379,1379,7.22983877815125,2956.0,7.9919305198524775,0.0,0.0,0.0,15.0,2.772588722239781,0.5074424898511503,0.032520325203252036,False,False,2956.0,9,0,3,9,10,31,Inner Epidermis
05_05_15__s1,4,3759.0,1627,05_05_15__s1,all-well,xenopus,1627,3759,10234,A5,A5,B3,5,5,15,1627,1627,7.395107546562485,3759.0,8.23217423638394,1.0,0.6931471805599453,0.026602819898909287,18.0,2.9444389791664403,0.4788507581803671,0.1155172413793103,False,False,3759.0,1,0,0,3,9,48,Inner Epidermis
05_05_30__s1,4,7052.0,2381,05_05_30__s1,all-well,xenopus,2381,7052,19096,A5,A5,C6,5,5,30,2381,2381,7.775695749915245,7052.0,8.86120833720818,0.0,0.0,0.0,43.0,3.784189633918261,0.6097560975609756,0.06105512744516893,False,False,7052.0,0,0,0,1,1,40,Inner Neuroectoderm
05_05_42__s1,4,4527.0,1794,05_05_42__s1,all-well,xenopus,1794,4527,12038,A5,A5,D6,5,5,42,1794,1794,7.492760300922379,4527.0,8.41803561988302,0.0,0.0,0.0,18.0,2.9444389791664403,0.3976143141153081,0.011888111888111888,False,False,4527.0,3,1,1,0,2,39,Outer Epidermis
05_05_49__s1,4,3331.0,1505,05_05_49__s1,all-well,xenopus,1505,3331,8931,A5,A5,E1,5,5,49,1505,1505,7.317212408359839,3331.0,8.111328003286733,0.0,0.0,0.0,10.0,2.3978952727983707,0.3002101471029721,0.017319277108433735,False,False,3331.0,0,0,0,2,0,1,Inner Epidermis
05_05_51__s1,4,5662.0,1950,05_05_51__s1,all-well,xenopus,1950,5662,15243,A5,A5,E3,5,5,51,1950,1950,7.576097340623111,5662.0,8.641709066113805,0.0,0.0,0.0,19.0,2.995732273553991,0.33557046979865773,0.027234042553191493,False,False,5662.0,2,2,2,5,3,47,Dorsal Inner Mesoderm
05_05_54__s1,4,3078.0,1381,05_05_54__s1,all-well,xenopus,1381,3078,8483,A5,A5,E6,5,5,54,1381,1381,7.231287004327616,3078.0,8.0323601479245,0.0,0.0,0.0,14.0,2.70805020110221,0.4548408057179987,0.01780977643046609,False,False,3078.0,12,3,4,11,13,52,Unidentified Cluster
05_05_64__s1,4,5840.0,2064,05_05_64__s1,all-well,xenopus,2064,5840,15732,A5,A5,F4,5,5,64,2064,2064,7.632885505395133,5840.0,8.67265729404031,0.0,0.0,0.0,21.0,3.091042453358316,0.3595890410958904,0.033227127901684125,False,False,5840.0,3,1,1,0,2,8,Outer Epidermis
05_05_74__s1,4,3670.0,1620,05_05_74__s1,all-well,xenopus,1620,3670,10021,A5,A5,G2,5,5,74,1620,1620,7.390798521735676,3670.0,8.208219383496834,0.0,0.0,0.0,24.0,3.2188758248682006,0.6539509536784741,0.035414725069897485,False,False,3670.0,11,1,1,0,12,27,Outer Epidermis
05_05_80__s1,4,3761.0,1557,05_05_80__s1,all-well,xenopus,1557,3761,10115,A5,A5,G8,5,5,80,1557,1557,7.351158226430694,3761.0,8.232706009860976,0.0,0.0,0.0,14.0,2.70805020110221,0.3722414251528849,0.040947212629501725,False,False,3761.0,3,1,1,0,2,8,Outer Epidermis
05_05_87__s1,4,3264.0,1394,05_05_87__s1,all-well,xenopus,1394,3264,8772,A5,A5,H3,5,5,87,1394,1394,7.240649694255466,3264.0,8.09101504171053,0.0,0.0,0.0,12.0,2.5649493574615367,0.3676470588235294,0.024229979466119093,False,False,3264.0,2,2,2,4,4,6,Dorsal Inner Mesoderm
05_06_03__s1,4,4532.0,1725,05_06_03__s1,all-well,xenopus,1725,4532,12331,A5,A6,A3,5,6,3,1725,1725,7.453561871643373,4532.0,8.41913925094085,0.0,0.0,0.0,18.0,2.9444389791664403,0.39717563989408644,0.06352087114337568,False,False,4532.0,2,2,2,4,4,6,Dorsal Inner Mesoderm
05_06_09__s1,4,3382.0,1475,05_06_09__s1,all-well,xenopus,1475,3382,9420,A5,A6,A9,5,6,9,1475,1475,7.297091005160418,3382.0,8.12651816878071,0.0,0.0,0.0,10.0,2.3978952727983707,0.29568302779420463,0.1036144578313253,False,False,3382.0,4,2,2,4,4,21,Ventral Inner Mesoderm
05_06_18__s1,4,2871.0,1449,05_06_18__s1,all-well,xenopus,1449,2871,7814,A5,A6,B6,5,6,18,1449,1449,7.27931883541462,2871.0,7.962763930168115,0.0,0.0,0.0,14.0,2.70805020110221,0.48763497039359105,0.04716981132075471,False,False,2871.0,7,0,0,1,6,4,Inner Neuroectoderm
05_06_19__s1,4,2788.0,1394,05_06_19__s1,all-well,xenopus,1394,2788,7578,A5,A6,B7,5,6,19,1394,1394,7.240649694255466,2788.0,7.933438387627489,1.0,0.6931471805599453,0.03586800573888092,8.0,2.1972245773362196,0.2869440459110474,0.08761766835626356,False,False,2788.0,9,0,3,9,10,5,Dorsal Inner Mesoderm
05_06_26__s1,4,2140.0,1205,05_06_26__s1,all-well,xenopus,1205,2140,5614,A5,A6,C2,5,6,26,1205,1205,7.095064377287131,2140.0,7.669028288589683,1.0,0.6931471805599453,0.04672897196261683,10.0,2.3978952727983707,0.46728971962616817,0.1490236382322713,False,False,2140.0,7,0,0,1,6,10,Neural Plate Border
05_06_31__s1,4,4376.0,1763,05_06_31__s1,all-well,xenopus,1763,4376,11917,A5,A6,C7,5,6,31,1763,1763,7.475339236566737,4376.0,8.384118837190895,1.0,0.6931471805599453,0.022851919561243144,28.0,3.367295829986474,0.6398537477148081,0.10142630744849446,False,False,4376.0,7,0,0,1,6,82,Inner Neuroectoderm
05_06_59__s1,4,4043.0,1763,05_06_59__s1,all-well,xenopus,1763,4043,10775,A5,A6,E11,5,6,59,1763,1763,7.475339236566737,4043.0,8.304989580140361,1.0,0.6931471805599453,0.02473410833539451,19.0,2.995732273553991,0.4699480583724957,0.11055276381909544,False,False,4043.0,1,0,0,3,9,74,Inner Epidermis
05_06_67__s1,4,3639.0,1448,05_06_67__s1,all-well,xenopus,1448,3639,9725,A5,A6,F7,5,6,67,1448,1448,7.278628942320682,3639.0,8.199738960630786,1.0,0.6931471805599453,0.02748007694421544,13.0,2.6390573296152584,0.35724100027480077,0.028497409326424864,False,False,3639.0,3,1,1,0,2,2,Outer Epidermis
05_06_93__s1,4,2406.0,1156,05_06_93__s1,all-well,xenopus,1156,2406,6486,A5,A6,H9,5,6,93,1156,1156,7.053585727193677,2406.0,7.786136437783072,0.0,0.0,0.0,12.0,2.5649493574615367,0.4987531172069825,0.040947212629501725,False,False,2406.0,2,2,2,5,3,84,Dorsal Inner Mesoderm
05_07_03__s1,4,2902.0,1455,05_07_03__s1,all-well,xenopus,1455,2902,7743,A5,A7,A3,5,7,3,1455,1455,7.283448228756631,2902.0,7.97349996402463,0.0,0.0,0.0,12.0,2.5649493574615367,0.41350792556857335,0.04531410916580845,False,False,2902.0,8,2,3,7,7,86,Dorsal Inner Mesoderm
05_07_09__s1,4,3920.0,1713,05_07_09__s1,all-well,xenopus,1713,3920,10753,A5,A7,A9,5,7,9,1713,1713,7.446585099157725,3920.0,8.27410200229233,1.0,0.6931471805599453,0.025510204081632654,18.0,2.9444389791664403,0.4591836734693878,0.03182429403854774,False,False,3920.0,1,0,0,3,9,28,Inner Epidermis
05_07_11__s1,4,3031.0,1452,05_07_11__s1,all-well,xenopus,1452,3031,8062,A5,A7,A11,5,7,11,1452,1452,7.2813856635702825,3031.0,8.016977746762262,0.0,0.0,0.0,20.0,3.044522437723423,0.6598482349059717,0.09131403118040088,False,False,3031.0,7,0,0,3,9,55,Neural Plate Border
05_07_26__s1,4,1909.0,1013,05_07_26__s1,all-well,xenopus,1013,1909,5040,A5,A7,C2,5,7,26,1013,1013,6.921658184151129,1909.0,7.554858521040676,0.0,0.0,0.0,7.0,2.0794415416798357,0.3666841278156103,0.03182429403854774,False,False,1909.0,2,2,2,5,3,83,Dorsal Inner Mesoderm
05_07_34__s1,4,4942.0,1931,05_07_34__s1,all-well,xenopus,1931,4942,13434,A5,A7,C10,5,7,34,1931,1931,7.566311014772463,4942.0,8.505727713306959,2.0,1.0986122886681098,0.04046944556859571,17.0,2.8903717578961645,0.3439902873330636,0.05315614617940199,False,False,4942.0,9,0,0,9,10,5,Inner Epidermis
05_07_37__s1,4,3480.0,1604,05_07_37__s1,all-well,xenopus,1604,3480,9441,A5,A7,D1,5,7,37,1604,1604,7.380879035564116,3480.0,8.15507488781144,0.0,0.0,0.0,23.0,3.1780538303479458,0.6609195402298851,0.09929632525410474,False,False,3480.0,0,0,0,2,0,75,Inner Epidermis
05_07_44__s1,4,1810.0,1069,05_07_44__s1,all-well,xenopus,1069,1810,4642,A5,A7,D8,5,7,44,1069,1069,6.975413927455952,1810.0,7.501634457883413,0.0,0.0,0.0,15.0,2.772588722239781,0.8287292817679558,0.020890815924320065,False,False,1810.0,6,1,1,6,5,68,Outer Neuroectoderm
05_07_51__s1,4,3927.0,1501,05_07_51__s1,all-well,xenopus,1501,3927,10366,A5,A7,E3,5,7,51,1501,1501,7.31455283232408,3927.0,8.275885669474356,0.0,0.0,0.0,12.0,2.5649493574615367,0.30557677616501144,0.03693181818181818,False,False,3927.0,2,2,2,5,3,49,Dorsal Inner Endoderm
05_07_78__s1,4,7919.0,2491,05_07_78__s1,all-well,xenopus,2491,7919,21751,A5,A7,G6,5,7,78,2491,2491,7.820840879907344,7919.0,8.977146484808472,1.0,0.6931471805599453,0.012627857052658164,30.0,3.4339872044851463,0.37883571157974494,0.032520325203252036,False,False,7919.0,11,1,1,0,12,27,Outer Neuroectoderm
05_07_80__s1,4,3157.0,1366,05_07_80__s1,all-well,xenopus,1366,3157,8449,A5,A7,G8,5,7,80,1366,1366,7.220373836723949,3157.0,8.057694194815587,0.0,0.0,0.0,11.0,2.4849066497880004,0.34843205574912894,0.05530474040632054,False,False,3157.0,4,2,2,8,8,71,Ventral Inner Endoderm
05_07_84__s1,4,5073.0,1795,05_07_84__s1,all-well,xenopus,1795,5073,13904,A5,A7,G12,5,7,84,1795,1795,7.493317248862145,5073.0,8.531884740159228,0.0,0.0,0.0,16.0,2.833213344056216,0.3153952296471516,0.1155172413793103,False,False,5073.0,12,3,4,11,13,64,Unidentified Cluster
05_07_85__s1,4,3252.0,1491,05_07_85__s1,all-well,xenopus,1491,3252,8853,A5,A7,H1,5,7,85,1491,1491,7.307872780763706,3252.0,8.087332926473351,0.0,0.0,0.0,17.0,2.8903717578961645,0.5227552275522755,0.02252614641995173,False,False,3252.0,5,0,0,1,1,12,Inner Neuroectoderm
05_08_22__s1,4,2701.0,1337,05_08_22__s1,all-well,xenopus,1337,2701,6898,A5,A8,B10,5,8,22,1337,1337,7.198931240688173,2701.0,7.9017475185201445,1.0,0.6931471805599453,0.037023324694557574,12.0,2.5649493574615367,0.4442798963346909,0.0824022346368715,False,False,2701.0,0,0,0,2,0,48,Inner Epidermis
05_08_30__s1,4,2398.0,1254,05_08_30__s1,all-well,xenopus,1254,2398,6346,A5,A8,C6,5,8,30,1254,1254,7.134890851565884,2398.0,7.782807262839695,0.0,0.0,0.0,6.0,1.9459101490553132,0.25020850708924103,0.08074534161490685,False,False,2398.0,7,0,0,7,6,41,Inner Epidermis
05_08_35__s1,4,2671.0,1391,05_08_35__s1,all-well,xenopus,1391,2671,7192,A5,A8,C11,5,8,35,1391,1391,7.238496840894365,2671.0,7.890582534656536,2.0,1.0986122886681098,0.07487832272557095,6.0,1.9459101490553132,0.22463496817671283,0.015884743258219428,False,False,2671.0,5,0,0,1,1,12,Inner Neuroectoderm
05_08_66__s1,4,2160.0,1106,05_08_66__s1,all-well,xenopus,1106,2160,5842,A5,A8,F6,5,8,66,1106,1106,7.009408932708637,2160.0,7.6783263565068856,0.0,0.0,0.0,4.0,1.6094379124341003,0.1851851851851852,0.0775455158462576,False,False,2160.0,11,1,1,0,12,62,Outer Neuroectoderm
05_08_94__s1,4,4360.0,1863,05_08_94__s1,all-well,xenopus,1863,4360,11821,A5,A8,H10,5,8,94,1863,1863,7.530479995245536,4360.0,8.380456667842767,0.0,0.0,0.0,12.0,2.5649493574615367,0.27522935779816515,0.06227544910179641,False,False,4360.0,5,0,0,1,1,25,Inner Neuroectoderm
05_09_08__s1,4,3219.0,1382,05_09_08__s1,all-well,xenopus,1382,3219,8776,A5,A9,A8,5,9,8,1382,1382,7.232010331664759,3219.0,8.077136638538454,0.0,0.0,0.0,12.0,2.5649493574615367,0.3727865796831314,0.0444104134762634,False,False,3219.0,2,2,2,5,3,85,Dorsal Inner Mesoderm
05_09_16__s1,4,3389.0,1637,05_09_16__s1,all-well,xenopus,1637,3389,9326,A5,A9,B4,5,9,16,1637,1637,7.401231264413015,3389.0,8.128585200374497,0.0,0.0,0.0,22.0,3.1354942159291497,0.6491590439657716,0.05868680999418941,False,False,3389.0,5,0,0,1,1,7,Inner Neuroectoderm
05_09_25__s1,4,2087.0,1103,05_09_25__s1,all-well,xenopus,1103,2087,5452,A5,A9,C1,5,9,25,1103,1103,7.00669522683704,2087.0,7.643961949002529,0.0,0.0,0.0,12.0,2.5649493574615367,0.574988021082894,0.033227127901684125,False,False,2087.0,5,0,0,1,1,18,Inner Neuroectoderm
05_09_26__s1,4,1986.0,1083,05_09_26__s1,all-well,xenopus,1083,1986,5409,A5,A9,C2,5,9,26,1083,1083,6.988413181999592,1986.0,7.594381242551817,0.0,0.0,0.0,7.0,2.0794415416798357,0.35246727089627394,0.028497409326424864,False,False,1986.0,11,1,1,0,12,62,Outer Neuroectoderm
05_09_38__s1,4,3339.0,1549,05_09_38__s1,all-well,xenopus,1549,3339,9111,A5,A9,D2,5,9,38,1549,1549,7.346010209913293,3339.0,8.113726085970747,0.0,0.0,0.0,10.0,2.3978952727983707,0.2994908655286014,0.10142630744849446,False,False,3339.0,3,1,1,0,2,45,Outer Epidermis
05_09_66__s1,4,1840.0,1030,05_09_66__s1,all-well,xenopus,1030,1840,5057,A5,A9,F6,5,9,66,1030,1030,6.93828448401696,1840.0,7.518064181233078,0.0,0.0,0.0,6.0,1.9459101490553132,0.32608695652173914,0.07599999999999998,False,False,1840.0,8,0,3,7,7,86,Inner Neuroectoderm
05_09_74__s1,4,2416.0,1162,05_09_74__s1,all-well,xenopus,1162,2416,6690,A5,A9,G2,5,9,74,1162,1162,7.0587581525186645,2416.0,7.790282380703483,0.0,0.0,0.0,14.0,2.70805020110221,0.5794701986754967,0.06609017912291537,False,False,2416.0,8,2,2,4,4,78,Ventral Inner Mesoderm
05_09_77__s1,4,2861.0,1419,05_09_77__s1,all-well,xenopus,1419,2861,7810,A5,A9,G5,5,9,77,1419,1419,7.258412150595307,2861.0,7.959275960116396,0.0,0.0,0.0,13.0,2.6390573296152584,0.45438657811953864,0.08409893992932864,False,False,2861.0,11,1,1,0,12,20,Outer Neuroectoderm
05_10_01__s1,4,2068.0,1091,05_10_01__s1,all-well,xenopus,1091,2068,5511,A5,A10,A1,5,10,1,1091,1091,6.9957661563048505,2068.0,7.634820677745543,0.0,0.0,0.0,10.0,2.3978952727983707,0.4835589941972921,0.03693181818181818,False,False,2068.0,8,0,3,7,7,63,Inner Neuroectoderm
05_10_08__s1,4,2473.0,1119,05_10_08__s1,all-well,xenopus,1119,2473,6570,A5,A10,A8,5,10,8,1119,1119,7.02108396428914,2473.0,7.813591552952433,1.0,0.6931471805599453,0.040436716538617065,11.0,2.4849066497880004,0.44480388192478765,0.03616721465476749,False,False,2473.0,10,1,5,10,14,51,Outer Epidermis
05_10_12__s1,4,2533.0,1270,05_10_12__s1,all-well,xenopus,1270,2533,6841,A5,A10,A12,5,10,12,1270,1270,7.147559271189454,2533.0,7.837554360881084,0.0,0.0,0.0,12.0,2.5649493574615367,0.47374654559810503,0.06741573033707866,False,False,2533.0,4,2,2,8,8,77,Ventral Inner Mesoderm
05_10_25__s1,4,3573.0,1645,05_10_25__s1,all-well,xenopus,1645,3573,9445,A5,A10,C1,5,10,25,1645,1645,7.406103381237015,3573.0,8.181440695719374,0.0,0.0,0.0,18.0,2.9444389791664403,0.5037783375314862,0.06479217603911981,False,False,3573.0,7,0,0,1,6,4,Inner Neuroectoderm
05_10_44__s1,4,3395.0,1629,05_10_44__s1,all-well,xenopus,1629,3395,9006,A5,A10,D8,5,10,44,1629,1629,7.396335293800808,3395.0,8.130353547431238,0.0,0.0,0.0,18.0,2.9444389791664403,0.5301914580265096,0.0824022346368715,False,False,3395.0,1,0,0,3,9,48,Inner Epidermis
05_10_45__s1,4,1877.0,1057,05_10_45__s1,all-well,xenopus,1057,1877,4984,A5,A10,D9,5,10,45,1057,1057,6.964135612418245,1877.0,7.537962659768208,0.0,0.0,0.0,6.0,1.9459101490553132,0.31965903036760784,0.040947212629501725,False,False,1877.0,6,1,1,6,5,19,Outer Epidermis
05_10_83__s1,4,1886.0,1137,05_10_83__s1,all-well,xenopus,1137,1886,5013,A5,A10,G11,5,10,83,1137,1137,7.037027614686276,1886.0,7.54274354536855,0.0,0.0,0.0,11.0,2.4849066497880004,0.5832449628844115,0.04812268640930725,False,False,1886.0,8,0,3,7,7,54,Inner Neuroectoderm
05_11_20__s1,4,2050.0,1081,05_11_20__s1,all-well,xenopus,1081,2050,5511,A5,A11,B8,5,11,20,1081,1081,6.9865664594064265,2050.0,7.62608275807238,0.0,0.0,0.0,5.0,1.791759469228055,0.24390243902439024,0.050080775444264945,False,False,2050.0,3,1,1,0,2,38,Outer Epidermis
05_11_35__s1,4,2399.0,1308,05_11_35__s1,all-well,xenopus,1308,2399,6344,A5,A11,C11,5,11,35,1308,1308,7.1770187659099,2399.0,7.783224016336037,1.0,0.6931471805599453,0.041684035014589414,20.0,3.044522437723423,0.8336807002917883,0.027234042553191493,False,False,2399.0,1,0,0,3,11,32,Inner Neuroectoderm
05_11_44__s1,4,1976.0,1093,05_11_44__s1,all-well,xenopus,1093,1976,5459,A5,A11,D8,5,11,44,1093,1093,6.9975959829819265,1976.0,7.589335823170617,0.0,0.0,0.0,13.0,2.6390573296152584,0.6578947368421052,0.0775455158462576,False,False,1976.0,0,0,0,2,9,55,Inner Epidermis
05_11_57__s1,4,3887.0,1733,05_11_57__s1,all-well,xenopus,1733,3887,10651,A5,A11,E9,5,11,57,1733,1733,7.458186157340487,3887.0,8.265650165580329,0.0,0.0,0.0,17.0,2.8903717578961645,0.4373552868536146,0.1420059582919563,False,False,3887.0,9,0,3,9,10,25,Inner Epidermis
05_11_62__s1,4,2966.0,1352,05_11_62__s1,all-well,xenopus,1352,2966,7931,A5,A11,F2,5,11,62,1352,1352,7.210079628170788,2966.0,7.995306620290822,0.0,0.0,0.0,15.0,2.772588722239781,0.5057316250842886,0.05868680999418941,False,False,2966.0,4,2,2,8,8,36,Ventral Inner Mesoderm
05_11_74__s1,4,3919.0,1538,05_11_74__s1,all-well,xenopus,1538,3919,10432,A5,A11,G2,5,11,74,1538,1538,7.338888133838879,3919.0,8.273846932784508,0.0,0.0,0.0,14.0,2.70805020110221,0.35723398826231184,0.04623376623376624,False,False,3919.0,2,2,2,5,3,84,Dorsal Inner Mesoderm
05_11_76__s1,4,1792.0,1033,05_11_76__s1,all-well,xenopus,1033,1792,4468,A5,A11,G4,5,11,76,1033,1033,6.9411900550683745,1792.0,7.491645473605133,0.0,0.0,0.0,6.0,1.9459101490553132,0.33482142857142855,0.04716981132075471,False,False,1792.0,3,1,1,0,2,19,Outer Epidermis
05_11_82__s1,4,4279.0,1768,05_11_82__s1,all-well,xenopus,1768,4279,11597,A5,A11,G10,5,11,82,1768,1768,7.478169694159785,4279.0,8.361708288575842,0.0,0.0,0.0,12.0,2.5649493574615367,0.2804393549894835,0.051086956521739134,False,False,4279.0,3,1,1,0,2,45,Outer Epidermis
