,orig.ident,nCount_RNA,nFeature_RNA,bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_well,bc2_well,bc3_well,bc1_wind,bc2_wind,bc3_wind,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,total_counts_ribo,log1p_total_counts_ribo,pct_counts_ribo,doublet_scores,predicted_doublets,doublet_info,n_counts,leiden_1.0,leiden_0.1,leiden_0.3,leiden_0.8,leiden_1.2,leiden_10.0,region_annotation
01_01_02__s1,0,1630.0,1006,01_01_02__s1,all-well,xenopus,1006,1630,4438,A1,A1,A2,1,1,2,1006,1006,6.914730892718563,1630.0,7.396948602621014,0.0,0.0,0.0,10.0,2.3978952727983707,0.6134969325153374,0.040117416829745595,False,False,1630.0,1,0,0,3,9,28,Inner Epidermis
01_01_11__s1,0,2810.0,1349,01_01_11__s1,all-well,xenopus,1349,2810,7791,A1,A1,A11,1,1,11,1349,1349,7.2078598714324755,2810.0,7.941295570906532,0.0,0.0,0.0,12.0,2.5649493574615367,0.42704626334519574,0.10142630744849446,False,False,2810.0,3,1,1,0,2,38,Outer Epidermis
01_01_63__s1,0,2458.0,1183,01_01_63__s1,all-well,xenopus,1183,2458,6707,A1,A1,F3,1,1,63,1183,1183,7.076653815443951,2458.0,7.807510042216193,0.0,0.0,0.0,10.0,2.3978952727983707,0.40683482506102525,0.02979842243645925,False,False,2458.0,2,2,2,5,3,49,Dorsal Inner Endoderm
01_02_13__s1,0,2810.0,1271,01_02_13__s1,all-well,xenopus,1271,2810,7548,A1,A2,B1,1,2,13,1271,1271,7.148345743900068,2810.0,7.941295570906532,0.0,0.0,0.0,10.0,2.3978952727983707,0.3558718861209964,0.054220234768026836,False,False,2810.0,12,3,4,11,13,16,Unidentified Cluster
01_02_17__s1,0,2594.0,1183,01_02_17__s1,all-well,xenopus,1183,2594,7074,A1,A2,B5,1,2,17,1183,1183,7.076653815443951,2594.0,7.861341795599989,0.0,0.0,0.0,9.0,2.302585092994046,0.3469545104086353,0.04179104477611941,False,False,2594.0,2,2,2,5,3,42,Dorsal Inner Endoderm
01_02_18__s1,0,2652.0,1115,01_02_18__s1,all-well,xenopus,1115,2652,7347,A1,A2,B6,1,2,18,1115,1115,7.017506142941256,2652.0,7.88344635413774,0.0,0.0,0.0,6.0,1.9459101490553132,0.22624434389140274,0.1323251417769376,False,False,2652.0,2,2,2,5,3,42,Dorsal Inner Endoderm
01_02_38__s1,0,3012.0,1411,01_02_38__s1,all-well,xenopus,1411,3012,8390,A1,A2,D2,1,2,38,1411,1411,7.252762418053187,3012.0,8.0106915391303,0.0,0.0,0.0,12.0,2.5649493574615367,0.398406374501992,0.06227544910179641,False,False,3012.0,0,0,0,2,1,55,Neural Plate Border
01_03_07__s1,0,3152.0,1531,01_03_07__s1,all-well,xenopus,1531,3152,8513,A1,A3,A7,1,3,7,1531,1531,7.3343293503005365,3152.0,8.056109659545061,0.0,0.0,0.0,18.0,2.9444389791664403,0.5710659898477157,0.1155172413793103,False,False,3152.0,9,0,3,9,10,30,Neural Plate Border
01_03_24__s1,0,2202.0,1112,01_03_24__s1,all-well,xenopus,1112,2202,5950,A1,A3,B12,1,3,24,1112,1112,7.014814351275545,2202.0,7.697575346802343,0.0,0.0,0.0,7.0,2.0794415416798357,0.31789282470481384,0.03616721465476749,False,False,2202.0,4,2,2,8,8,71,Ventral Inner Endoderm
01_03_49__s1,0,3092.0,1372,01_03_49__s1,all-well,xenopus,1372,3092,8488,A1,A3,E1,1,3,49,1372,1372,7.224753405767971,3092.0,8.03689677268507,1.0,0.6931471805599453,0.03234152652005175,10.0,2.3978952727983707,0.3234152652005175,0.0444104134762634,False,False,3092.0,4,2,2,8,8,53,Ventral Inner Endoderm
01_03_76__s1,0,3562.0,1632,01_03_76__s1,all-well,xenopus,1632,3562,9412,A1,A3,G4,1,3,76,1632,1632,7.398174092970465,3562.0,8.178358165605836,1.0,0.6931471805599453,0.028074115665356544,12.0,2.5649493574615367,0.3368893879842785,0.14545454545454545,False,False,3562.0,9,0,3,9,10,31,Dorsal Inner Mesoderm
01_04_03__s1,0,2700.0,1264,01_04_03__s1,all-well,xenopus,1264,2700,7433,A1,A4,A3,1,4,3,1264,1264,7.142827401161621,2700.0,7.901377353792616,0.0,0.0,0.0,15.0,2.772588722239781,0.5555555555555556,0.06352087114337568,False,False,2700.0,4,2,2,4,4,76,Ventral Inner Mesoderm
01_04_19__s1,0,3434.0,1693,01_04_19__s1,all-well,xenopus,1693,3434,9217,A1,A4,B7,1,4,19,1693,1693,7.434847875211999,3434.0,8.14177220465645,0.0,0.0,0.0,13.0,2.6390573296152584,0.37856726849155503,0.05868680999418941,False,False,3434.0,1,0,0,3,9,74,Inner Epidermis
01_04_26__s1,0,1708.0,1056,01_04_26__s1,all-well,xenopus,1056,1708,4572,A1,A4,C2,1,4,26,1056,1056,6.963189985870238,1708.0,7.443663683115591,0.0,0.0,0.0,1.0,0.6931471805599453,0.0585480093676815,0.09520182787509518,False,False,1708.0,9,0,3,9,10,67,Inner Neuroectoderm
01_04_46__s1,0,3273.0,1509,01_04_46__s1,all-well,xenopus,1509,3273,9161,A1,A4,D10,1,4,46,1509,1509,7.31986492980897,3273.0,8.09376775793108,0.0,0.0,0.0,15.0,2.772588722239781,0.458295142071494,0.02197363164202957,False,False,3273.0,5,0,0,1,1,7,Inner Neuroectoderm
01_04_60__s1,0,2292.0,1267,01_04_60__s1,all-well,xenopus,1267,2292,6115,A1,A4,E12,1,4,60,1267,1267,7.145196134997171,2292.0,7.737616282857904,0.0,0.0,0.0,7.0,2.0794415416798357,0.30541012216404884,0.1827956989247312,False,False,2292.0,0,0,0,2,0,55,Neural Plate Border
01_05_01__s1,0,1739.0,1018,01_05_01__s1,all-well,xenopus,1018,1739,4619,A1,A5,A1,1,5,1,1018,1018,6.926577033222725,1739.0,7.461640392208575,0.0,0.0,0.0,6.0,1.9459101490553132,0.3450258769407705,0.10586319218241043,False,False,1739.0,7,0,0,1,6,4,Dorsal Inner Mesoderm
01_05_26__s1,0,2118.0,1102,01_05_26__s1,all-well,xenopus,1102,2118,5565,A1,A5,C2,1,5,26,1102,1102,7.005789019253503,2118.0,7.6586995582682995,0.0,0.0,0.0,7.0,2.0794415416798357,0.3305004721435316,0.06479217603911981,False,False,2118.0,2,2,2,5,3,72,Ventral Inner Endoderm
01_05_44__s1,0,2645.0,1235,01_05_44__s1,all-well,xenopus,1235,2645,7177,A1,A5,D8,1,5,44,1235,1235,7.119635638017636,2645.0,7.880804344674901,2.0,1.0986122886681098,0.07561436672967864,14.0,2.70805020110221,0.5293005671077505,0.04909284951974387,False,False,2645.0,2,2,2,5,3,84,Dorsal Inner Endoderm
01_05_50__s1,0,4045.0,1755,01_05_50__s1,all-well,xenopus,1755,4045,11045,A1,A5,E2,1,5,50,1755,1755,7.470793774195062,4045.0,8.305484017727691,1.0,0.6931471805599453,0.024721878862793575,15.0,2.772588722239781,0.3708281829419036,0.02252614641995173,False,False,4045.0,6,1,1,6,5,80,Outer Epidermis
01_05_66__s1,0,3733.0,1594,01_05_66__s1,all-well,xenopus,1594,3733,10220,A1,A5,F6,1,5,66,1594,1594,7.374629015218945,3733.0,8.225235324101668,1.0,0.6931471805599453,0.026788106080900084,13.0,2.6390573296152584,0.34824537905170105,0.05530474040632054,False,False,3733.0,3,1,1,0,2,9,Outer Epidermis
01_06_12__s1,0,4234.0,1716,01_06_12__s1,all-well,xenopus,1716,4234,11722,A1,A6,A12,1,6,12,1716,1716,7.448333860897476,4234.0,8.351138607086154,2.0,1.0986122886681098,0.04723665564478035,24.0,3.2188758248682006,0.5668398677373643,0.05868680999418941,False,False,4234.0,8,2,2,7,7,34,Dorsal Inner Mesoderm
01_06_28__s1,0,3148.0,1450,01_06_28__s1,all-well,xenopus,1450,3148,8654,A1,A6,C4,1,6,28,1450,1450,7.280008252884188,3148.0,8.054840221101024,0.0,0.0,0.0,15.0,2.772588722239781,0.4764930114358323,0.05641025641025642,False,False,3148.0,11,1,1,0,12,62,Dorsal Outer Mesoderm
01_06_31__s1,0,5508.0,2033,01_06_31__s1,all-well,xenopus,2033,5508,15031,A1,A6,C7,1,6,31,2033,2033,7.617759576608505,5508.0,8.614138397472717,1.0,0.6931471805599453,0.01815541031227306,18.0,2.9444389791664403,0.32679738562091504,0.0824022346368715,False,False,5508.0,4,2,2,8,8,77,Ventral Inner Mesoderm
01_06_34__s1,0,3676.0,1571,01_06_34__s1,all-well,xenopus,1571,3676,10137,A1,A6,C10,1,6,34,1571,1571,7.360103972989152,3676.0,8.209852481301272,0.0,0.0,0.0,17.0,2.8903717578961645,0.4624591947769314,0.031138790035587186,False,False,3676.0,0,0,0,2,0,22,Inner Epidermis
01_06_50__s1,0,2639.0,1250,01_06_50__s1,all-well,xenopus,1250,2639,7468,A1,A6,E2,1,6,50,1250,1250,7.1316985104669115,2639.0,7.878534196140362,1.0,0.6931471805599453,0.037893141341417205,16.0,2.833213344056216,0.6062902614626753,0.050080775444264945,False,False,2639.0,4,2,2,8,8,29,Ventral Inner Endoderm
01_06_82__s1,0,3347.0,1405,01_06_82__s1,all-well,xenopus,1405,3347,9457,A1,A6,G10,1,6,82,1405,1405,7.2485040723706105,3347.0,8.116118431609365,0.0,0.0,0.0,18.0,2.9444389791664403,0.537795040334628,0.03930131004366812,False,False,3347.0,2,2,2,5,3,72,Dorsal Inner Mesoderm
01_07_03__s1,0,3911.0,1705,01_07_03__s1,all-well,xenopus,1705,3911,10723,A1,A7,A3,1,7,3,1705,1705,7.441906728051625,3911.0,8.271804031154709,0.0,0.0,0.0,17.0,2.8903717578961645,0.4346714395295321,0.06876971608832808,False,False,3911.0,0,0,0,2,0,15,Inner Neuroectoderm
01_07_17__s1,0,4944.0,2006,01_07_17__s1,all-well,xenopus,2006,4944,13403,A1,A7,B5,1,7,17,2006,2006,7.604396348796338,4944.0,8.506132244056813,1.0,0.6931471805599453,0.02022653721682848,24.0,3.2188758248682006,0.48543689320388345,0.16052060737527118,False,False,4944.0,5,0,0,1,1,12,Inner Neuroectoderm
01_07_47__s1,0,2277.0,1167,01_07_47__s1,all-well,xenopus,1167,2277,6092,A1,A7,D11,1,7,47,1167,1167,7.0630481633881725,2277.0,7.731053144007127,0.0,0.0,0.0,12.0,2.5649493574615367,0.5270092226613966,0.029143105698129616,False,False,2277.0,8,2,2,7,7,60,Ventral Inner Mesoderm
01_07_51__s1,0,2789.0,1365,01_07_51__s1,all-well,xenopus,1365,2789,7462,A1,A7,E3,1,7,51,1365,1365,7.2196420401307355,2789.0,7.933796874815411,0.0,0.0,0.0,7.0,2.0794415416798357,0.25098601649336677,0.032520325203252036,False,False,2789.0,6,1,1,6,5,45,Outer Epidermis
01_07_62__s1,0,4470.0,1819,01_07_62__s1,all-well,xenopus,1819,4470,11794,A1,A7,F2,1,7,62,1819,1819,7.506591780070841,4470.0,8.405367376233981,0.0,0.0,0.0,20.0,3.044522437723423,0.44742729306487694,0.06105512744516893,False,False,4470.0,7,0,0,1,6,58,Inner Neuroectoderm
01_07_67__s1,0,6042.0,2045,01_07_67__s1,all-well,xenopus,2045,6042,15678,A1,A7,F7,1,7,67,2045,2045,7.6236419465115715,6042.0,8.706655856361559,0.0,0.0,0.0,24.0,3.2188758248682006,0.3972194637537239,0.0575373993095512,False,False,6042.0,3,1,1,0,2,70,Outer Epidermis
01_07_88__s1,0,2404.0,1207,01_07_88__s1,all-well,xenopus,1207,2404,6796,A1,A7,H4,1,7,88,1207,1207,7.0967213784947605,2404.0,7.785305182539862,0.0,0.0,0.0,11.0,2.4849066497880004,0.4575707154742097,0.06609017912291537,False,False,2404.0,13,0,3,4,4,17,Dorsal Inner Mesoderm
01_08_47__s1,0,4078.0,1724,01_08_47__s1,all-well,xenopus,1724,4078,10973,A1,A8,D11,1,8,47,1724,1724,7.45298232946546,4078.0,8.313607139317558,0.0,0.0,0.0,13.0,2.6390573296152584,0.31878371750858264,0.07599999999999998,False,False,4078.0,11,1,1,0,12,35,Outer Epidermis
01_08_50__s1,0,2869.0,1419,01_08_50__s1,all-well,xenopus,1419,2869,8054,A1,A8,E2,1,8,50,1419,1419,7.258412150595307,2869.0,7.962067308753666,0.0,0.0,0.0,15.0,2.772588722239781,0.5228302544440572,0.03693181818181818,False,False,2869.0,5,0,0,1,1,23,Inner Epidermis
01_08_54__s1,0,2434.0,1285,01_08_54__s1,all-well,xenopus,1285,2434,6835,A1,A8,E6,1,8,54,1285,1285,7.1592919047975645,2434.0,7.79770203551669,1.0,0.6931471805599453,0.041084634346754315,15.0,2.772588722239781,0.6162695152013147,0.09722222222222224,False,False,2434.0,9,0,0,9,0,15,Neural Plate Border
01_08_62__s1,0,2059.0,1114,01_08_62__s1,all-well,xenopus,1114,2059,5612,A1,A8,F2,1,8,62,1114,1114,7.016609683894219,2059.0,7.630461261783627,0.0,0.0,0.0,6.0,1.9459101490553132,0.291403593977659,0.054220234768026836,False,False,2059.0,11,1,1,0,12,20,Outer Neuroectoderm
01_08_64__s1,0,2466.0,1288,01_08_64__s1,all-well,xenopus,1288,2466,6800,A1,A8,F4,1,8,64,1288,1288,7.161622002939187,2466.0,7.810758116529357,0.0,0.0,0.0,8.0,2.1972245773362196,0.32441200324412006,0.05868680999418941,False,False,2466.0,1,0,0,3,9,13,Inner Epidermis
01_09_06__s1,0,3057.0,1476,01_09_06__s1,all-well,xenopus,1476,3057,8414,A1,A9,A6,1,9,6,1476,1476,7.29776828253138,3057.0,8.025516386489008,0.0,0.0,0.0,12.0,2.5649493574615367,0.39254170755642787,0.10586319218241043,False,False,3057.0,0,0,0,2,0,15,Inner Neuroectoderm
01_09_25__s1,0,2523.0,1315,01_09_25__s1,all-well,xenopus,1315,2523,6824,A1,A9,C1,1,9,25,1315,1315,7.182352111885263,2523.0,7.8336002236611035,1.0,0.6931471805599453,0.03963535473642489,12.0,2.5649493574615367,0.47562425683709864,0.1420059582919563,False,False,2523.0,5,0,0,1,1,25,Inner Neuroectoderm
01_09_35__s1,0,3712.0,1670,01_09_35__s1,all-well,xenopus,1670,3712,10115,A1,A9,C11,1,9,35,1670,1670,7.421177528595393,3712.0,8.21959545417708,0.0,0.0,0.0,24.0,3.2188758248682006,0.646551724137931,0.02979842243645925,False,False,3712.0,7,0,0,1,6,4,Inner Neuroectoderm
01_09_44__s1,0,2203.0,1143,01_09_44__s1,all-well,xenopus,1143,2203,5945,A1,A9,D8,1,9,44,1143,1143,7.042286171939743,2203.0,7.698029170272805,0.0,0.0,0.0,9.0,2.302585092994046,0.40853381752156154,0.06741573033707866,False,False,2203.0,4,2,2,8,8,77,Ventral Inner Mesoderm
01_09_45__s1,0,3679.0,1665,01_09_45__s1,all-well,xenopus,1665,3679,9888,A1,A9,D9,1,9,45,1665,1665,7.418180822726788,3679.0,8.210668031162976,0.0,0.0,0.0,24.0,3.2188758248682006,0.6523511823865181,0.08074534161490685,False,False,3679.0,11,1,1,0,12,20,Outer Neuroectoderm
01_09_61__s1,0,1927.0,1074,01_09_61__s1,all-well,xenopus,1074,1927,5162,A1,A9,F1,1,9,61,1074,1074,6.980075940561763,1927.0,7.564238475170491,0.0,0.0,0.0,8.0,2.1972245773362196,0.4151530877010898,0.08583690987124462,False,False,1927.0,11,1,1,0,12,45,Outer Epidermis
01_10_11__s1,0,2570.0,1215,01_10_11__s1,all-well,xenopus,1215,2570,6885,A1,A10,A11,1,10,11,1215,1215,7.103322062526113,2570.0,7.852050207265889,0.0,0.0,0.0,20.0,3.044522437723423,0.7782101167315175,0.029143105698129616,False,False,2570.0,2,2,2,5,3,47,Dorsal Inner Mesoderm
01_10_25__s1,0,2727.0,1393,01_10_25__s1,all-well,xenopus,1393,2727,7266,A1,A10,C1,1,10,25,1393,1393,7.2399325913204695,2727.0,7.911324018963353,0.0,0.0,0.0,10.0,2.3978952727983707,0.3667033370003667,0.10586319218241043,False,False,2727.0,4,2,2,4,4,79,Ventral Inner Mesoderm
01_10_33__s1,0,1990.0,1138,01_10_33__s1,all-well,xenopus,1138,1990,5341,A1,A10,C9,1,10,33,1138,1138,7.037905963447182,1990.0,7.596392304064196,1.0,0.6931471805599453,0.05025125628140704,7.0,2.0794415416798357,0.35175879396984927,0.0824022346368715,False,False,1990.0,7,0,0,1,6,58,Inner Neuroectoderm
01_11_39__s1,0,2820.0,1391,01_11_39__s1,all-well,xenopus,1391,2820,7439,A1,A11,D3,1,11,39,1391,1391,7.238496840894365,2820.0,7.944846711001996,0.0,0.0,0.0,11.0,2.4849066497880004,0.3900709219858156,0.0701530612244898,False,False,2820.0,7,0,0,1,6,50,Inner Neuroectoderm
01_11_53__s1,0,2434.0,1229,01_11_53__s1,all-well,xenopus,1229,2434,6413,A1,A11,E5,1,11,53,1229,1229,7.114769448366463,2434.0,7.79770203551669,0.0,0.0,0.0,10.0,2.3978952727983707,0.4108463434675432,0.052111903455842025,False,False,2434.0,3,1,1,0,2,9,Outer Epidermis
01_11_55__s1,0,2911.0,1435,01_11_55__s1,all-well,xenopus,1435,2911,8016,A1,A11,E7,1,11,55,1435,1435,7.269616749608169,2911.0,7.976595409316577,1.0,0.6931471805599453,0.034352456200618345,13.0,2.6390573296152584,0.4465819306080384,0.10142630744849446,False,False,2911.0,0,0,0,2,0,55,Inner Epidermis
01_11_56__s1,0,4065.0,1808,01_11_56__s1,all-well,xenopus,1808,4065,10761,A1,A11,E8,1,11,56,1808,1808,7.500529485395295,4065.0,8.310414994188292,0.0,0.0,0.0,15.0,2.772588722239781,0.36900369003690037,0.054220234768026836,False,False,4065.0,0,0,0,2,0,1,Inner Epidermis
01_11_62__s1,0,3358.0,1557,01_11_62__s1,all-well,xenopus,1557,3358,8881,A1,A11,F2,1,11,62,1557,1557,7.351158226430694,3358.0,8.119398589612294,0.0,0.0,0.0,13.0,2.6390573296152584,0.38713519952352593,0.02661596958174905,False,False,3358.0,0,0,0,2,0,1,Inner Epidermis
01_11_74__s1,0,2558.0,1247,01_11_74__s1,all-well,xenopus,1247,2558,6830,A1,A11,G2,1,11,74,1247,1247,7.129297548929373,2558.0,7.847371836159788,0.0,0.0,0.0,11.0,2.4849066497880004,0.4300234558248631,0.0384985563041386,False,False,2558.0,3,1,1,0,2,38,Outer Epidermis
01_11_78__s1,0,2877.0,1478,01_11_78__s1,all-well,xenopus,1478,2877,7838,A1,A11,G6,1,11,78,1478,1478,7.2991214627108,2877.0,7.964850887447313,0.0,0.0,0.0,22.0,3.1354942159291497,0.764685436218283,0.15271966527196656,False,False,2877.0,7,0,0,1,6,4,Neural Plate Border
01_11_82__s1,0,3016.0,1352,01_11_82__s1,all-well,xenopus,1352,3016,8297,A1,A11,G10,1,11,82,1352,1352,7.210079628170788,3016.0,8.012018239159062,1.0,0.6931471805599453,0.03315649867374005,12.0,2.5649493574615367,0.3978779840848806,0.07301173402868316,False,False,3016.0,2,2,2,5,3,49,Dorsal Inner Endoderm
01_11_90__s1,0,2403.0,1127,01_11_90__s1,all-well,xenopus,1127,2403,6344,A1,A11,H6,1,11,90,1127,1127,7.028201432058005,2403.0,7.784889295655098,0.0,0.0,0.0,12.0,2.5649493574615367,0.4993757802746567,0.024229979466119093,False,False,2403.0,4,2,2,8,8,29,Ventral Inner Endoderm
01_12_03__s1,0,3713.0,1622,01_12_03__s1,all-well,xenopus,1622,3713,9845,A1,A12,A3,1,12,3,1622,1622,7.392031567514591,3713.0,8.219864741912652,0.0,0.0,0.0,21.0,3.091042453358316,0.5655803932130353,0.16464088397790055,False,False,3713.0,9,0,3,9,10,31,Dorsal Inner Mesoderm
01_12_17__s1,0,2317.0,1224,01_12_17__s1,all-well,xenopus,1224,2317,6068,A1,A12,B5,1,12,17,1224,1224,7.110696122978827,2317.0,7.748460023899697,1.0,0.6931471805599453,0.04315925766076824,20.0,3.044522437723423,0.8631851532153647,0.027861123017573944,False,False,2317.0,7,0,0,3,6,4,Inner Neuroectoderm
01_12_39__s1,0,2432.0,1193,01_12_39__s1,all-well,xenopus,1193,2432,6583,A1,A12,D3,1,12,39,1193,1193,7.085064293952548,2432.0,7.796880342783522,0.0,0.0,0.0,12.0,2.5649493574615367,0.4934210526315789,0.054220234768026836,False,False,2432.0,6,1,1,6,5,19,Outer Epidermis
01_12_50__s1,0,6042.0,2182,01_12_50__s1,all-well,xenopus,2182,6042,17081,A1,A12,E2,1,12,50,2182,2182,7.688455356549944,6042.0,8.706655856361559,1.0,0.6931471805599453,0.0165508109897385,23.0,3.1780538303479458,0.3806686527639854,0.08944281524926687,False,False,6042.0,13,0,3,4,4,25,Inner Neuroectoderm
01_12_63__s1,0,3915.0,1665,01_12_63__s1,all-well,xenopus,1665,3915,10642,A1,A12,F3,1,12,63,1665,1665,7.418180822726788,3915.0,8.272826003650401,0.0,0.0,0.0,17.0,2.8903717578961645,0.4342273307790549,0.029143105698129616,False,False,3915.0,8,0,3,7,7,11,Inner Neuroectoderm
01_12_66__s1,0,2160.0,1177,01_12_66__s1,all-well,xenopus,1177,2160,5765,A1,A12,F6,1,12,66,1177,1177,7.071573364211532,2160.0,7.6783263565068856,0.0,0.0,0.0,10.0,2.3978952727983707,0.4629629629629629,0.02252614641995173,False,False,2160.0,8,0,3,7,7,54,Inner Neuroectoderm
01_12_79__s1,0,3330.0,1532,01_12_79__s1,all-well,xenopus,1532,3330,9147,A1,A12,G7,1,12,79,1532,1532,7.334981878871814,3330.0,8.11102783819368,0.0,0.0,0.0,16.0,2.833213344056216,0.4804804804804805,0.016356877323420074,False,False,3330.0,12,3,4,11,13,52,Unidentified Cluster
01_13_12__s1,0,4939.0,1738,01_13_12__s1,all-well,xenopus,1738,4939,13386,A1,B1,A12,1,13,12,1738,1738,7.461065514354283,4939.0,8.505120610181969,0.0,0.0,0.0,27.0,3.332204510175204,0.5466693662684754,0.052111903455842025,False,False,4939.0,2,2,2,5,3,42,Dorsal Inner Endoderm
01_13_17__s1,0,2708.0,1345,01_13_17__s1,all-well,xenopus,1345,2708,7274,A1,B1,B5,1,13,17,1345,1345,7.204892510204673,2708.0,7.904334842085095,0.0,0.0,0.0,12.0,2.5649493574615367,0.4431314623338257,0.03182429403854774,False,False,2708.0,0,0,0,2,0,1,Inner Epidermis
01_13_37__s1,0,2055.0,1119,01_13_37__s1,all-well,xenopus,1119,2055,5515,A1,B1,D1,1,13,37,1119,1119,7.02108396428914,2055.0,7.628517626575055,0.0,0.0,0.0,3.0,1.3862943611198906,0.145985401459854,0.08761766835626356,False,False,2055.0,4,2,2,8,8,71,Ventral Inner Endoderm
01_13_45__s1,0,4174.0,1561,01_13_45__s1,all-well,xenopus,1561,4174,11163,A1,B1,D9,1,13,45,1561,1561,7.3537223303996315,4174.0,8.336869637284956,1.0,0.6931471805599453,0.023957834211787255,21.0,3.091042453358316,0.5031145184475324,0.04352226720647773,False,False,4174.0,2,2,2,5,3,29,Dorsal Inner Endoderm
01_13_51__s1,0,4045.0,1718,01_13_51__s1,all-well,xenopus,1718,4045,10927,A1,B1,E3,1,13,51,1718,1718,7.449498005382849,4045.0,8.305484017727691,0.0,0.0,0.0,20.0,3.044522437723423,0.4944375772558714,0.1235347159603246,False,False,4045.0,5,0,0,1,1,82,Neural Plate Border
01_13_61__s1,0,2719.0,1348,01_13_61__s1,all-well,xenopus,1348,2719,7262,A1,B1,F1,1,13,61,1348,1348,7.207118856207756,2719.0,7.908387159290043,0.0,0.0,0.0,9.0,2.302585092994046,0.33100404560500185,0.029143105698129616,False,False,2719.0,5,0,0,1,1,81,Inner Neuroectoderm
01_13_64__s1,0,3475.0,1549,01_13_64__s1,all-well,xenopus,1549,3475,9393,A1,B1,F4,1,13,64,1549,1549,7.346010209913293,3475.0,8.153637486385282,0.0,0.0,0.0,12.0,2.5649493574615367,0.34532374100719426,0.03930131004366812,False,False,3475.0,3,1,1,0,2,8,Outer Epidermis
01_13_82__s1,0,2602.0,1279,01_13_82__s1,all-well,xenopus,1279,2602,7286,A1,B1,G10,1,13,82,1279,1279,7.154615356913663,2602.0,7.864419904994565,1.0,0.6931471805599453,0.03843197540353574,10.0,2.3978952727983707,0.3843197540353574,0.016835016835016835,False,False,2602.0,11,1,1,0,12,9,Outer Epidermis
01_13_92__s1,0,2542.0,1308,01_13_92__s1,all-well,xenopus,1308,2542,6787,A1,B1,H8,1,13,92,1308,1308,7.1770187659099,2542.0,7.841099765422119,0.0,0.0,0.0,11.0,2.4849066497880004,0.4327301337529505,0.08944281524926687,False,False,2542.0,7,0,0,1,6,67,Neural Plate Border
01_13_93__s1,0,3302.0,1571,01_13_93__s1,all-well,xenopus,1571,3302,8962,A1,B1,H9,1,13,93,1571,1571,7.360103972989152,3302.0,8.10258642539079,0.0,0.0,0.0,21.0,3.091042453358316,0.6359781950333132,0.06105512744516893,False,False,3302.0,7,0,0,1,6,4,Inner Neuroectoderm
01_14_03__s1,0,5256.0,2061,01_14_03__s1,all-well,xenopus,2061,5256,14456,A1,B2,A3,1,14,3,2061,2061,7.631431664576906,5256.0,8.567315800819449,1.0,0.6931471805599453,0.01902587519025875,25.0,3.258096538021482,0.4756468797564688,0.02365415986949429,False,False,5256.0,5,0,0,1,1,12,Neural Plate Border
01_14_05__s1,0,7255.0,2498,01_14_05__s1,all-well,xenopus,2498,7255,19789,A1,B2,A5,1,14,5,2498,2498,7.823645930834952,7255.0,8.889583991794973,0.0,0.0,0.0,32.0,3.4965075614664802,0.44107512060647824,0.13867187499999997,False,False,7255.0,0,0,0,2,1,65,Inner Neuroectoderm
01_14_20__s1,0,2374.0,1192,01_14_20__s1,all-well,xenopus,1192,2374,6647,A1,B2,B8,1,14,20,1192,1192,7.084226422097916,2374.0,7.772752716468742,0.0,0.0,0.0,8.0,2.1972245773362196,0.33698399326032014,0.016835016835016835,False,False,2374.0,3,1,1,0,2,19,Outer Epidermis
01_14_27__s1,0,5197.0,1928,01_14_27__s1,all-well,xenopus,1928,5197,14043,A1,B2,C3,1,14,27,1928,1928,7.564757012905729,5197.0,8.556029215201436,0.0,0.0,0.0,28.0,3.367295829986474,0.5387723686742351,0.05530474040632054,False,False,5197.0,3,1,1,0,2,8,Outer Epidermis
01_14_29__s1,0,3037.0,1497,01_14_29__s1,all-well,xenopus,1497,3037,8072,A1,B2,C5,1,14,29,1497,1497,7.311886164077165,3037.0,8.018954683155718,0.0,0.0,0.0,13.0,2.6390573296152584,0.4280540006585446,0.027861123017573944,False,False,3037.0,7,0,0,7,6,56,Dorsal Inner Mesoderm
01_14_46__s1,0,6033.0,2151,01_14_46__s1,all-well,xenopus,2151,6033,16765,A1,B2,D10,1,14,46,2151,2151,7.674152921281675,6033.0,8.705165419719007,1.0,0.6931471805599453,0.01657550140891762,38.0,3.6635616461296463,0.6298690535388696,0.07301173402868316,False,False,6033.0,1,0,0,3,9,75,Inner Epidermis
01_14_47__s1,0,3143.0,1468,01_14_47__s1,all-well,xenopus,1468,3143,8569,A1,B2,D11,1,14,47,1468,1468,7.292337176173877,3143.0,8.053251153549096,0.0,0.0,0.0,12.0,2.5649493574615367,0.3818008272351257,0.06609017912291537,False,False,3143.0,5,0,0,1,1,7,Inner Neuroectoderm
01_14_74__s1,0,2822.0,1416,01_14_74__s1,all-well,xenopus,1416,2822,8106,A1,B2,G2,1,14,74,1416,1416,7.256297239690681,2822.0,7.945555428253489,1.0,0.6931471805599453,0.03543586109142452,14.0,2.70805020110221,0.4961020552799433,0.04623376623376624,False,False,2822.0,1,0,0,3,9,66,Inner Epidermis
