leiden_0.1,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsal Inner Endoderm,Dorsal Inner Mesoderm,Dorsal Outer Endoderm,Dorsal Outer Mesoderm,Inner Epidermis,Inner Neuroectoderm,Neural Plate Border,Outer Epidermis,Outer Neuroectoderm,Unidentified Cluster,Ventral Inner Endoderm,Ventral Inner Mesoderm,Ventral Outer Endoderm,Ventral Outer Mesoderm
0,0,91,0,22,0,0,1122,1205,571,0,0,0,0,17,0,0
1,0,0,128,933,0,0,0,0,0,0,0,0,143,339,0,0
2,101,0,0,0,64,61,0,0,0,698,450,0,0,0,39,82
3,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0
