leiden_10.0,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsal Inner Endoderm,Dorsal Inner Mesoderm,Dorsal Outer Endoderm,Dorsal Outer Mesoderm,Inner Epidermis,Inner Neuroectoderm,Neural Plate Border,Outer Epidermis,Outer Neuroectoderm,Unidentified Cluster,Ventral Inner Endoderm,Ventral Inner Mesoderm,Ventral Outer Endoderm,Ventral Outer Mesoderm
41,0,0,0,0,0,0,9,13,52,0,0,0,0,0,0,0
42,0,4,0,0,0,0,68,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,1,43,27,0,0,0,0,0,0,0
44,2,0,0,0,1,0,0,0,0,48,17,0,0,0,1,2
45,0,0,0,11,0,0,0,0,0,0,0,0,2,56,0,0
46,0,0,3,59,0,0,0,0,0,0,0,0,6,1,0,0
47,0,0,0,0,0,0,0,52,17,0,0,0,0,0,0,0
48,0,0,0,53,0,0,0,0,0,0,0,0,1,15,0,0
49,0,0,0,57,0,0,0,0,0,0,0,0,0,11,0,0
5,0,1,0,5,0,0,92,25,1,0,0,0,0,0,0,0
50,0,0,0,1,0,0,0,0,0,0,0,67,0,0,0,0
51,2,0,0,0,0,1,0,0,0,49,13,0,0,0,0,3
52,0,0,0,0,0,1,1,0,0,3,62,0,0,0,0,0
53,0,0,0,2,0,0,20,10,31,0,0,0,0,0,0,0
54,12,0,0,0,1,0,0,0,0,26,23,0,0,0,0,1
55,0,0,24,15,3,0,0,0,0,0,0,0,20,0,0,0
56,0,0,0,0,0,0,1,37,20,0,0,0,0,4,0,0
57,0,0,0,2,0,0,2,16,40,0,0,0,0,0,0,0
58,3,0,0,0,2,0,0,0,0,45,9,0,0,0,0,0
59,0,0,1,30,0,0,0,0,0,0,0,0,13,8,0,0
6,0,1,0,0,0,0,62,11,50,0,0,0,0,0,0,0
60,0,0,0,52,0,0,0,0,0,0,0,0,4,0,0,0
61,0,0,0,0,0,11,0,0,0,4,16,0,0,0,2,23
62,0,0,0,0,0,0,1,38,15,0,0,0,0,2,0,0
63,0,0,0,0,0,0,12,38,2,0,0,0,0,0,0,0
64,0,0,0,1,0,0,0,30,20,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,14,37,0,0,0,0,0,0,0
66,0,0,0,0,4,38,0,0,0,0,8,0,0,0,1,0
67,0,0,0,1,0,0,43,5,1,0,0,0,0,0,0,0
68,0,0,0,0,2,0,0,0,0,28,18,0,0,0,1,1
69,4,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0
7,6,0,0,0,0,0,0,0,0,92,24,0,0,0,0,2
70,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,12,36,0,0,0,0,0,0,0
73,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,28,9,0,0,0,1,8
75,0,0,0,0,0,2,0,0,0,11,25,0,0,0,3,1
76,0,0,0,2,0,0,6,1,0,0,0,28,0,0,0,0
77,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0
78,0,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0
79,0,0,0,2,0,0,3,28,2,0,0,0,0,1,0,0
8,0,0,0,8,0,0,0,0,0,0,0,0,0,115,0,0
80,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0
81,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0
82,0,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0
83,0,0,0,1,0,0,8,5,7,0,0,2,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0
