leiden_1.2,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsal Inner Endoderm,Dorsal Inner Mesoderm,Dorsal Outer Endoderm,Dorsal Outer Mesoderm,Inner Epidermis,Inner Neuroectoderm,Neural Plate Border,Outer Epidermis,Outer Neuroectoderm,Unidentified Cluster,Ventral Inner Endoderm,Ventral Inner Mesoderm,Ventral Outer Endoderm,Ventral Outer Mesoderm
0,0.0,12.807881773399016,0.0,0.8210180623973727,0.0,0.0,69.12972085385879,9.852216748768473,7.060755336617405,0.0,0.0,0.0,0.0,0.3284072249589491,0.0,0.0
1,15.572232645403378,0.0,0.0,0.0,0.7504690431519699,0.5628517823639775,0.0,0.0,0.0,71.10694183864915,9.380863039399625,0.0,0.0,0.0,0.37523452157598497,2.25140712945591
10,0.0,0.0,1.4184397163120568,93.61702127659575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4184397163120568,3.1914893617021276,0.3546099290780142,0.0
11,0.0,0.0,0.0,3.202846975088968,0.0,0.0,7.11743772241993,56.22775800711744,33.45195729537366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,2.5179856115107913,0.0,0.0,6.115107913669065,58.992805755395686,32.014388489208635,0.0,0.0,0.0,0.0,0.3597122302158274,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,1.968503937007874,0.0,0.0,0.0,0.0,98.03149606299213,0.0,0.0,0.0,0.0
14,0.0,0.0,1.214574898785425,24.696356275303643,0.0,0.0,1.6194331983805668,0.4048582995951417,0.0,0.0,0.0,69.63562753036437,2.0242914979757085,0.4048582995951417,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,1.2396694214876034,66.94214876033058,31.818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.423728813559322,0.0,0.0,0.0,0.0,5.508474576271186,0.0,0.0,0.0,40.67796610169492,29.66101694915254,0.0,0.0,0.0,2.9661016949152543,20.76271186440678
17,3.8135593220338984,0.0,0.0,0.0,0.423728813559322,0.847457627118644,0.0,0.0,0.0,9.745762711864407,83.05084745762711,0.0,0.0,0.0,0.423728813559322,1.694915254237288
18,0.0,0.0,10.7981220657277,7.042253521126761,26.291079812206576,19.718309859154928,0.0,0.0,0.0,0.4694835680751174,8.92018779342723,0.0,9.389671361502346,0.0,12.206572769953052,5.164319248826291
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,0.0,1.153846153846154,0.0,0.38461538461538464,0.0,0.0,76.73076923076924,8.653846153846153,13.076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,22.897196261682243,36.21495327102804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.168224299065418,14.719626168224298,0.0,0.0
4,0.0,0.0,0.0,0.7042253521126761,0.0,0.0,10.328638497652582,57.74647887323944,27.464788732394368,0.0,0.0,0.0,0.0,3.755868544600939,0.0,0.0
5,0.0,0.0,0.0,97.48603351955308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27932960893854747,2.2346368715083798,0.0,0.0
6,0.0,0.0,0.0,0.28169014084507044,0.0,0.0,0.0,81.69014084507043,18.028169014084508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,24.41176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,75.29411764705883,0.0,0.0
8,2.4242424242424243,0.0,0.0,0.0,0.9090909090909091,0.30303030303030304,0.0,0.0,0.0,60.303030303030305,33.63636363636363,0.0,0.0,0.0,0.6060606060606061,1.8181818181818181
9,0.0,2.19435736677116,0.0,0.3134796238244514,0.0,0.0,65.51724137931035,24.76489028213166,5.956112852664576,0.0,1.2539184952978055,0.0,0.0,0.0,0.0,0.0
