leiden_0.8,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsal Inner Endoderm,Dorsal Inner Mesoderm,Dorsal Outer Endoderm,Dorsal Outer Mesoderm,Inner Epidermis,Inner Neuroectoderm,Neural Plate Border,Outer Epidermis,Outer Neuroectoderm,Unidentified Cluster,Ventral Inner Endoderm,Ventral Inner Mesoderm,Ventral Outer Endoderm,Ventral Outer Mesoderm
0,0.0,0.0,0.0,59.4553706505295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30257186081694404,40.24205748865356,0.0,0.0
1,14.168039538714991,0.0,0.0,0.0,0.6589785831960462,0.4942339373970346,0.0,0.0,0.0,72.32289950576606,10.049423393739703,0.0,0.0,0.0,0.3294892915980231,1.9769357495881383
10,0.0,0.0,0.0,2.5179856115107913,0.0,0.0,6.115107913669065,58.992805755395686,32.014388489208635,0.0,0.0,0.0,0.0,0.3597122302158274,0.0,0.0
11,1.9230769230769231,0.0,0.0,0.0,1.153846153846154,0.38461538461538464,0.0,0.0,0.0,55.00000000000001,38.46153846153847,0.0,0.0,0.0,0.7692307692307693,2.307692307692308
12,0.0,0.0,0.0,0.0,0.0,0.0,1.5810276679841897,0.0,0.0,0.0,0.0,98.41897233201581,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,1.2396694214876034,66.94214876033058,31.818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,3.8135593220338984,0.0,0.0,0.0,0.423728813559322,0.847457627118644,0.0,0.0,0.0,9.745762711864407,83.05084745762711,0.0,0.0,0.0,0.423728813559322,1.694915254237288
15,0.43103448275862066,0.0,0.0,0.0,0.0,5.603448275862069,0.0,0.0,0.0,39.6551724137931,30.17241379310345,0.0,0.0,0.0,3.0172413793103448,21.120689655172413
16,0.0,0.0,0.0,17.51152073732719,0.0,0.0,1.8433179723502304,0.4608294930875576,0.0,0.0,0.0,79.26267281105991,0.4608294930875576,0.4608294930875576,0.0,0.0
17,0.0,0.0,10.7981220657277,7.042253521126761,26.291079812206576,19.718309859154928,0.0,0.0,0.0,0.4694835680751174,8.92018779342723,0.0,9.389671361502346,0.0,12.206572769953052,5.164319248826291
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,0.0,14.75095785440613,0.0,0.7662835249042145,0.0,0.0,71.26436781609196,7.471264367816093,5.363984674329502,0.0,0.0,0.0,0.0,0.38314176245210724,0.0,0.0
3,0.0,1.160541586073501,0.0,0.3868471953578337,0.0,0.0,76.59574468085107,8.704061895551257,13.152804642166343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,20.362903225806452,43.54838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.387096774193548,12.701612903225806,0.0,0.0
5,0.0,0.20491803278688525,0.0,0.6147540983606558,0.0,0.0,19.057377049180328,51.63934426229508,25.614754098360653,0.0,0.0,0.0,0.0,2.8688524590163933,0.0,0.0
6,0.0,0.0,0.0,0.28169014084507044,0.0,0.0,0.0,81.69014084507043,18.028169014084508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,2.1604938271604937,0.0,0.30864197530864196,0.0,0.0,65.12345679012346,24.382716049382715,5.864197530864197,0.0,1.2345679012345678,0.9259259259259258,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,3.2679738562091507,0.0,0.0,7.18954248366013,56.5359477124183,33.006535947712415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,1.4134275618374559,93.63957597173145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4134275618374559,3.180212014134275,0.35335689045936397,0.0
