leiden_1.0,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsal Inner Endoderm,Dorsal Inner Mesoderm,Dorsal Outer Endoderm,Dorsal Outer Mesoderm,Inner Epidermis,Inner Neuroectoderm,Neural Plate Border,Outer Epidermis,Outer Neuroectoderm,Unidentified Cluster,Ventral Inner Endoderm,Ventral Inner Mesoderm,Ventral Outer Endoderm,Ventral Outer Mesoderm
0,0.0,1.0657193605683837,0.0,0.3552397868561279,0.0,0.0,74.06749555950266,9.236234458259325,15.2753108348135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15.257352941176471,0.0,0.0,0.0,0.7352941176470588,0.5514705882352942,0.0,0.0,0.0,71.32352941176471,9.558823529411764,0.0,0.0,0.0,0.3676470588235294,2.2058823529411766
10,0.0,0.0,0.0,2.536231884057971,0.0,0.0,6.159420289855073,59.05797101449275,31.88405797101449,0.0,0.0,0.0,0.0,0.36231884057971014,0.0,0.0
11,2.6415094339622645,0.0,0.0,0.0,1.1320754716981132,0.37735849056603776,0.0,0.0,0.0,67.9245283018868,24.90566037735849,0.0,0.0,0.0,0.7547169811320755,2.2641509433962264
12,0.0,0.0,0.0,0.0,0.0,0.0,1.1673151750972763,67.31517509727627,31.517509727626457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,1.5810276679841897,0.0,0.0,0.0,0.0,98.41897233201581,0.0,0.0,0.0,0.0
14,0.0,0.0,1.214574898785425,24.696356275303643,0.0,0.0,1.6194331983805668,0.4048582995951417,0.0,0.0,0.0,69.63562753036437,2.0242914979757085,0.4048582995951417,0.0,0.0
15,0.0,0.0,0.0,97.94238683127571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411522633744856,1.646090534979424,0.0,0.0
16,0.4405286343612335,0.0,0.0,0.0,0.0,5.726872246696035,0.0,0.0,0.0,40.08810572687225,30.396475770925107,0.0,0.0,0.0,3.0837004405286343,20.26431718061674
17,0.0,0.0,10.648148148148149,6.944444444444445,25.925925925925924,19.444444444444446,0.0,0.0,0.0,0.4629629629629629,8.796296296296296,0.0,9.25925925925926,0.0,12.037037037037036,6.481481481481481
18,0.0,0.0,0.0,0.5235602094240838,0.0,0.0,0.0,75.91623036649214,23.56020942408377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,0.0,14.836223506743737,0.0,0.7707129094412332,0.0,0.0,71.09826589595376,7.514450867052023,5.394990366088632,0.0,0.0,0.0,0.0,0.3853564547206166,0.0,0.0
3,0.0,0.205761316872428,0.0,0.6172839506172839,0.0,0.0,19.1358024691358,51.64609053497943,25.514403292181072,0.0,0.0,0.0,0.0,2.880658436213992,0.0,0.0
4,0.0,0.0,0.0,41.90687361419069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22172949002217296,57.87139689578714,0.0,0.0
5,0.0,0.0,22.790697674418606,36.27906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.046511627906977,14.883720930232558,0.0,0.0
6,0.0,0.0,0.0,2.564102564102564,0.0,0.0,5.641025641025641,66.92307692307692,24.871794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,2.005730659025788,0.0,0.28653295128939826,0.0,0.0,55.014326647564474,34.38395415472779,6.303724928366762,0.0,1.146131805157593,0.8595988538681949,0.0,0.0,0.0,0.0
8,3.3670033670033668,0.0,0.0,0.0,0.33670033670033667,0.6734006734006733,0.33670033670033667,0.0,0.0,12.794612794612794,80.8080808080808,0.0,0.0,0.0,0.33670033670033667,1.3468013468013467
9,0.0,0.0,1.3986013986013985,93.7062937062937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3986013986013985,3.146853146853147,0.34965034965034963,0.0
