leiden_0.8,Anterior Paraxial Mesoderm,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsolateral Mesoderm,Eye Primordium,Foregut Primordium,Goblet Cells,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Mesoderm,Lateral Mesoderm,Midgut Primordium,Notochord,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pharyngeal Mesoderm,Posterior Paraxial Mesoderm,Pre-chordal Plate Mesoderm,Pre-placodal Region,Pronephric Primordium,Ventral Blood Island,Ventral Mesoderm
0,0.0,0.0,0.8234217749313815,0.0,0.0,0.0,0.0,0.0,0.0,89.02104300091491,0.8234217749313815,1.3723696248856359,2.92772186642269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.032021957913998,0.0,0.0,0.0
1,0.0,0.7641921397379913,0.0,0.0,0.0,0.0,1.4192139737991267,0.0,0.0,0.0,0.0,0.0,0.0,0.10917030567685589,0.0,0.0,0.0,95.19650655021834,2.5109170305676853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,6.912442396313365,0.0,0.0,6.682027649769585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.976958525345621,0.0,0.0,0.0,0.0,0.0,5.990783410138248,2.995391705069124,1.1520737327188941,0.0,10.138248847926267,1.3824884792626728,49.76958525345622
11,0.47732696897374705,0.0,5.4892601431980905,3.8186157517899764,1.6706443914081146,0.0,0.0,0.0,0.0,7.398568019093078,32.4582338902148,2.863961813842482,0.0,0.0,4.295942720763723,0.0,0.23866348448687352,0.0,0.0,0.0,0.23866348448687352,15.990453460620524,0.0,21.479713603818613,0.23866348448687352,0.23866348448687352,3.1026252983293556
12,0.0,0.0,0.0,0.0,0.0,0.7159904534606205,0.0,0.0,10.978520286396181,0.0,0.0,0.0,0.0,36.51551312649165,0.0,48.44868735083532,0.0,0.0,3.341288782816229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6825938566552902,0.0,0.0,0.0,0.0,0.0,0.0,0.6825938566552902,98.63481228668942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,85.15901060070671,0.0,0.0,0.0,0.0,0.0,0.0,9.187279151943462,1.76678445229682,0.0,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,51.30315500685872,0.0,0.0,47.18792866941015,0.0,0.0,0.0,0.0,0.0,0.0,1.3717421124828533,0.0,0.0,0.0,0.0,0.1371742112482853,0.0,0.0,0.0,0.0,0.0,0.0
3,0.7102272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2840909090909091,0.0,0.8522727272727272,0.0,0.0,0.0,24.005681818181817,0.14204545454545456,0.7102272727272727,0.0,4.261363636363636,11.931818181818182,57.10227272727273
4,0.0,0.0,1.0294117647058822,0.0,0.5882352941176471,0.0,0.0,1.4705882352941175,0.0,2.941176470588235,16.176470588235293,60.588235294117645,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.058823529411764,0.0,0.0,0.0
5,0.0,0.0,2.476780185758514,0.0,1.5479876160990713,0.0,0.0,3.0959752321981426,0.0,1.393188854489164,60.06191950464397,29.566563467492262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8575851393188854,0.0,0.0,0.0
6,0.0,11.029411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6544117647058825,0.0,0.0,0.0,50.0,25.183823529411764,12.132352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,61.111111111111114,0.0,0.0,1.9157088122605364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,1.532567049808429,0.0,0.0,0.0,2.8735632183908044,23.946360153256705,0.0,0.0,1.532567049808429,0.0,1.532567049808429
8,0.0,0.0,0.4291845493562232,0.0,0.2145922746781116,0.0,0.0,2.1459227467811157,0.0,13.733905579399142,49.141630901287556,14.592274678111588,0.2145922746781116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.527896995708154,0.0,0.0,0.0
9,0.6666666666666667,0.0,0.0,4.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,43.55555555555555,0.0,0.0,0.0,37.111111111111114,0.4444444444444444,4.444444444444445,0.0,2.2222222222222223,0.2222222222222222,4.222222222222222
