leiden_1.2,Anterior Paraxial Mesoderm,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsolateral Mesoderm,Eye Primordium,Foregut Primordium,Goblet Cells,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Mesoderm,Lateral Mesoderm,Midgut Primordium,Notochord,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pharyngeal Mesoderm,Posterior Paraxial Mesoderm,Pre-chordal Plate Mesoderm,Pre-placodal Region,Pronephric Primordium,Ventral Blood Island,Ventral Mesoderm
0,0.0,0.7667031763417306,0.0,0.0,0.0,0.0,1.4238773274917853,0.0,0.0,0.0,0.0,0.0,0.0,0.10952902519167579,0.0,0.0,0.0,95.18072289156626,2.5191675794085433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.278772378516624,0.0,0.0,0.5115089514066496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6624040920716114,0.0,7.41687979539642,0.0,0.0,0.0,43.60613810741688,0.2557544757033248,3.0690537084398977,0.0,4.603580562659847,6.905370843989769,30.69053708439898
10,6.214689265536723,0.0,0.0,3.672316384180791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.146892655367232,0.0,0.0,0.0,0.0,0.0,5.367231638418079,0.2824858757062147,1.4124293785310735,0.0,11.299435028248588,1.4124293785310735,58.19209039548022
11,0.0,0.0,1.1560693641618496,0.0,0.0,0.0,0.0,0.0,0.0,74.85549132947978,7.803468208092486,4.046242774566474,0.5780346820809248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.560693641618498,0.0,0.0,0.0
12,0.0,0.0,0.6779661016949152,0.0,0.0,0.0,0.0,0.3389830508474576,0.0,41.01694915254237,18.64406779661017,19.322033898305087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
13,0.0,0.0,84.26573426573427,0.0,0.0,0.0,0.0,0.0,0.0,10.13986013986014,1.7482517482517483,0.0,1.048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.797202797202797,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,98.57142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,17.599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,81.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.4329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5974025974025974,0.4329004329004329,0.0,0.0,3.463203463203463,12.987012987012985,80.08658008658008
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098901098901099,0.0,0.0,0.0,0.0,84.06593406593407,0.0,0.0,0.0,0.0,14.835164835164836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
