leiden_1.0,Anterior Paraxial Mesoderm,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsolateral Mesoderm,Eye Primordium,Foregut Primordium,Goblet Cells,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Mesoderm,Lateral Mesoderm,Midgut Primordium,Notochord,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pharyngeal Mesoderm,Posterior Paraxial Mesoderm,Pre-chordal Plate Mesoderm,Pre-placodal Region,Pronephric Primordium,Ventral Blood Island,Ventral Mesoderm
0,0.0,0.7667031763417306,0.0,0.0,0.0,0.0,1.4238773274917853,0.0,0.0,0.0,0.0,0.0,0.0,0.10952902519167579,0.0,0.0,0.0,95.18072289156626,2.5191675794085433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6711409395973155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684563758389262,0.0,1.2080536912751678,0.0,0.0,0.0,26.308724832214764,0.1342281879194631,0.8053691275167786,0.0,4.295302013422819,11.275167785234899,55.033557046979865
10,0.0,0.0,0.4784688995215311,0.0,0.23923444976076555,0.0,0.0,2.15311004784689,0.0,15.07177033492823,48.32535885167464,16.507177033492823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.22488038277512,0.0,0.0,0.0
11,0.49382716049382713,0.0,5.679012345679013,4.444444444444445,1.728395061728395,0.0,0.0,0.0,0.0,6.419753086419753,32.592592592592595,1.2345679012345678,0.0,0.0,4.691358024691358,0.0,0.24691358024691357,0.0,0.0,0.0,0.24691358024691357,16.543209876543212,0.0,21.975308641975307,0.24691358024691357,0.24691358024691357,3.2098765432098766
12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.25,2.0,19.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6825938566552902,0.0,0.0,0.0,0.0,0.0,0.0,0.6825938566552902,98.63481228668942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,84.26573426573427,0.0,0.0,0.0,0.0,0.0,0.0,10.13986013986014,1.7482517482517483,0.0,1.048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.797202797202797,0.0,0.0,0.0
15,1.2,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.8,0.0,0.0,0.0,55.2,0.8,7.199999999999999,0.0,3.2,0.0,4.0
16,0.0,0.0,0.8163265306122449,0.0,4.489795918367347,0.0,0.0,6.938775510204081,0.0,3.2653061224489797,73.46938775510205,8.979591836734693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0
17,0.0,0.0,0.0,11.180124223602485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.472049689441,0.0,0.0,0.0,0.6211180124223602,0.0,0.6211180124223602,0.0,0.6211180124223602,0.6211180124223602,1.8633540372670807
2,0.0,0.0,0.0,0.0,0.0,51.30315500685872,0.0,0.0,47.18792866941015,0.0,0.0,0.0,0.0,0.0,0.0,1.3717421124828533,0.0,0.0,0.0,0.0,0.1371742112482853,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,2.3977433004231314,0.0,0.0,0.0,0.0,0.4231311706629055,0.0,0.5641748942172073,30.04231311706629,64.59802538787024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9746121297602257,0.0,0.0,0.0
4,0.0,0.0,0.5830903790087464,0.0,0.0,0.0,0.0,0.0,0.0,94.89795918367348,0.0,0.0,4.373177842565598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457725947521866,0.0,0.0,0.0
5,0.0,10.968921389396709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6453382084095063,0.0,0.0,0.0,50.27422303473492,25.045703839122485,12.065813528336381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,60.87786259541985,0.0,0.0,1.9083969465648856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.534351145038168,0.0,1.5267175572519083,0.0,0.0,0.0,2.8625954198473282,23.85496183206107,0.0,0.0,1.3358778625954197,0.0,2.099236641221374
7,0.0,0.0,1.1337868480725624,0.0,0.6802721088435374,0.0,0.0,2.494331065759637,0.0,18.367346938775512,31.065759637188208,15.419501133786847,0.45351473922902497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.385487528344672,0.0,0.0,0.0
8,7.02576112412178,0.0,0.0,6.323185011709602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.988290398126464,0.0,0.0,0.0,0.0,0.0,6.323185011709602,3.0444964871194378,1.1709601873536302,0.0,10.304449648711945,1.405152224824356,49.414519906323186
9,0.0,0.0,0.0,0.0,0.0,0.7159904534606205,0.0,0.0,10.978520286396181,0.0,0.0,0.0,0.0,36.51551312649165,0.0,48.44868735083532,0.0,0.0,3.341288782816229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
