leiden_10.0,Anterior Paraxial Mesoderm,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsolateral Mesoderm,Eye Primordium,Foregut Primordium,Goblet Cells,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Mesoderm,Lateral Mesoderm,Midgut Primordium,Notochord,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pharyngeal Mesoderm,Posterior Paraxial Mesoderm,Pre-chordal Plate Mesoderm,Pre-placodal Region,Pronephric Primordium,Ventral Blood Island,Ventral Mesoderm
0,0.0,0.0,0.5494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,96.7032967032967,0.0,0.0,2.7472527472527473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,1.1560693641618496,0.0,0.0,0.0,0.0,0.0,0.0,85.54913294797689,0.0,0.0,12.138728323699421,0.0,0.0,0.0,0.0,0.5780346820809248,0.0,0.0,0.0,0.0,0.0,0.5780346820809248,0.0,0.0,0.0
10,0.0,0.0,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,3.6764705882352944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.029411764705882,0.0,0.0,0.0,0.0,0.0,0.0,88.97058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7518796992481203,0.0,0.0,0.0,0.0,0.0,2.2556390977443606,0.0,0.7518796992481203,0.0,9.022556390977442,0.7518796992481203,86.46616541353383
13,0.0,2.272727272727273,0.0,0.0,0.0,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.18181818181817,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,65.64885496183206,0.0,0.0,0.0,0.0,0.0,0.0,25.190839694656486,1.5267175572519083,0.0,2.2900763358778624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.343511450381679,0.0,0.0,0.0
15,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,20.8,0.8,1.6,0.0,16.8,2.4,52.0
16,0.0,0.0,0.0,0.0,0.0,89.43089430894308,0.0,0.0,6.504065040650407,0.0,0.0,0.0,0.0,0.0,0.0,1.6260162601626018,0.0,0.0,0.0,0.0,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,4.878048780487805,0.0,0.0,4.0650406504065035,0.0,3.2520325203252036,65.85365853658537,18.69918699186992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2520325203252036,0.0,0.0,0.0
