leiden_10.0,Anterior Paraxial Mesoderm,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsolateral Mesoderm,Eye Primordium,Foregut Primordium,Goblet Cells,Hindbrain Primordium,Hindgut Primordium,Inner Epidermis,Inner Neural Plate,Inner Neural Plate Border,Ionocyte,L/R Organizer Mesoderm,Lateral Mesoderm,Midgut Primordium,Notochord,Outer Epidermis,Outer Neural Plate,Outer Neural Plate Border,Pharyngeal Mesoderm,Posterior Paraxial Mesoderm,Pre-chordal Plate Mesoderm,Pre-placodal Region,Pronephric Primordium,Ventral Blood Island,Ventral Mesoderm
28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103,1,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,27,0,0,0,0,0,0,0,0
3,0,0,155,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2,0,72
31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,72,0,5,0,3,5,9
32,0,0,0,0,0,0,0,1,0,8,26,45,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0
34,0,0,21,0,4,0,0,0,0,10,51,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
35,2,0,0,9,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,65,0,4,1,1,6
36,26,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,64,0,0,1,0,1
37,0,0,3,0,0,0,0,6,0,1,32,21,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0
39,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,0,0,0,0
4,0,0,0,0,1,0,0,9,0,8,127,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
40,0,0,2,0,0,0,0,0,0,37,27,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
41,0,0,1,3,3,0,0,0,0,2,20,0,0,0,3,0,0,0,0,0,1,1,0,58,0,0,6
42,0,0,1,0,2,0,0,6,0,4,23,59,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,66,7,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,3,56,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,23,67
49,0,0,2,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143,4,0,0,0,0,0,0,0,0
50,0,0,0,0,0,2,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15,0,3,0,27,0,33
52,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,82,5,0,0,0,0,0,0,0,0
53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,7,0,0,0,0,0,0,0,0
54,0,0,0,0,0,87,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,33,29
56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,4,79
57,16,0,0,21,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,17,0,0,0,1,5
58,0,0,0,0,0,0,0,0,0,0,13,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,107,0,16,0,3,4,10
60,0,0,0,0,0,0,0,1,0,1,40,19,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0
61,61,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,2,0,0,2,0,4
62,0,0,1,0,0,0,0,0,0,1,0,77,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
63,63,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,2,0,0
64,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,2,0,0,0,0,0,0,0,0
65,0,0,0,0,0,61,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,75,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,3,0,1,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,5,0,64,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
69,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,44,2,0,0,5,0,6
7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,141,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,67,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,52,0,0,0,8,0,2,0,1,0,0
72,0,0,2,0,1,0,0,3,0,1,24,31,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
73,0,0,1,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
75,0,0,1,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,0,0,0,0,0,0,0
77,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78,0,0,0,0,0,25,0,0,14,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,1,1,1,1,3
8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15,27,0,0,0,0,0,0,0
80,0,0,1,0,0,0,0,0,0,10,36,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
81,0,0,0,0,0,0,0,0,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,23,0,0,0,0,0,0,0
83,16,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,4,0,0,0,0,9
84,0,0,0,0,0,0,0,0,0,7,26,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0
85,0,0,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,0,0,0,0,0,1,0,0,27,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
87,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,14,0,0,0,0,0
9,0,0,3,0,0,0,0,0,0,116,6,5,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0
