,orig.ident,nCount_RNA,nFeature_RNA,bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,total_counts_ribo,log1p_total_counts_ribo,pct_counts_ribo,doublet_scores,predicted_doublets,doublet_info,n_counts,leiden_0.3,leiden_1.0,leiden_0.05,leiden_0.1,leiden_0.8,leiden_1.2,leiden_10.0,region_annotation
03_62_96__s2,2,4120.0,1628,03_62_96__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1628,4120,8479,3,62,96,A3,F2,H12,1628,1628,7.395721608602045,2703.642962394452,7.902725190847818,1.231739068703661,0.8027811329825163,0.045558495919623375,4.926956274814644,1.7795108054905933,0.1822339836784935,0.015565839293226757,False,False,2703.642962394452,9,18,4,6,15,20,47,Outer Epidermis
03_63_04__s2,2,9096.0,2741,03_63_04__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2741,9096,18734,3,63,4,A3,F3,A4,2741,2741,7.91644286012226,3319.413943212219,8.107844735828845,4.870986614177923,1.7700226970893156,0.14674236770434956,16.19684761241838,2.84472608867411,0.4879429890188563,0.0075018754688672175,False,False,3319.413943212219,7,16,1,5,14,14,5,Notochord
03_63_23__s2,2,8168.0,2905,03_63_23__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2905,8168,16915,3,63,23,A3,F3,B11,2905,2905,7.974532844130228,3643.5190594802643,8.200979690464312,1.598875447881786,0.9550788314181947,0.04388272496397645,34.59257509865784,3.572137051460912,0.949427587284046,0.027982326951399118,False,False,3643.5190594802643,6,2,0,3,5,1,36,Pre-placodal Region
03_63_26__s2,2,3644.0,1756,03_63_26__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1756,3644,7414,3,63,26,A3,F3,C2,1756,1756,7.471363088187097,2954.7795095063348,7.991517688455995,1.3202178851586874,0.8416610972850612,0.04468075810432504,11.523404879753375,2.527599283950693,0.389992039767415,0.021917808219178082,False,False,2954.7795095063348,1,17,2,2,16,15,51,Goblet Cell
03_63_27__s2,2,5589.0,2426,03_63_27__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2426,5589,11652,3,63,27,A3,F3,C3,2426,2426,7.794411205726601,3459.6258220708187,8.149204725127015,2.0515303140859653,1.115643207111996,0.05929919649108141,29.92340167739209,3.4315132331075553,0.8649317358685028,0.16816431322207953,False,False,3459.6258220708187,6,2,0,3,5,1,88,Ionocyte
03_63_39__s2,2,6848.0,2536,03_63_39__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2536,6848,14027,3,63,39,A3,F3,D3,2536,2536,7.838737559599282,3390.3277135274157,8.128976779605134,0.0,0.0,0.0,9.002753165521787,2.302860371653577,0.26554226984019214,0.041359773371104816,False,False,3390.3277135274157,1,17,2,2,16,15,51,Outer Epidermis
03_63_46__s2,2,3045.0,1587,03_63_46__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1587,3045,6367,3,63,46,A3,F3,D10,1587,1587,7.370230641807081,2861.6736192945355,7.959511299051833,1.4549040174268315,0.8980876637110372,0.05084101861292962,10.7533720295716,2.464140180659065,0.3757721340780484,0.0341925302472383,False,False,2861.6736192945355,9,18,4,6,15,20,53,Ciliated Epidermal Progenitor
03_63_56__s2,2,5362.0,2128,03_63_56__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2128,5362,11003,3,63,56,A3,F3,E8,2128,2128,7.663407664893479,3140.7219648408436,8.052526325034048,3.1576796632881683,1.42495714541177,0.10053992994722742,41.14803652538577,3.7411881003352203,1.3101457876890084,0.017756604590731917,False,False,3140.7219648408436,2,3,1,1,4,4,7,Posterior Paraxial Mesoderm
03_63_60__s2,2,7306.0,2868,03_63_60__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2868,7306,15037,3,63,60,A3,F3,E12,2868,2868,7.9617188159813645,3644.007772231185,8.20111377673985,2.587072001434369,1.2773362712325376,0.07099523829638635,34.504776737089266,3.5696672434038725,0.9468908656021439,0.007927519818799546,False,False,3644.007772231185,0,1,0,0,3,2,1,Eye Primordium
03_63_67__s2,2,7038.0,2716,03_63_67__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2716,7038,14341,3,63,67,A3,F3,F7,2716,2716,7.907283609426348,3570.020389511299,8.180606657326482,2.783753851501557,1.3307165992592018,0.07797585301417917,23.93453270503148,3.2162536982983765,0.6704312607107514,0.012505042355788625,False,False,3570.020389511299,6,2,0,3,5,1,0,Inner Epidermis
03_63_74__s2,2,10554.0,3139,03_63_74__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3139,10554,21572,3,63,74,A3,F3,G2,3139,3139,8.0519780789023,3569.7009104583035,8.180517188964503,3.3327531710970257,1.4662031762372247,0.09336225232015707,26.163298752372143,3.301866751588186,0.7329269148493763,0.012505042355788625,False,False,3569.7009104583035,0,4,0,0,1,3,14,Early Neuron
03_63_95__s2,2,10498.0,2794,03_63_95__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2794,10498,22120,3,63,95,A3,F3,H11,2794,2794,7.9355873855892,3139.0986239411677,8.052009487307512,0.6691425575792632,0.5123100559986522,0.021316391669757365,32.17575965663631,3.5018194784229117,1.0249999605376954,0.012505042355788625,False,False,3139.0986239411677,2,6,1,1,10,6,10,Anterior Paraxial Mesoderm
03_64_02__s2,2,4856.0,2223,03_64_02__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2223,4856,10116,3,64,2,A3,F4,A2,2223,2223,7.707062655370473,3340.681230352038,8.11422932170725,4.47275508117283,1.6997821607809225,0.1338875149336381,17.802222250478795,2.933975067662967,0.5328919769038489,0.06526315789473683,False,False,3340.681230352038,5,8,2,4,8,8,39,Outer Neural Plate Border
03_64_04__s2,2,12221.0,3431,03_64_04__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3431,12221,25289,3,64,4,A3,F4,A4,3431,3431,8.140898460607852,3707.678829750743,8.218430981599736,4.475732525981615,1.7003260614526903,0.12071521648714398,27.843560584703965,3.3618867647373887,0.7509701315357947,0.0341925302472383,False,False,3707.678829750743,0,12,0,0,1,10,44,Anterior Pre-placodal Region
03_64_08__s2,2,3396.0,1845,03_64_08__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1845,3396,7053,3,64,8,A3,F4,A8,1845,1845,7.520776415062797,3117.911495213247,8.04523934019149,6.664842661959674,2.0366439852976623,0.21375984123320466,23.33008407020857,3.191713612202884,0.7482599844808273,0.022549470777726642,False,False,3117.911495213247,6,2,0,3,5,1,91,Inner Epidermis
03_64_12__s2,2,3615.0,1788,03_64_12__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1788,3615,7371,3,64,12,A3,F4,A12,1788,1788,7.489412083508719,3015.77950594413,8.011945152611649,2.65216054102999,1.2953189215228154,0.08794278679202364,15.816732906612298,2.8223743970699724,0.5244658263456387,0.0075018754688672175,False,False,3015.77950594413,0,1,0,0,3,2,1,Eye Primordium
03_64_26__s2,2,4389.0,2166,03_64_26__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2166,4389,9157,3,64,26,A3,F4,C2,2166,2166,7.681099001536359,3343.55716360218,8.115089576235446,2.9023934153463715,1.3615900611437295,0.08680555687642197,53.49621920637653,3.998131326902761,1.5999792014544891,0.009237875288683603,False,False,3343.55716360218,3,7,1,1,2,7,6,Ventral Mesoderm
03_64_42__s2,2,5453.0,2443,03_64_42__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2443,5453,11263,3,64,42,A3,F4,D6,2443,2443,7.8013913202914855,3493.403699389441,8.158918024772243,3.1249117299229,1.417044620751117,0.08945177823190191,43.80027826153048,3.8022143505965267,1.2537995041679744,0.01832460732984293,False,False,3493.403699389441,3,7,1,1,2,7,35,Ventral Mesoderm
03_64_47__s2,2,3388.0,1765,03_64_47__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1765,3388,6999,3,64,47,A3,F4,D11,1765,1765,7.476472381163905,3041.7529651082436,8.020517965237223,2.748238013118544,1.321285866393643,0.0903504671366613,23.917887398471972,3.2155859149834036,0.7863191939921667,0.011067193675889327,False,False,3041.7529651082436,6,2,0,3,5,1,0,Inner Epidermis
03_64_54__s2,2,5284.0,2052,03_64_54__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2052,5284,10918,3,64,54,A3,F4,E6,2052,2052,7.627057417018934,3033.9448484362742,8.017948531478826,3.6897346837991223,1.545376010239486,0.12161508755509674,8.496985143396598,2.250974394912598,0.2800639289068168,0.017756604590731917,False,False,3033.9448484362742,1,0,2,2,0,0,2,Outer Neural Plate Border
03_64_56__s2,2,9334.0,3177,03_64_56__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3177,9334,19271,3,64,56,A3,F4,E8,3177,3177,8.064007347096661,3639.1168817281496,8.199771070480136,11.042978462875906,2.488481789924664,0.30345215121619834,37.99709452697633,3.663487144046136,1.04412954466393,0.050868486352357314,False,False,3639.1168817281496,2,6,1,1,4,6,13,Posterior Paraxial Mesoderm
03_64_60__s2,2,5680.0,2302,03_64_60__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2302,5680,11822,3,64,60,A3,F4,E12,2302,2302,7.741967899820685,3334.947190993562,8.11251193331544,1.0154347821892018,0.7008349449216554,0.030448301698195082,44.840841690396,3.8251754337212476,1.344574265268555,0.027263875365141185,False,False,3334.947190993562,3,15,1,1,2,13,18,Pronephric Primordium
03_65_13__s2,2,3483.0,1765,03_65_13__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1765,3483,7117,3,65,13,A3,F5,B1,1765,1765,7.476472381163905,3015.568807725456,8.011875308071668,0.0,0.0,0.0,33.50538330100493,3.5411153495749845,1.1110800461647214,0.027982326951399118,False,False,3015.568807725456,4,11,0,3,11,9,65,Posterior Pre-placodal Region
03_65_32__s2,2,4551.0,1644,03_65_32__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1644,4551,9454,3,65,32,A3,F5,C8,1644,1644,7.405495663199472,2657.4328045676143,7.885492056931,2.3246254614872734,1.2013570246013778,0.08747635904440144,17.84165683090202,2.936070207473781,0.6713869415714164,0.04860267314702309,False,False,2657.4328045676143,8,13,3,4,12,11,62,Hindgut Primordium
03_65_36__s2,2,10156.0,3307,03_65_36__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3307,10156,21333,3,65,36,A3,F5,C12,3307,3307,8.104099056143582,3799.3847446866375,8.24285758919093,1.0883192445070233,0.7363595532120042,0.02864461794844588,20.64154430409164,3.074614814837378,0.5432864974508944,0.047504509921828024,False,False,3799.3847446866375,5,8,2,4,8,8,37,L/R Organizer Mesoderm
03_65_64__s2,2,5443.0,1902,03_65_64__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1902,5443,11530,3,65,64,A3,F5,F4,1902,1902,7.551186867296149,2765.745741589085,7.925427086005402,1.5421102765956098,0.9329945536499056,0.055757485346775805,22.354363425196446,3.150783837114889,0.8082580798751422,0.008358662613981762,False,False,2765.745741589085,2,6,1,1,10,6,13,Anterior Paraxial Mesoderm
03_65_95__s2,2,5056.0,2107,03_65_95__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2107,5056,10523,3,65,95,A3,F5,H11,2107,2107,7.653494909661253,3192.3005400958305,8.068810312963011,1.0912009259984674,0.7377385066949467,0.03418227426562132,27.6443049827916,3.354954644441439,0.8659681203437611,0.005452562704471101,False,False,3192.3005400958305,6,2,0,3,5,1,0,Inner Epidermis
03_66_04__s2,2,9124.0,2965,03_66_04__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2965,9124,18800,3,66,4,A3,F6,A4,2965,2965,7.994969522697877,3622.760139113233,8.19526747819352,3.3565178434581426,1.47167307850502,0.09265084395788178,13.974362479937241,2.706339570803951,0.38573799929679686,0.062371487320082235,False,False,3622.760139113233,1,9,2,2,9,19,21,Outer Epidermis
03_66_05__s2,2,5468.0,2109,03_66_05__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2109,5468,11218,3,66,5,A3,F6,A5,2109,2109,7.6544432264701125,3076.877585064593,8.03199554267376,0.0,0.0,0.0,12.478325458600173,2.6010828736282505,0.4055515734253111,0.03021148036253776,False,False,3076.877585064593,1,0,2,2,0,0,8,Outer Epidermis
03_66_14__s2,2,11805.0,2913,03_66_14__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2913,11805,24431,3,66,14,A3,F6,B2,2913,2913,7.97728198675515,3229.1835496999424,8.080294241134625,6.403491860954784,2.0019517620150205,0.19830064666190314,12.051790008954372,2.5689252897995005,0.37321477158132527,0.01060070671378092,False,False,3229.1835496999424,7,16,1,5,14,14,5,Notochord
03_66_40__s2,2,5635.0,2211,03_66_40__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2211,5635,11758,3,66,40,A3,F6,D4,2211,2211,7.701652362642226,3213.431617536097,8.075405830229348,2.04102968683613,1.1121961708429509,0.06351557866356877,40.82677844000135,3.7335367669492037,1.2705040374036445,0.022549470777726642,False,False,3213.431617536097,3,15,1,1,2,13,18,Ventral Mesoderm
03_66_49__s2,2,5895.0,2085,03_66_49__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2085,5895,12111,3,66,49,A3,F6,E1,2085,2085,7.643003635560718,3023.9960533326316,8.014665065780664,0.9919000603734318,0.68908898740856,0.032800970731436514,13.382746090367702,2.6660293000116906,0.44255170490778534,0.020080321285140566,False,False,3023.9960533326316,1,0,2,2,0,0,2,Goblet Cell
03_66_69__s2,2,6487.0,2032,03_66_69__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2032,6487,13577,3,66,69,A3,F6,F9,2032,2032,7.617267813628347,2857.8574645095055,7.958177336063597,0.0,0.0,0.0,4.663860086740616,1.7341056538865642,0.1631942860922588,0.006256900993743099,False,False,2857.8574645095055,7,16,1,5,14,14,5,Notochord
03_67_18__s2,2,1972.0,1081,03_67_18__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1081,1972,3874,3,67,18,A3,F7,B6,1081,1081,6.9865664594064265,2302.3220642948813,7.742107735590269,0.0,0.0,0.0,16.83889932978,2.881381428487329,0.731387653835353,0.016645326504481434,False,False,2302.3220642948813,1,17,2,2,16,15,51,Outer Epidermis
03_67_25__s2,2,4982.0,2074,03_67_25__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2074,4982,9897,3,67,25,A3,F7,C1,2074,2074,7.637716432664798,3160.409391832947,8.058773217221747,0.0,0.0,0.0,20.509497522002526,3.068494582802346,0.648950657310495,0.025862068965517238,False,False,3160.409391832947,0,1,0,0,3,2,44,Inner Neural Plate
03_67_32__s2,2,4319.0,2004,03_67_32__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2004,4319,8594,3,67,32,A3,F7,C8,2004,2004,7.60339933974067,3184.8648090142674,8.066479056743038,0.0,0.0,0.0,19.567463324118552,3.023710376863469,0.614389134155267,0.025178147268408554,False,False,3184.8648090142674,4,11,0,3,11,9,65,Posterior Pre-placodal Region
03_67_62__s2,2,3961.0,2032,03_67_62__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2032,3961,7920,3,67,62,A3,F7,F2,2032,2032,7.617267813628347,3234.1279288349483,8.081823751388024,3.779313628100194,1.564296943745324,0.11685727068507278,24.104986628608653,3.2230664968678715,0.7453318841747907,0.01060070671378092,False,False,3234.1279288349483,0,1,0,0,3,2,44,Inner Neural Plate
03_67_69__s2,2,3791.0,1740,03_67_69__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1740,3791,7446,3,67,69,A3,F7,F9,1740,1740,7.462214939768189,2915.1060479551743,7.978004460078777,0.0,0.0,0.0,18.079409165412038,2.948609699367305,0.6201973056209736,0.041359773371104816,False,False,2915.1060479551743,5,8,2,4,8,8,39,Outer Neural Plate Border
03_67_73__s2,2,4253.0,2123,03_67_73__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2123,4253,8577,3,67,73,A3,F7,G1,2123,2123,7.66105638236183,3334.7586135641254,8.112455402816341,7.109859793405363,2.0930805798651013,0.21320463089850103,42.197622875937896,3.7657854677161215,1.265387626687555,0.01060070671378092,False,False,3334.7586135641254,3,7,1,1,2,7,6,Ventral Mesoderm
03_68_10__s2,2,3974.0,1916,03_68_10__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1916,3974,8074,3,68,10,A3,F8,A10,1916,1916,7.558516743045645,3117.309855252416,8.045046420963875,3.054622081655917,1.3998574851121812,0.09798904258776601,35.27375102136015,3.5910943673397338,1.1315445900229237,0.015565839293226757,False,False,3117.309855252416,3,7,1,1,2,7,35,Ventral Mesoderm
03_68_11__s2,2,5533.0,2382,03_68_11__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2382,5533,11416,3,68,11,A3,F8,A11,2382,2382,7.776115477098742,3374.7949622604206,8.124386119943868,4.5877247077408825,1.720572175281533,0.13594084260064343,22.046092872576743,3.137496248462065,0.6532572532291082,0.008795411089866157,False,False,3374.7949622604206,0,1,0,0,3,2,1,Eye Primordium
03_68_27__s2,2,3052.0,1583,03_68_27__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1583,3052,6297,3,68,27,A3,F8,C3,1583,1583,7.367708572374371,2852.19656146067,7.956195245251282,1.4531442653088638,0.8973705753321125,0.050948251075819184,25.31707125473638,3.2702178257495533,0.8876341692863893,0.015565839293226757,False,False,2852.19656146067,3,14,1,1,13,12,70,Ventral Mesoderm
03_68_29__s2,2,4687.0,2042,03_68_29__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2042,4687,9734,3,68,29,A3,F8,C5,2042,2042,7.622174594817622,3150.7156861502076,8.05570224581493,3.426510089493469,1.4876114834052303,0.10875338909681974,17.651864487987304,2.9259461136391387,0.5602493606636955,0.01832460732984293,False,False,3150.7156861502076,0,4,0,0,1,3,14,Inner Neural Plate
03_68_48__s2,2,4573.0,2258,03_68_48__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2258,4573,9402,3,68,48,A3,F8,D12,2258,2258,7.7226775164680035,3403.9879636869036,8.13299668368365,0.0,0.0,0.0,22.31540685513598,3.14911438046771,0.6555665617267892,0.008795411089866157,False,False,3403.9879636869036,6,2,0,3,5,1,0,Inner Epidermis
03_68_70__s2,2,5490.0,2441,03_68_70__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2441,5490,11261,3,68,70,A3,F8,F10,2441,2441,7.80057265467065,3481.8770828639476,8.155613979150091,0.0,0.0,0.0,28.875837202342737,3.3970500333684037,0.8293181096040156,0.014516798009124842,False,False,3481.8770828639476,2,10,1,1,6,17,28,Lateral Mesoderm
03_68_74__s2,2,5892.0,2568,03_68_74__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2568,5892,11973,3,68,74,A3,F8,G2,2568,2568,7.851271997109883,3575.9823514682266,8.18227480535482,4.945117762869697,1.7825703386714828,0.13828697339178228,38.34949340158439,3.6724831006149583,1.072418419118843,0.01400329489291598,False,False,3575.9823514682266,2,3,1,1,6,17,19,Lateral Mesoderm
03_68_82__s2,2,5393.0,1933,03_68_82__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1933,5393,11099,3,68,82,A3,F8,G10,1933,1933,7.56734567601324,2865.588534634321,7.960877937841935,2.598182773409013,1.2804289328509795,0.09066838249827684,3.146433132818543,1.4222484786048601,0.10980059051709112,0.008795411089866157,False,False,2865.588534634321,1,0,2,2,0,0,3,Outer Neural Plate
03_69_11__s2,2,5480.0,2034,03_69_11__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2034,5480,11214,3,69,11,A3,F9,A11,2034,2034,7.618251097876695,3011.0674269404144,8.010381974771615,0.0,0.0,0.0,12.541623213118545,2.6057681430992434,0.4165175147161103,0.025862068965517238,False,False,3011.0674269404144,1,0,2,2,0,0,60,Outer Epidermis
03_69_22__s2,2,11917.0,3338,03_69_22__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3338,11917,24141,3,69,22,A3,F9,B10,3338,3338,8.113426639943654,3691.605032466537,8.214087458812509,2.8664221049685046,1.352329558728883,0.07764704186279948,13.32975513967924,2.6623381544421196,0.3610829171173005,0.043327556325823226,False,False,3691.605032466537,1,9,2,2,9,19,21,Outer Epidermis
03_69_41__s2,2,9537.0,2659,03_69_41__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2659,9537,19396,3,69,41,A3,F9,D5,2659,2659,7.886081401775745,3223.2210507015334,8.078446665389487,0.717131133012723,0.5406549523320219,0.022248897042188263,6.150382675227674,1.9671658762845816,0.1908147960838443,0.0189010989010989,False,False,3223.2210507015334,1,0,2,2,0,0,3,Outer Epidermis
03_69_42__s2,2,5305.0,1936,03_69_42__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1936,5305,10546,3,69,42,A3,F9,D6,1936,1936,7.5688956634069955,2926.470339402334,7.981893963704862,2.6218820329315244,1.2869937893370949,0.08959195648184785,6.13349402622808,1.9648011601472857,0.20958674836529212,0.017196904557179708,False,False,2926.470339402334,1,0,2,2,0,0,8,Goblet Cell
03_69_70__s2,2,3589.0,1579,03_69_70__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1579,3589,7520,3,69,70,A3,F9,F10,1579,1579,7.365180126021013,2710.212885265803,7.905151372887701,3.9941610893186708,1.6082694479089696,0.14737444099071004,2.6627740595457805,1.2982208000885929,0.09824962732714003,0.008795411089866157,False,False,2710.212885265803,9,18,4,6,15,20,53,Ciliated Epidermal Progenitor
03_69_74__s2,2,5287.0,1939,03_69_74__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1939,5287,10735,3,69,74,A3,F9,G2,1939,1939,7.570443252057374,2920.100465552252,7.979715696028472,0.0,0.0,0.0,13.019069450222892,2.6404185063810393,0.4458432031296812,0.005852231163130945,False,False,2920.100465552252,9,18,4,6,15,20,53,Ciliated Epidermal Progenitor
03_69_81__s2,2,4441.0,2125,03_69_81__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2125,4441,9148,3,69,81,A3,F9,G9,2125,2125,7.661997558901893,3313.237746019719,8.105982935310646,0.0,0.0,0.0,23.273820661853005,3.189398430581283,0.7024494601938079,0.0189010989010989,False,False,3313.237746019719,4,1,0,0,3,22,34,Anterior Neural Ridge
03_69_84__s2,2,4900.0,2232,03_69_84__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2232,4900,10242,3,69,84,A3,F9,G12,2232,2232,7.711101251840158,3360.9191193508373,8.120267256377227,2.224252015669665,1.1707009902214036,0.0661798733228451,19.249423070118727,3.0081263027821827,0.572742823809362,0.026557218734910674,False,False,3360.9191193508373,6,2,0,3,5,1,88,Posterior Pre-placodal Region
