leiden_1.0,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsal Inner Endoderm,Dorsal Inner Mesoderm,Dorsal Outer Endoderm,Dorsal Outer Mesoderm,Inner Epidermis,Inner Neuroectoderm,Neural Plate Border,Outer Epidermis,Outer Neuroectoderm,Unidentified Cluster,Ventral Inner Endoderm,Ventral Inner Mesoderm,Ventral Outer Endoderm,Ventral Outer Mesoderm
0,0.0,1.0362694300518136,0.0,0.932642487046632,0.0,0.0,27.668393782383422,23.523316062176168,46.1139896373057,0.0,0.0,0.0,0.0,0.7253886010362695,0.0,0.0
1,0.0,0.0,0.1855287569573284,46.01113172541744,0.0,0.0,0.0,13.729128014842301,29.684601113172544,0.0,0.0,0.0,0.0,10.38961038961039,0.0,0.0
10,0.0,0.0,0.0,0.42016806722689076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.57983193277312,0.0,0.0,0.0,0.0
11,4.329004329004329,0.0,0.0,0.0,0.8658008658008658,0.4329004329004329,0.0,0.0,0.0,35.93073593073593,54.112554112554115,0.0,0.0,0.0,0.0,4.329004329004329
12,0.0,0.0,0.0,0.0,44.21052631578947,1.5789473684210527,0.0,0.0,0.0,6.315789473684211,10.526315789473683,0.0,0.0,0.0,26.31578947368421,11.052631578947368
13,1.0204081632653061,0.0,0.0,0.0,45.40816326530612,1.0204081632653061,0.0,0.0,0.0,5.1020408163265305,13.77551020408163,0.0,0.0,0.0,21.93877551020408,11.73469387755102
14,0.0,0.0,0.0,0.5747126436781609,5.747126436781609,47.701149425287355,0.0,0.0,0.0,0.5747126436781609,25.287356321839084,0.0,0.0,0.0,2.2988505747126435,17.81609195402299
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.3838771593090211,0.0,0.0,5.566218809980806,5.3742802303262955,87.5239923224568,0.0,0.0,0.0,0.0,1.1516314779270633,0.0,0.0
3,0.0,0.0,0.0,76.27450980392156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39215686274509803,23.333333333333332,0.0,0.0
4,17.729083665338646,0.0,0.0,0.0,0.796812749003984,0.796812749003984,0.0,0.0,0.0,59.9601593625498,14.741035856573706,0.0,0.0,0.0,0.9960159362549801,4.9800796812749
5,1.2903225806451613,0.0,0.0,0.0,0.43010752688172044,1.0752688172043012,0.0,0.0,0.0,13.978494623655912,74.40860215053763,0.0,0.0,0.0,0.0,8.817204301075268
6,0.0,0.0,12.947658402203857,4.40771349862259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.04683195592286,41.59779614325069,0.0,0.0
7,0.0,0.0,44.08284023668639,49.70414201183432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2544378698224854,2.9585798816568047,0.0,0.0
8,0.0,0.0,0.0,3.571428571428571,0.0,0.0,24.107142857142858,48.214285714285715,24.107142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.6060606060606061,0.0,0.0,0.0,0.0,0.30303030303030304,73.33333333333333,25.757575757575758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
