leiden_0.8,Cement Gland Primordium,Ciliated Epidermal Progenitor,Dorsal Inner Endoderm,Dorsal Inner Mesoderm,Dorsal Outer Endoderm,Dorsal Outer Mesoderm,Inner Epidermis,Inner Neuroectoderm,Neural Plate Border,Outer Epidermis,Outer Neuroectoderm,Unidentified Cluster,Ventral Inner Endoderm,Ventral Inner Mesoderm,Ventral Outer Endoderm,Ventral Outer Mesoderm
0,0.0,0.927643784786642,0.0,0.927643784786642,0.0,0.0,24.768089053803337,21.799628942486084,50.83487940630798,0.0,0.0,0.0,0.0,0.7421150278293136,0.0,0.0
1,0.0,0.0,30.708661417322837,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.354330708661415,23.937007874015748,0.0,0.0
10,0.0,0.0,0.0,0.0,44.21052631578947,1.5789473684210527,0.0,0.0,0.0,6.315789473684211,10.526315789473683,0.0,0.0,0.0,26.31578947368421,11.052631578947368
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,0.0,0.3067484662576687,0.15337423312883436,38.036809815950924,0.0,0.0,0.0,16.87116564417178,36.04294478527607,0.0,0.0,0.0,0.0,8.588957055214724,0.0,0.0
3,15.372168284789645,0.0,0.0,0.0,0.6472491909385114,0.6472491909385114,0.0,0.0,0.0,55.33980582524271,20.87378640776699,0.0,0.0,0.0,0.8090614886731391,6.310679611650485
4,0.0,0.0,0.0,2.113821138211382,0.0,0.0,17.88617886178862,28.455284552845526,50.73170731707317,0.0,0.0,0.0,0.0,0.8130081300813009,0.0,0.0
5,1.7301038062283738,0.0,0.0,0.0,0.6920415224913495,0.8650519031141869,0.0,0.0,0.0,18.5121107266436,71.62629757785467,0.0,0.0,0.0,0.0,6.5743944636678195
6,0.0,0.0,0.17331022530329288,77.46967071057192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17331022530329288,22.183708838821488,0.0,0.0
7,0.5376344086021506,0.0,0.0,0.2688172043010753,26.61290322580645,23.118279569892472,0.0,0.0,0.0,2.956989247311828,19.623655913978492,0.0,0.0,0.0,12.634408602150538,14.24731182795699
8,0.0,0.0,0.0,0.0,0.0,0.0,0.2890173410404624,61.5606936416185,38.15028901734104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
