group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
Cement Gland Primordium,agr2,17.38296,9.592082,1.1106914918239001e-67,2.4236399043089326e-63,0.9813084112149533,0.002717391304347826
Cement Gland Primordium,ag1,15.893631,4.816322,7.014439793113715e-57,7.653104536276719e-53,1.0,0.16015625
Cement Gland Primordium,grhl1,15.607652,4.696972,6.4570363677224926e-55,4.69663301933575e-51,0.9906542056074766,0.401664402173913
Cement Gland Primordium,itpr3,15.449951,3.855233,7.550021761316861e-54,4.118725621342381e-50,0.9906542056074766,0.7362432065217391
Cement Gland Primordium,epas1,15.359012,4.8636246,3.0823655273078085e-53,1.3452059634276738e-49,1.0,0.5838994565217391
Cement Gland Primordium,gfod1,15.172652,4.3583603,5.366397814915934e-52,1.951669445321343e-48,0.9813084112149533,0.21535326086956522
Cement Gland Primordium,grhl3,15.079598,4.564136,2.2060523678093207e-51,6.653960969849372e-48,0.9906542056074766,0.42781929347826086
Cement Gland Primordium,adap1l,15.066466,4.059066,2.6912656775863446e-51,6.653960969849372e-48,0.9813084112149533,0.350883152173913
Cement Gland Primordium,esrp1,15.063508,3.553425,2.8144966748333935e-51,6.653960969849372e-48,0.9813084112149533,0.5332880434782609
Cement Gland Primordium,krt7,15.058209,4.3254275,3.0493382383251787e-51,6.653960969849372e-48,0.9719626168224299,0.2552649456521739
Cement Gland Primordium,upk2,14.619208,4.174552,2.11849244527665e-48,4.06074814879187e-45,0.9719626168224299,0.21382472826086957
Cement Gland Primordium,xbp1,14.61546,3.0118666,2.238364191307778e-48,4.06074814879187e-45,0.9906542056074766,0.6413043478260869
Cement Gland Primordium,LOC101734097,14.60726,4.2405105,2.524703776986534e-48,4.06074814879187e-45,0.9345794392523364,0.23386548913043478
Cement Gland Primordium,b4galt1l,14.605118,3.498109,2.6053102095727135e-48,4.06074814879187e-45,0.9906542056074766,0.3529211956521739
Cement Gland Primordium,lmo7,14.434483,4.458113,3.139916505531773e-47,4.567741204480588e-44,0.9813084112149533,0.6779891304347826
Cement Gland Primordium,gramd2b,14.392268,3.8090196,5.786669140369499e-47,7.891931707000178e-44,0.9906542056074766,0.32065217391304346
Cement Gland Primordium,nos2,14.350616,3.8401165,1.055940316267323e-46,1.3553925671334855e-43,0.9439252336448598,0.2296195652173913
Cement Gland Primordium,rabgap1l,14.315024,3.8136358,1.7630247463174485e-46,2.1372757216329467e-43,0.9906542056074766,0.37109375
Cement Gland Primordium,kiaa1324l,14.291775,3.3981311,2.4625155959314395e-46,2.8281343588852603e-43,0.9532710280373832,0.4662024456521739
Cement Gland Primordium,golim4,14.244347,2.6239421,4.860719267715113e-46,5.303287757040574e-43,0.9813084112149533,0.7309782608695652
Cement Gland Primordium,hpgd,14.22896,3.5679038,6.057592888987986e-46,6.294415925266993e-43,1.0,0.3187839673913043
Cement Gland Primordium,astl2d.1,14.177812,4.1490374,1.25705517882971e-45,1.2468273207837774e-42,0.9813084112149533,0.3172554347826087
Cement Gland Primordium,krt70,14.108233,4.076612,3.3793854745369076e-45,3.2061552365160813e-42,0.9345794392523364,0.2195991847826087
Cement Gland Primordium,LOC595077,14.0778265,3.7052596,5.1984417042698406e-45,4.615866318760397e-42,0.9719626168224299,0.22826086956521738
Cement Gland Primordium,gadd45a,14.076614,3.0668383,5.2883304142344494e-45,4.615866318760397e-42,0.9906542056074766,0.414741847826087
Ciliated Epidermal Progenitor,chd7,4.251776,0.8815665,2.1208151301689592e-05,0.4627830695541686,1.0,0.9949857930803945
Ciliated Epidermal Progenitor,pcdh19,3.900328,2.3341675,9.606250633204426e-05,0.6887095920756362,1.0,0.6521811800100284
Ciliated Epidermal Progenitor,fign,3.7921386,2.346689,0.00014935559040382505,0.6887095920756362,1.0,0.7424369045629283
Ciliated Epidermal Progenitor,shroom4,3.7784479,1.9240881,0.00015780889786802535,0.6887095920756362,1.0,0.6595353501587832
Ciliated Epidermal Progenitor,atp10b,3.5993009,2.5815792,0.00031907382842889543,0.7434893282029388,0.8333333333333334,0.4952365034263747
Ciliated Epidermal Progenitor,tead4,3.578765,1.7545778,0.0003452217852508961,0.7434893282029388,0.9166666666666666,0.708507437740264
Ciliated Epidermal Progenitor,lyn,3.5772624,1.9933605,0.0003472116994240426,0.7434893282029388,1.0,0.46615410329266255
Ciliated Epidermal Progenitor,thoc2,3.5679126,1.053508,0.00035983646656637775,0.7434893282029388,1.0,0.9282968410496406
Ciliated Epidermal Progenitor,col18a1,3.53786,2.543774,0.00040338387576293076,0.7434893282029388,1.0,0.8338626107304028
Ciliated Epidermal Progenitor,pou2f1,3.5002942,1.6487381,0.00046474486754767986,0.7434893282029388,0.9166666666666666,0.571118168143072
Ciliated Epidermal Progenitor,pdgfa,3.4699912,2.233285,0.0005204754344631222,0.7434893282029388,0.9166666666666666,0.429216112318235
Ciliated Epidermal Progenitor,khdc4,3.4561336,1.4588655,0.000547983646135361,0.7434893282029388,1.0,0.6961390606719037
Ciliated Epidermal Progenitor,pbx1,3.4480362,1.6020846,0.000564678580065189,0.7434893282029388,1.0,0.8159786060504763
Ciliated Epidermal Progenitor,slc12a2,3.4431944,1.9478457,0.00057488616460359,0.7434893282029388,0.9166666666666666,0.5251546047133545
Ciliated Epidermal Progenitor,scrib,3.4336777,1.3352633,0.00059545192947095,0.7434893282029388,1.0,0.8313555072706
Ciliated Epidermal Progenitor,gse1,3.4312568,1.853635,0.0006007917520610375,0.7434893282029388,1.0,0.762326592010697
Ciliated Epidermal Progenitor,stard13,3.4256637,1.7797854,0.0006132994779181934,0.7434893282029388,1.0,0.7940832358348654
Ciliated Epidermal Progenitor,gdpd5,3.3189769,2.2504237,0.0009034792653387067,0.9800307597448847,0.75,0.26291158281798427
Ciliated Epidermal Progenitor,rapgef6,3.3069558,1.6683693,0.0009431577817076476,0.9800307597448847,1.0,0.6770850743774026
Ciliated Epidermal Progenitor,trim36,3.2915955,1.5743738,0.0009962076483905997,0.9881021407059671,1.0,0.680427878990473
Ciliated Epidermal Progenitor,igsf3,3.2727292,1.924117,0.0010651447405763302,1.0,0.8333333333333334,0.3844225305030921
Ciliated Epidermal Progenitor,rcor1,3.2417583,1.7844946,0.0011879471978898672,1.0,0.9166666666666666,0.5854922279792746
Ciliated Epidermal Progenitor,tenm4,3.2233093,1.9320459,0.0012671861982836246,1.0,1.0,0.7499582149423366
Ciliated Epidermal Progenitor,syn1,3.2181337,2.3534956,0.0012902769179309642,1.0,0.75,0.2649172655858265
Ciliated Epidermal Progenitor,cadm1,3.1899176,1.1227341,0.0014231338203353214,1.0,1.0,0.9898044459301354
