group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
Ventral Mesoderm 2,fn1,11.487453,5.80033,1.525425559439124e-30,1.6643155566260562e-27,0.8628526645768025,0.17647058823529413
Ventral Mesoderm 2,meis3,11.025217,4.6276298,2.8882165700177853e-28,2.5209509509743233e-25,0.8471786833855799,0.16176470588235295
Ventral Mesoderm 2,col18a1,10.942486,4.101364,7.219304878858293e-28,6.058940452367954e-25,0.877742946708464,0.39705882352941174
Ventral Mesoderm 2,ephb3,10.73181,2.279128,7.216884809775105e-27,5.079988497874277e-24,0.9968652037617555,0.8823529411764706
Ventral Mesoderm 2,fat1,10.61589,2.213901,2.5138799430339467e-26,1.5672964067698214e-23,0.9655172413793104,0.7205882352941176
Ventral Mesoderm 2,fgd1,10.558811,4.1044507,4.624796995277629e-26,2.727505276593328e-23,0.8307210031347962,0.17647058823529413
Ventral Mesoderm 2,rbfox2,10.471751,2.3448217,1.1646791442777114e-25,6.688016738758932e-23,0.9811912225705329,0.7205882352941176
Ventral Mesoderm 2,tbxt,10.445778,2.6650414,1.5319462521696546e-25,8.57143568425488e-23,0.9843260188087775,0.5882352941176471
Ventral Mesoderm 2,epha4,10.237827,3.3701482,1.3421653015961077e-24,6.508308676917481e-22,0.9921630094043887,0.7058823529411765
Ventral Mesoderm 2,adamts1,10.002941,3.373299,1.4793669983520904e-23,5.978012457600179e-21,0.8800940438871473,0.3088235294117647
Ventral Mesoderm 2,fgfr1,9.643477,1.8034369,5.238281680370906e-22,1.9373651618198907e-19,0.9741379310344828,0.8970588235294118
Ventral Mesoderm 2,ism1,9.634018,3.2042837,5.743870759881896e-22,2.0889500641897145e-19,0.829153605015674,0.35294117647058826
Ventral Mesoderm 2,adam33,9.304376,1.9974574,1.347820269164773e-20,4.4561797111279565e-18,0.9764890282131662,0.7647058823529411
Ventral Mesoderm 2,LOC100485974,9.2489,2.1639721,2.2681327334296255e-20,7.278371231789391e-18,0.9670846394984326,0.7058823529411765
Ventral Mesoderm 2,rbm20,9.186211,1.6281873,4.0692259418453726e-20,1.286877960536346e-17,0.9647335423197492,0.8823529411764706
Ventral Mesoderm 2,trim71,9.182042,2.2961516,4.2299142188968107e-20,1.3185851167221044e-17,0.9153605015673981,0.6029411764705882
Ventral Mesoderm 2,dll1,9.021871,2.7497675,1.8490409192629083e-19,5.379722919898123e-17,0.8793103448275862,0.38235294117647056
Ventral Mesoderm 2,cyp27c1,8.926474,4.425794,4.398050470619558e-19,1.2148083458150554e-16,0.6967084639498433,0.10294117647058823
Ventral Mesoderm 2,cs,8.542799,1.9810866,1.3100867936648224e-17,3.212067856692145e-15,0.9443573667711599,0.6470588235294118
Ventral Mesoderm 2,kif26a,8.537188,4.1058483,1.375279157622096e-17,3.3344407220524174e-15,0.6849529780564263,0.11764705882352941
Ventral Mesoderm 2,tcf12,8.50416,1.8251151,1.8291597721185177e-17,4.3861643282855144e-15,0.9498432601880877,0.6911764705882353
Ventral Mesoderm 2,col13a1,8.459587,4.5732436,2.6832560137166007e-17,6.364274942968473e-15,0.6653605015673981,0.10294117647058823
Ventral Mesoderm 2,myo10,8.444676,2.3599932,3.048889514469088e-17,7.153743881207525e-15,0.859717868338558,0.6470588235294118
Ventral Mesoderm 2,cep85l,8.430567,2.7562177,3.439938916635063e-17,7.901358642094075e-15,0.8001567398119123,0.4117647058823529
Ventral Mesoderm 2,cyyr1,8.34495,3.3812683,7.124403529142615e-17,1.602697004220835e-14,0.7045454545454546,0.19117647058823528
Ventral Mesoderm 2,nhs,8.293644,3.5981247,1.0983102271516001e-16,2.4208310572399057e-14,0.6888714733542319,0.19117647058823528
Ventral Mesoderm 2,plekhn1,8.281779,1.8487968,1.2134839099205457e-16,2.6479432398376227e-14,0.9286833855799373,0.6911764705882353
Ventral Mesoderm 2,bcor,8.2190895,2.8754103,2.0505396746155131e-16,4.3867476705671673e-14,0.7648902821316614,0.27941176470588236
Ventral Mesoderm 2,plod2,8.085213,4.2619257,6.205592892213131e-16,1.2896404047712642e-13,0.6520376175548589,0.1323529411764706
Ventral Mesoderm 2,gnai1,8.048817,2.7656682,8.359805154414704e-16,1.7209368705139927e-13,0.7170846394984326,0.2647058823529412
Ventral Mesoderm 2,bmp7.1,8.047374,2.3010774,8.458928876950396e-16,1.7250681030274262e-13,0.841692789968652,0.5
Ventral Mesoderm 2,hunk,7.97298,1.8851279,1.548930252108523e-15,3.1295562065981555e-13,0.9153605015673981,0.6176470588235294
Ventral Mesoderm 2,fgd6,7.9311337,2.9583755,2.171544888106009e-15,4.347273486546901e-13,0.7061128526645768,0.22058823529411764
Ventral Mesoderm 2,smad6,7.8621907,3.4501078,3.7747216880488445e-15,7.420558734676922e-13,0.658307210031348,0.1323529411764706
Ventral Mesoderm 2,dzip1,7.8043113,1.948019,5.982743639213229e-15,1.145170604835718e-12,0.8479623824451411,0.5147058823529411
Ventral Mesoderm 2,pdgfra,7.7603803,4.9365344,8.46751554918051e-15,1.5658445491412536e-12,0.5885579937304075,0.058823529411764705
Ventral Mesoderm 2,cdon,7.502727,2.100772,6.250364921586485e-14,1.0330386986459133e-11,0.799373040752351,0.5
Ventral Mesoderm 2,plk3,7.501765,2.4784222,6.29641844644638e-14,1.0330386986459133e-11,0.7366771159874608,0.3088235294117647
